pass_id	inventory_id	visual_family	visual_category	board_or_section_id	pdf_page	asset_id	asset_type	title	file_path	sha256	source_or_provenance	private_use_status	story_purpose	blocked_claims	render_location	page_mapping_method_i0302	page_mapping_evidence_i0302
I-0302	FI-0225	expanded_300_exhibit	logo	VX125	531	A-0284-026	logo	NVIDIA	assets/logos/i0284/nvidia.svg	db04aa87719392f22aa280fa0c9086d70d9e805024749747676fea820f7b00b4	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	hardware/AI factory logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX125
I-0302	FI-0226	expanded_300_exhibit	logo	VX126	532	A-0284-027	logo	AMD	assets/logos/i0284/amd.svg	7f331fc622a549ee61f0c2288102738e6998842a626516a331da898055e0251f	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	accelerator competitor logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX126
I-0302	FI-0227	expanded_300_exhibit	logo	VX127	533	A-0284-028	logo	Anthropic	assets/logos/i0284/anthropic.svg	1c10881e4729127e1a86e569613d786240acae13eacfa01860be065b66260e36	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Claude lab logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX127
I-0302	FI-0228	expanded_300_exhibit	logo	VX128	534	A-0284-029	logo	Meta	assets/logos/i0284/meta.svg	18e15e0cd6ef858aa8b054db472f83870e5e2ef15f9b19554480c89c93c264e1	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Llama/open-weight logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX128
I-0302	FI-0229	expanded_300_exhibit	logo	VX129	535	A-0284-030	logo	Google	assets/logos/i0284/google.svg	147b64b183daad84440103815845150903f6175357419b0ccf2e5a6b622e62fa	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Gemini/DeepMind ecosystem logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX129
I-0302	FI-0230	expanded_300_exhibit	logo	VX130	536	A-0284-031	logo	Google Cloud	assets/logos/i0284/google-cloud.svg	eb848405c6a1ed56510e7cc88ffe6e2e12cd8331be4b0c8c31048d0b0e6d53a9	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	cloud AI logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX130
I-0302	FI-0231	expanded_300_exhibit	logo	VX131	537	A-0284-032	logo	Alibaba Cloud	assets/logos/i0284/alibaba-cloud.svg	cb21fc53f968aa327c69a21965684e3d82f87a183683611d20743ff233e3930d	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Qwen/cloud ecosystem logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX131
I-0302	FI-0232	expanded_300_exhibit	logo	VX132	538	A-0284-033	logo	Hugging Face	assets/logos/i0284/hugging-face.svg	c167703fa2fb404f1de9bbbd38b6ac6c4c01dbeae49e7783521333ba03ab706a	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	model hub logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX132
I-0302	FI-0233	expanded_300_exhibit	logo	VX133	539	A-0284-034	logo	Mistral AI	assets/logos/i0284/mistral-ai.svg	5d6abe5c18446f7971139b2f472b1b1d8cf29db04af332091023d018800cfbd1	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	European frontier lab logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX133
I-0302	FI-0234	expanded_300_exhibit	logo	VX134	540	A-0284-035	logo	xAI/X	assets/logos/i0284/xai-x.svg	07099f0e2eea46fe8cef6a2422dee63e1aa98c3cab07f3edf9a0b333314f758b	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	frontier lab/social owner logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX134
I-0302	FI-0235	expanded_300_exhibit	logo	VX135	541	A-0284-036	logo	Baidu	assets/logos/i0284/baidu.svg	c06b13de3ac002d1913b2ca7c74508e9333bddbb0f487672f50d3f204795dd55	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	China model/cloud logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX135
I-0302	FI-0236	expanded_300_exhibit	logo	VX136	542	A-0284-037	logo	Xiaomi	assets/logos/i0284/xiaomi.svg	20fb26a3565ed90895c0f29ad006301a5dd9cede687b3ff4a27a0758ad0f9ede	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	MiMo model-lab adjacent logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX136
I-0302	FI-0237	expanded_300_exhibit	logo	VX137	543	A-0284-038	logo	Intel	assets/logos/i0284/intel.svg	1aaabc290721962add2932064d9a235cfdcaa6763b1e2c774daf3ff34416df98	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	CPU/accelerator ecosystem logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX137
I-0302	FI-0238	expanded_300_exhibit	logo	VX138	544	A-0284-039	logo	Arm	assets/logos/i0284/arm.svg	773276c603b62ffc0c9fb3ac6d13bcfc6d962d7f53a212394b8a7a6d71ada62e	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	CPU ecosystem logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX138
I-0302	FI-0239	expanded_300_exhibit	logo	VX139	545	A-0284-040	logo	GitHub	assets/logos/i0284/github.svg	476ba7aa67b86da7d6e7567b08a4bf0eb1a2fd28da5fc243f8ee39a2f1ea6773	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	coding agent/developer surface logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX139
I-0302	FI-0240	expanded_300_exhibit	logo	VX140	546	A-0284-041	logo	Python	assets/logos/i0284/python.svg	a762008752dc999ad54e7e477194f12a1b2ce07c735be1f21b3b3af8f26eb7af	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	ML/software substrate logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX140
I-0302	FI-0241	expanded_300_exhibit	logo	VX141	547	A-0284-042	logo	PyTorch	assets/logos/i0284/pytorch.svg	aaa16ace4553ae5eece75d9e2e0b4cb7fce1f340424631db5f9cd08fe6fa6ed2	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	training framework logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX141
I-0302	FI-0242	expanded_300_exhibit	logo	VX142	548	A-0284-043	logo	TensorFlow	assets/logos/i0284/tensorflow.svg	9e57fe2766e52bcaea9d10dc7997ddaed61dabe21f5bfaccdd61b064bfd781be	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	ML framework logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX142
I-0302	FI-0243	expanded_300_exhibit	logo	VX143	549	A-0284-044	logo	Docker	assets/logos/i0284/docker.svg	ba1fb157870b2ec02e054aed42154ac7418e25af91ec321fd328d17cad4023cd	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	deployment/tooling logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX143
I-0302	FI-0244	expanded_300_exhibit	logo	VX144	550	A-0284-045	logo	Kubernetes	assets/logos/i0284/kubernetes.svg	76037c7167ffdf86e7e014871ba0f42faa38e016c4e5a40aa3b3b011ce789587	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	infrastructure orchestration logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX144
I-0302	FI-0245	expanded_300_exhibit	logo	VX145	551	A-0284-046	logo	Linux	assets/logos/i0284/linux.svg	5c3b1603cef1303295aa3f96b738cc5df018ce76642e3f0183b519aed9a18d39	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	software substrate logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX145
I-0302	FI-0246	expanded_300_exhibit	logo	VX146	552	A-0284-047	logo	Databricks	assets/logos/i0284/databricks.svg	cdb01580e2098562d976473baead2a72c56e1b052dd86070e091e6a7e2b10a49	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	data/model platform logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX146
I-0302	FI-0247	expanded_300_exhibit	logo	VX147	553	A-0284-048	logo	Cloudflare	assets/logos/i0284/cloudflare.svg	32876bda81542203316d67b9623818ac60986897cac79f70e03e8f31f7b7f160	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	edge/inference infrastructure logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX147
I-0302	FI-0248	expanded_300_exhibit	logo	VX148	554	A-0284-049	logo	Apache	assets/logos/i0284/apache.svg	302642204dac7b8342b359d3fe2341c0d09ef40af49fd9c196c3e305bd614477	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	open-source substrate logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX148
I-0302	FI-0249	expanded_300_exhibit	logo	VX149	555	A-0284-050	logo	Kaggle	assets/logos/i0284/kaggle.svg	21649ce1fb59ff25ebfef416d9c46f654e1b9b1f273e2fdfdd7e2f4498fb58f5	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	data/benchmark ecosystem logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX149
I-0302	FI-0250	expanded_300_exhibit	logo	VX150	556	A-0287-027	logo	Ollama	assets/logos/i0287/ollama.svg	8d113044ac7b6a4bea46c335f8410a04976c2e6ae5beaf9fc6b823d90f8b05a0	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	local model runtime logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX150
I-0302	FI-0251	expanded_300_exhibit	logo	VX151	557	A-0287-028	logo	LangChain	assets/logos/i0287/langchain.svg	3ab96dbbc1a0ea806834eab1f9d144819bdd9fb880cd91dffb6f1b6df0a54a16	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	agent/application framework logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX151
I-0302	FI-0252	expanded_300_exhibit	logo	VX152	558	A-0287-029	logo	OpenTelemetry	assets/logos/i0287/opentelemetry.svg	e58e9c5b51e396e95a8370ddecb307f5423dea88d5f4b781a269425f25669b1c	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	observability stack logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX152
I-0302	FI-0253	expanded_300_exhibit	logo	VX153	559	A-0287-030	logo	Ray	assets/logos/i0287/ray.svg	0022652aa71de31c5f123655bf08a0d6604793b9443d65bb6bd387d2b09e39b7	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	distributed compute framework logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX153
I-0302	FI-0254	expanded_300_exhibit	logo	VX154	560	A-0287-031	logo	Dask	assets/logos/i0287/dask.svg	d8bda4da59ff5bbc176c4ede0ff867ae9867fe4ef4a0146af2336239fd9855dd	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	distributed Python compute logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX154
I-0302	FI-0255	expanded_300_exhibit	logo	VX155	561	A-0287-032	logo	Jupyter	assets/logos/i0287/jupyter.svg	3f183c120635601352bccf48f06a5bc621eff1dd55ce6effe19d9f69951bce85	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	notebook/research workflow logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX155
I-0302	FI-0256	expanded_300_exhibit	logo	VX156	562	A-0287-033	logo	Anaconda	assets/logos/i0287/anaconda.svg	2d424ddab21e4e87ce114c40d812231a43298cf445ee16cf4b597c288a2f62f1	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Python data-science platform logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX156
I-0302	FI-0257	expanded_300_exhibit	logo	VX157	563	A-0287-034	logo	NumPy	assets/logos/i0287/numpy.svg	1c2fcdec4b291799c3bae475e6aaff2fa694df88c5ae7181e3b62c72d51e9610	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	numerical computing logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX157
I-0302	FI-0258	expanded_300_exhibit	logo	VX158	564	A-0287-035	logo	pandas	assets/logos/i0287/pandas.svg	7ff6ac657802511b4f2134ff37ff4c4fb8fca6bf3a9ffee1fb19e9469525913f	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	dataframe tooling logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX158
I-0302	FI-0259	expanded_300_exhibit	logo	VX159	565	A-0287-036	logo	SciPy	assets/logos/i0287/scipy.svg	eed738f35737f1a3e2a50882305ff14523c60325125e15f73ba11360c54e9c3f	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	scientific computing logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX159
I-0302	FI-0260	expanded_300_exhibit	logo	VX160	566	A-0287-037	logo	scikit-learn	assets/logos/i0287/scikit-learn.svg	422acd1156f9cf98d6f31dd5d743aa02f452a3f0e092309bdda36d468575fc53	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	classical ML library logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX160
I-0302	FI-0261	expanded_300_exhibit	logo	VX161	568	A-0287-038	logo	FastAPI	assets/logos/i0287/fastapi.svg	faca76e57b2cb4164d3a51d680ce014fd925c7c96a993f2fafa109386758cad3	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	inference/API service logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX161
I-0302	FI-0262	expanded_300_exhibit	logo	VX162	570	A-0287-039	logo	Go	assets/logos/i0287/go.svg	33e31a3d049683755ceb07b4a6abe830b2ee02e6ffeee408fe705ef078d3849e	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	systems language logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX162
I-0302	FI-0263	expanded_300_exhibit	logo	VX163	571	A-0287-040	logo	Rust	assets/logos/i0287/rust.svg	fb4ca7ef5644310355c652029408aefa7710ab59abecbe386fdd300158ebfbe6	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	systems language logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX163
I-0302	FI-0264	expanded_300_exhibit	logo	VX164	572	A-0287-041	logo	Node.js	assets/logos/i0287/node-js.svg	6c7826737490eb559312b3fdc8853db70ef48a9e035d1bac019efd6e1a1e1371	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	server/runtime logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX164
I-0302	FI-0265	expanded_300_exhibit	logo	VX165	573	A-0287-042	logo	TypeScript	assets/logos/i0287/typescript.svg	662b9b049a06df067089cacc32c8a40e14b08e13b5874f397ccf3e70ef15872c	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	application tooling logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX165
I-0302	FI-0266	expanded_300_exhibit	logo	VX166	574	A-0287-043	logo	JavaScript	assets/logos/i0287/javascript.svg	673a6f54d0788fccd0f0b024cc4372c98a9f1c1f43859ec6227a599630f236c7	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	web tooling logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX166
I-0302	FI-0267	expanded_300_exhibit	logo	VX167	575	A-0287-044	logo	Vite	assets/logos/i0287/vite.svg	e350f3a5d8153c29e884dc94839c942e87bb4342ad51d6b9eddb72b85a9fe585	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	frontend tooling logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX167
I-0302	FI-0268	expanded_300_exhibit	logo	VX168	576	A-0287-045	logo	Vercel	assets/logos/i0287/vercel.svg	075b9d221ef5a7ea63d85f140bd2d63007f31d3ed8ceec011abc3ffd529827e3	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	AI application deployment logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX168
I-0302	FI-0269	expanded_300_exhibit	logo	VX169	577	A-0287-046	logo	Netlify	assets/logos/i0287/netlify.svg	f2d591c3a629c6ff7fa122646710526ed711584890dc1aeb9e864c2746f973f1	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	web deployment logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX169
I-0302	FI-0270	expanded_300_exhibit	logo	VX170	578	A-0287-047	logo	PostgreSQL	assets/logos/i0287/postgresql.svg	bc45b1c56d0b1501dea387dbec4fda450d2ebc35244a620791815509d8c41dba	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	database substrate logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX170
I-0302	FI-0271	expanded_300_exhibit	logo	VX171	579	A-0287-048	logo	Redis	assets/logos/i0287/redis.svg	4245419834dd111d83a8ed645a2e305c67faa0af5c5b864eb5f0991de156034c	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	cache/vector-adjacent infrastructure logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX171
I-0302	FI-0272	expanded_300_exhibit	logo	VX172	580	A-0287-049	logo	MongoDB	assets/logos/i0287/mongodb.svg	cf259f556e99f2df9056e60f34ef0eed3eeb4d096dec34f251b0f7a3a5c76fdd	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	document database logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX172
I-0302	FI-0273	expanded_300_exhibit	logo	VX173	581	A-0287-050	logo	Elastic	assets/logos/i0287/elastic.svg	7f9b09a42af2495394bcb6e5a4692409fbf78a3736c065bfb2014591f6ca3fea	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	search/observability logo	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX173
I-0302	FI-0274	expanded_300_exhibit	person_image	VX174	582	A-0284-053	person_image	Ilya Sutskever	assets/people/i0284/ilya-sutskever.jpg	6cf9275afe463cac9bbf702600c41835effc5e99fdee8cb820cda0170240078d	https://en.wikipedia.org/wiki/Ilya_Sutskever	private_use_public_profile_image_from_wikipedia_summary; Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	scaling/alignment human anchor	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX174
