pass_id	pdf_page	mapped_visual_rows	visual_families	visual_categories	page_text_sample
I-0310	414	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX045 / A-0106 - GTC 2026 page 29 AI-factory source surface Figure 15.x candidate - NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric. Categories: real_photo_screenshot_source_image. Source/provenance: source table.tsv Source note: Ex
I-0310	415	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX046 / A-0107 - GTC 2026 page 51 DSX handoff source surface Figure 15/16.x candidate - NVIDIA's DSX platform slide as a bridge from GTC rhetoric to physical constraints. Categories: real_photo_screenshot_source_image. Source/provenance: source table.tsv Sourc
I-0310	416	1	expanded_300_exhibit=1	pdf_deck_report_page=1	VX096 / A-0004 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA frames the AI factory as industrial infrastructure: inference is the workload, tokens are the commodity, and compute is revenue. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source
I-0310	417	1	expanded_300_exhibit=1	pdf_deck_report_page=1	"VX097 / A-0005 - GTC-2026-Keynote.pdf Figure 15.x - GTC 2026 slide for NVIDIA Groq 3 LPX inference compute, including NVIDIA-stated specs and ""Available 2H26."" Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local re"
I-0310	418	1	expanded_300_exhibit=1	pdf_deck_report_page=1	VX098 / A-0006 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA announces Vera Rubin NVL72 launch partners with NVIDIA-stated perf-per-watt, NVFP4, HBM4, and NVLink6 claims. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound
I-0310	419	1	expanded_300_exhibit=1	pdf_deck_report_page=1	VX099 / A-0007 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA compares a one-gigawatt X86-plus-Hopper AI factory with a Vera Rubin system across GPUs, FLOPS, bandwidth, and tokens per second. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Sourc
I-0310	420	1	expanded_300_exhibit=1	pdf_deck_report_page=1	VX100 / A-0008 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA's 2024-2026-2028 roadmap links Blackwell, Rubin, Feynman, Vera, BlueField, Spectrum, ConnectX, NVLink, and rack-scale systems. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source n
I-0310	421	1	expanded_300_exhibit=1	pdf_deck_report_page=1	VX101 / A-0009 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA presents DSX as an AI Factory Platform spanning chips, systems, facilities, software, reference designs, simulation, cooling, and power. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynot
I-0310	422	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX104 / A-0285-020 - GTC 2026 inference/economics framing source-surface card for GTC 2026 inference/economics framing. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash 34a90816dcdbe2f8
I-0310	423	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX105 / A-0285-021 - GTC 2026 networking/platform surface source-surface card for GTC 2026 networking/platform surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash c5ae89be4aac08dd
I-0310	424	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX106 / A-0285-022 - GTC 2026 DSX/factory design surface source-surface card for GTC 2026 DSX/factory design surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash d1f6189e4cb5e76af9
I-0310	425	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX107 / A-0285-023 - GTC 2026 closing/ecosystem surface source-surface card for GTC 2026 closing/ecosystem surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash ca72b8bc551d94d7dfcf
I-0310	426	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX109 / A-0285-025 - GTC 2026 accelerator system surface source-surface card for GTC 2026 accelerator system surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash 1bb52f12bbc693072f
I-0310	427	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX110 / A-0285-026 - GTC 2026 datacenter/facility surface source-surface card for GTC 2026 datacenter/facility surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash 850054ab89d836be
I-0310	435	1	chart_data_svg_atlas=1	svg_diagram=1	Chapter 16: Datacenters, Power, and the Physical Internet Outside the keynote, the factory has to find land, power, cooling, transformers, network links, and time. Chapter 16 - Speed To Power The next bottleneck in language models did not look like language. I
I-0310	436	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	per-token model and not proof of NVIDIA performance, partner, roadmap, availability, or deployment claims. [S-0083; S-0084; S-0085; S-0086; S- 0087; S-0088; CH16Q-017; CH16Q-018] The Small Share That Became A Local Problem F16.01 / A-0015 - Figure 16.1 - Power
I-0310	437	1	chart_data_svg_atlas=1	svg_diagram=1	2024. [S-0083; CH16Q-001] On a global balance sheet, that sounds modest. It can tempt a reader into thinking the whole concern is a culture-war exaggeration, another way for people to yell at the cloud. But the same IEA report treated data centres as a fast-gr
I-0310	439	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Geography Beats Averages F16.02 / A-0020 - Figure 16.2 - Data-Centre Load Scenarios. IEA, LBNL, and DOE rows show measured/current estimates separately from forecast and scenario ranges for global and U.S. data-centre electricity demand. Figure 16.2 - Data-Cen
I-0310	441	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	facility-scale requests and one-to-three-year grid lead-time pressure, but not a complete project-level delay database. [S-0086; S-0087; CH16Q-013; CH16Q- 014] The Queue Behind The Plug F16.03 / A-0021 - Figure 16.3 - The Interconnection Queue. EPRI and DOE-SE
I-0310	444	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	The Fuel Mix Is Not A Press Release F16.04 / A-0288-014 - Figure 16.04 - GTC 2026 Data-Center Power/Cooling Page GTC 2026 data-center power/cooling page render adds facility-constraint texture; it does not prove site-level grid impact, water use, or economics.
I-0310	446	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	better kernels, quantization, distillation, or scheduling. They were also affected by where capacity could be built, how it was powered, how reliably it could run, and what constraints accumulated around the site. Cooling Is Where The Slide Meets The Floor F16
I-0310	447	1	chart_data_svg_atlas=1	svg_diagram=1	delivery, heat removal, floor loading, water availability, maintenance practices, and facility retrofits become part of the same system. A chip can be impressive in a benchmark and still demand a building that not every operator has. DOE-SEAB recommended facil
I-0310	449	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	From Tokens Back To Land F16.06 / A-0287-009 - Figure 16.06 - Equinix AI Data-Center Surface Equinix AI public-web screenshot gives the data-center chapter a facility/operator surface; it does not prove site-level power demand, interconnection timing, water us
I-0310	451	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	finance team wants utilization. A product team wants low latency. A safety team wants monitoring. The user wants the answer now. None of these demands is imaginary, and none obeys the same calendar. The physical bottleneck therefore became a narrative bottlene
I-0310	454	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	For the reader, this section should have a practical aftertaste. When a company says it has secured capacity, ask: capacity in what form? Power rights, land, chips, racks, interconnection approval, completed buildings, operational clusters, or usable low-laten
I-0310	456	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	The Race For The Right To Plug In F16.09 / A-0261-006 - Nuclear Texture Needs Evidence, Not Steam Figure 16.x candidate - Nuclear/cooling tower power texture. Source: CH16; provenance details are recorded in the project ledgers. Use note: source boundaries are
I-0310	458	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_layout_mock=1	Chapter 16 Visual Portfolio These visuals are placed with Chapter 16, Datacenters, Power, and the Physical Internet, so the reader sees the evidence and memory aids beside the argument they serve. VX009 / A-0017 - Chapter 16 N16-1 note layout mock Figure 16.x 
I-0310	459	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_layout_mock=1	VX010 / A-0018 - Chapter 16 parent inline-cue render Figure 16.x - Parent Inline-Cue Render. Lightweight page render showing the current LBNL/DOE paragraph before any N16-1 note move, with CH16Q-003 through CH16Q-006 still inline. Categories: curated_chart_dat
I-0310	460	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX012 / A-0022 - Chapter 16 cooling and rack-density note Figure 16.4 - Cooling And Rack Density Are Constraints, Not Plumbing. DOE- SEAB supports facility-level cooling/power/water response categories; Uptime supports an operator-survey caution about PUE plat
I-0310	461	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX056 / A-0284-005 - CoreWeave acquired source_image for private-edition visual layer: CoreWeave. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.coreweave.com/ Source note: source rights noted; Visual texture only; does not prov
I-0310	462	4	source_surface_gallery=4	pdf_presentation_page=4	PORTFOLIO PLATE - PDF DECK REPORT PAGE GTC Infrastructure Constraint Surfaces Blackwell/Rubin, NVLink, partners, power/cooling, and roadmap pages show infrastructure as staged argument. Caption: GTC Infrastructure Constraint Surfaces. Blackwell/Rubin, NVLink, 
I-0310	467	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Chapter 17: Data, Tokens, and the Library Problem 17. Data, Tokens, and the Library Problem Power is only half the supply chain; the other half is language itself, collected, filtered, tokenized, remembered, and disputed. The Library Before the Factory F17.01 
I-0310	468	1	chart_data_svg_atlas=1	svg_diagram=1	Before the AI factory could turn electricity into tokens, someone had to decide what counted as text. That sentence sounds plain, almost clerical. It is not. The modern LLM was built on a wager that the world's writing could be converted into training material
I-0310	470	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	"The phrase ""next token"" in the book's title is partly poetic. It is also literal. The model is trained to predict a token from prior tokens. The human sees a paragraph. The machine sees a compressed procession of IDs. The distance between those views is where "
I-0310	475	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Long Context Is Not the Whole Library F17.03 / A-0066 - Figure 17.3 - Data Mixture Control Board. Schematic corpus lanes show data mixtures as recipes with open-corpus rows and closed-corpus blockers. Figure 17.3 - Data Mixture Control Board. Schematic corpus 
I-0310	478	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Synthetic Data and the Second Library F17.04 / A-0067 - Figure 17.4 - Memorization and Contamination Blocker Map. Duplication, benchmark contamination, memorization, extraction, and blocker families are separated. Figure 17.4 - Memorization and Contamination B
I-0310	482	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 17 Visual Portfolio These visuals are placed with Chapter 17, Data, Tokens, and the Library Problem, so the reader sees the evidence and memory aids beside the argument they serve. VX001 / A-0001 - visual grammar prototype Chronology rail prototype for
I-0310	483	3	chart_data_svg_atlas=1; expanded_300_exhibit=2	curated_chart_data_svg_visualization=1; real_photo_screenshot_source_image=1; svg_diagram=1	VX002 / A-0002 - visual grammar prototype Repository task lifecycle prototype for coding-agent and tool-use workflow figures. Categories: curated_chart_data_svg_visualization. Source/provenance: project source.md Source note: Original lightweight SVG generated
I-0310	484	3	expanded_300_exhibit=2; logo_people_strip=1	logo=2; real_photo_screenshot_source_image=1	VX074 / A-0284-025 - Snowflake Cortex acquired source_image for private-edition visual layer: Snowflake Cortex. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.snowflake.com/en/data-cloud/cortex/ Source note: source rights noted;
I-0310	485	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX156 / A-0287-033 - Anaconda completion-layer logo for private-edition visual acquisition: Anaconda. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, 
I-0310	486	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX158 / A-0287-035 - pandas completion-layer logo for private-edition visual acquisition: pandas. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, part
I-0310	487	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX160 / A-0287-037 - scikit-learn completion-layer logo for private-edition visual acquisition: scikit-learn. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endor
I-0310	488	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX170 / A-0287-047 - PostgreSQL completion-layer logo for private-edition visual acquisition: PostgreSQL. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorseme
I-0310	489	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX172 / A-0287-049 - MongoDB completion-layer logo for private-edition visual acquisition: MongoDB. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, pa
I-0310	492	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Chapter 18: Tools, Retrieval, and the Agent Turn 18. Tools, Retrieval, and the Agent Turn Tools move the model outward, turning answers into actions that need context, permissions, observations, and rollback. The Text Box Grows Hands F18.01 / A-0060 - Figure 1
I-0310	494	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Retrieval: Memory Without Memory F18.02 / A-0061 - Figure 18.2 - Function-Call Boundary. The model proposes typed calls; application validation, permissions, execution, and logging decide what happens. Figure 18.2 - Function-Call Boundary. The model proposes t
I-0310	498	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Plugins, Computers, Connectors F18.03 / A-0062 - Figure 18.3 - Agent Loop as Harness. Plan, act, observe, gate, context, and review form a bounded system loop. Figure 18.3 - Agent Loop as Harness. Plan, act, observe, gate, context, and review form a bounded sy
I-0310	500	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Reasoning Plus Acting F18.04 / A-0063 - Figure 18.4 - Prompt Injection Boundary. Untrusted retrieved content tries to cross from data into instruction before a tool action. Figure 18.4 - Prompt Injection Boundary. Untrusted retrieved content tries to cross fro
I-0310	503	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	workflows in which the model proposes more often than it disposes. [S-0137] This is not a retreat from the agent turn. It is the condition for making the agent turn useful. The Harness Is The Product F18.05 / A-0260-003 - Release notes are product archaeology 
I-0310	507	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	Chapter 18 Visual Portfolio These visuals are placed with Chapter 18, Tools, Retrieval, and the Agent Turn, so the reader sees the evidence and memory aids beside the argument they serve. VX151 / A-0287-028 - LangChain completion-layer logo for private-edition
I-0310	508	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX152 / A-0287-029 - OpenTelemetry completion-layer logo for private-edition visual acquisition: OpenTelemetry. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply end
I-0310	509	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX153 / A-0287-030 - Ray completion-layer logo for private-edition visual acquisition: Ray. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnershi
I-0310	510	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX154 / A-0287-031 - Dask completion-layer logo for private-edition visual acquisition: Dask. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partners
I-0310	514	2	expanded_300_exhibit=1; source_surface_gallery=1	paper_report_excerpt=2	The Language That Compiles F19.01 / A-0288-006 - Figure 19.01 - Code Llama Paper Page As Code- Model Lineage Code Llama page-one render anchors code models as a visible open- foundation-model source surface; it does not prove developer replacement, production 
I-0310	517	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	From Snippet To Companion F19.02 / A-0289-007 - Figure 19.02 - LiveCodeBench Leaderboard Surface LiveCodeBench leaderboard screenshot makes coding-model evaluation visible as a benchmark surface; it does not prove broad software productivity, current live rank
I-0310	520	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	The Contest Laboratory F19.03 / A-0289-T003 - Figure 19.03 - 2025 Model-Landscape Table The 2025 benchmark/model-landscape table gives the coding-score discussion a year-specific context panel; it is not a universal quality score, safety result, adoption claim
I-0310	522	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	Every programmer has felt the little betrayal of a program that does exactly what was written rather than what was meant. LLM coding tools entered that gap. They were trained on what people wrote, prompted by what people meant, and judged by what machines woul
I-0310	526	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	The Repository Becomes The Prompt F19.05 / A-0286-T004 - Figure 19.05 - 2021 Model-Landscape Table The 2021 benchmark/model-landscape table records early code/model context as a memory aid; it is not a live rank, universal quality score, or product adoption cl
I-0310	530	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 19 Visual Portfolio These visuals are placed with Chapter 19, Code as the Second Native Language, so the reader sees the evidence and memory aids beside the argument they serve. VX038 / A-0090 - Chapter 19 code-as-language ladder Figure 19.1 - Code Was
I-0310	531	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX039 / A-0091 - Chapter 19 editor-to-repository workflow Figure 19.2 - The Assistant Entered At The Cursor. Copilot-style assistance is mapped through editor context, suggestion, human review, tests, and repository integration. Categories: curated_chart_data_
I-0310	532	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX040 / A-0092 - Chapter 19 coding benchmark ladder Figure 19.3 - Coding Scores Need A Harness Story. HumanEval-style functions, AlphaCode contest systems, SWE-bench repository repair, and LiveCodeBench contamination-aware tasks are separated before comparison
I-0310	533	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX041 / A-0093 - Chapter 19 repository-as-prompt schematic Figure 19.4 - The Repository Became The Prompt. Files, docs, issues, errors, tests, and instructions feed a coding model while review and responsibility remain external gates. Categories: curated_chart
I-0310	534	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX068 / A-0284-019 - PyTorch acquired source_image for private-edition visual layer: PyTorch. Categories: real_photo_screenshot_source_image. Source/provenance: https://pytorch.org/ Source note: source rights noted; Visual texture only; does not prove current 
I-0310	535	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX140 / A-0284-041 - Python acquired logo for private-edition visual layer: Python. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, marke
I-0310	536	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX141 / A-0284-042 - PyTorch acquired logo for private-edition visual layer: PyTorch. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, mar
I-0310	537	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX142 / A-0284-043 - TensorFlow acquired logo for private-edition visual layer: TensorFlow. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnershi
I-0310	538	3	source_surface_gallery=3	paper_report_excerpt=3	PORTFOLIO PLATE - PAPER REPORT EXCERPT Open-Model, Code, And Benchmark Texture Code Llama, Mistral, Mixtral, Llama 3, and LiveCodeBench make open-model and coding-eval diversity visible. Caption: Open-Model, Code, And Benchmark Texture. Code Llama, Mistral, Mi
I-0310	541	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	The Terminal Becomes A Colleague F20.01 / A-0289-010 - Figure 20.01 - OpenAI Evals Repository Surface OpenAI Evals GitHub repository screenshot gives the coding-agent harness loop an evaluation-tool surface; it does not prove benchmark neutrality, current cove
I-0310	543	2	expanded_300_exhibit=1; source_surface_gallery=1	paper_report_excerpt=2	From Prompt To Work Order F20.02 / A-0285-013 - Figure 20.02 - SWE-bench Paper Page As Harness Evidence SWE-bench page-one render makes coding-agent evaluation a visible benchmark-harness surface; it does not prove developer replacement or production productiv
I-0310	545	2	expanded_300_exhibit=1; source_surface_gallery=1	paper_report_excerpt=2	The Benchmark Was A Door, Not A Destination F20.03 / A-0285-014 - Figure 20.03 - Toolformer Paper Page As Tool- Use Lineage Toolformer page-one render gives tool-use chapters a primary research source surface; it does not prove autonomous reliability or curren
I-0310	550	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	The New Pair Programming F20.04 / A-0289-008 - Figure 20.04 - Berkeley Function Calling Leaderboard Surface Berkeley Function Calling Leaderboard screenshot makes tool-use evaluation visible; it does not prove general agent reliability, live rank after capture
I-0310	553	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	What The Agent Still Cannot Own F20.05 / A-0284-014 - Figure 20.05 - GitHub Copilot Product Surface GitHub Copilot source image anchors coding agents as a real developer product surface; it does not prove productivity lift, replacement effects, code quality, r
I-0310	557	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 20 Visual Portfolio These visuals are placed with Chapter 20, Claude Code and the Industrialization of Pair Programming, so the reader sees the evidence and memory aids beside the argument they serve. VX020 / A-0032 - Chapter 20 coding-agent harness lo
I-0310	558	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX021 / A-0033 - Chapter 20 coding benchmark caveat matrix Figure 20.2 - Coding Benchmark Caveat Matrix. SWE-bench, LiveCodeBench, terminal tasks, and product metrics each license different claims. Categories: curated_chart_data_svg_visualization. Source/prove
I-0310	559	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX022 / A-0034 - Chapter 20 tool-call lifecycle Figure 20.3 - Tool-Call Lifecycle. A coding agent proposes an action, crosses a permission boundary, executes a tool, observes output, retries, and returns a diff for review. Categories: curated_chart_data_svg_vi
I-0310	560	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	VX023 / A-0035 - Chapter 20 productivity claim blocker map Figure 20.4 - Productivity Claim Blocker Map. Workflow claims are allowed now; productivity, adoption, revenue, replacement, and enterprise-outcome claims need stronger evidence. Categories: curated_ch
I-0310	561	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX134 / A-0284-035 - xAI/X acquired logo for private-edition visual layer: xAI/X. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market 
I-0310	562	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX139 / A-0284-040 - GitHub acquired logo for private-edition visual layer: GitHub. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, marke
I-0310	563	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX143 / A-0284-044 - Docker acquired logo for private-edition visual layer: Docker. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, marke
I-0310	564	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX144 / A-0284-045 - Kubernetes acquired logo for private-edition visual layer: Kubernetes. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnershi
I-0310	565	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX145 / A-0284-046 - Linux acquired logo for private-edition visual layer: Linux. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market 
I-0310	566	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX147 / A-0284-048 - Cloudflare acquired logo for private-edition visual layer: Cloudflare. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnershi
I-0310	567	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX148 / A-0284-049 - Apache acquired logo for private-edition visual layer: Apache. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, marke
I-0310	568	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX161 / A-0287-038 - FastAPI completion-layer logo for private-edition visual acquisition: FastAPI. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, pa
I-0310	569	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX162 / A-0287-039 - Go completion-layer logo for private-edition visual acquisition: Go. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership,
I-0310	570	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX163 / A-0287-040 - Rust completion-layer logo for private-edition visual acquisition: Rust. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partners
I-0310	571	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX164 / A-0287-041 - Node.js completion-layer logo for private-edition visual acquisition: Node.js. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, pa
I-0310	572	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX165 / A-0287-042 - TypeScript completion-layer logo for private-edition visual acquisition: TypeScript. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorseme
I-0310	573	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX166 / A-0287-043 - JavaScript completion-layer logo for private-edition visual acquisition: JavaScript. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorseme
I-0310	574	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX167 / A-0287-044 - Vite completion-layer logo for private-edition visual acquisition: Vite. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partners
I-0310	575	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX168 / A-0287-045 - Vercel completion-layer logo for private-edition visual acquisition: Vercel. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, part
I-0310	576	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX169 / A-0287-046 - Netlify completion-layer logo for private-edition visual acquisition: Netlify. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, pa
I-0310	577	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX171 / A-0287-048 - Redis completion-layer logo for private-edition visual acquisition: Redis. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partne
I-0310	578	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX173 / A-0287-050 - Elastic completion-layer logo for private-edition visual acquisition: Elastic. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, pa
