pass_id	inventory_id	visual_family	asset_id	title	old_pdf_page_i0300	pdf_page_i0302	mapping_method	mapping_evidence	status
I-0302	FI-0407	source_surface_gallery	A-0285-017	GTC 2026 AI factory framing	635	643	board_title	GTC Stagecraft: AI Factory Thesis	mapped
I-0302	FI-0408	source_surface_gallery	A-0285-018	GTC 2026 hardware roadmap surface	635	643	board_title	GTC Stagecraft: AI Factory Thesis	mapped
I-0302	FI-0409	source_surface_gallery	A-0285-019	GTC 2026 rack-scale comparison surface	635	643	board_title	GTC Stagecraft: AI Factory Thesis	mapped
I-0302	FI-0410	source_surface_gallery	A-0285-020	GTC 2026 inference/economics framing	635	643	board_title	GTC Stagecraft: AI Factory Thesis	mapped
I-0302	FI-0411	source_surface_gallery	A-0285-021	GTC 2026 networking/platform surface	637	645	board_title	GTC Platform, Networking, And Facilities	mapped
I-0302	FI-0412	source_surface_gallery	A-0285-022	GTC 2026 DSX/factory design surface	637	645	board_title	GTC Platform, Networking, And Facilities	mapped
I-0302	FI-0413	source_surface_gallery	A-0285-023	GTC 2026 closing/ecosystem surface	637	645	board_title	GTC Platform, Networking, And Facilities	mapped
I-0302	FI-0414	source_surface_gallery	A-0285-024	GTC 2026 software stack surface	637	645	board_title	GTC Platform, Networking, And Facilities	mapped
I-0302	FI-0415	source_surface_gallery	A-0285-025	GTC 2026 accelerator system surface	637	645	board_title	GTC Platform, Networking, And Facilities	mapped
I-0302	FI-0416	source_surface_gallery	A-0285-026	GTC 2026 datacenter/facility surface	639	647	board_title	System Cards And GPT-4 Report Surfaces	mapped
I-0302	FI-0417	source_surface_gallery	A-0285-027	GPT-4 System Card first-page surface	639	647	board_title	System Cards And GPT-4 Report Surfaces	mapped
I-0302	FI-0418	source_surface_gallery	A-0285-028	GPT-4o System Card first-page surface	639	647	board_title	System Cards And GPT-4 Report Surfaces	mapped
I-0302	FI-0419	source_surface_gallery	A-0285-029	GPT-4 Technical Report first-page surface	639	647	board_title	System Cards And GPT-4 Report Surfaces	mapped
I-0302	FI-0420	source_surface_gallery	A-0285-030	Sparks of AGI paper first-page surface	639	647	board_title	System Cards And GPT-4 Report Surfaces	mapped
I-0302	FI-0421	source_surface_gallery	A-0288-011	GTC 2026 Blackwell/Rubin transition surface	641	649	board_title	GTC Infrastructure Constraint Surfaces	mapped
I-0302	FI-0422	source_surface_gallery	A-0288-012	GTC 2026 NVLink/network fabric surface	641	649	board_title	GTC Infrastructure Constraint Surfaces	mapped
I-0302	FI-0423	source_surface_gallery	A-0288-013	GTC 2026 ecosystem partner surface	641	649	board_title	GTC Infrastructure Constraint Surfaces	mapped
I-0302	FI-0424	source_surface_gallery	A-0288-014	GTC 2026 datacenter power/cooling surface	641	649	board_title	GTC Infrastructure Constraint Surfaces	mapped
I-0302	FI-0425	source_surface_gallery	A-0288-015	GTC 2026 closing roadmap surface	641	649	board_title	GTC Infrastructure Constraint Surfaces	mapped
I-0302	FI-0426	source_surface_gallery	A-0288-016	Gemini 1.5 Technical Report	643	651	board_title	Frontier Technical Reports Beyond The US Core	mapped
I-0302	FI-0427	source_surface_gallery	A-0288-017	Qwen3 Technical Report	643	651	board_title	Frontier Technical Reports Beyond The US Core	mapped
I-0302	FI-0428	source_surface_gallery	A-0288-018	GLM-4 Technical Report	643	651	board_title	Frontier Technical Reports Beyond The US Core	mapped
I-0302	FI-0429	source_surface_gallery	A-0288-019	Kimi k1.5 Technical Report	643	651	board_title	Frontier Technical Reports Beyond The US Core	mapped
I-0302	FI-0430	source_surface_gallery	A-0288-020	Nemotron-4 340B Technical Report	643	651	board_title	Frontier Technical Reports Beyond The US Core	mapped
I-0302	FI-0431	chart_data_svg_atlas	A-0069	Figure 1.2 - From Prompt to Answer, One Token at a Time. Human text becomes tokens, context, next-token predictions, and generated answer.	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0432	chart_data_svg_atlas	A-0261-005	Fast Power Is A Constraint Stack	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0433	chart_data_svg_atlas	A-0064	Figure 17.1 - Tokenization Ladder. Human text becomes subword pieces, token IDs, context budget, and next-token prediction target.	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0434	chart_data_svg_atlas	A-0066	Figure 17.3 - Data Mixture Control Board. Schematic corpus lanes show data mixtures as recipes with open-corpus rows and closed-corpus blockers.	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0435	chart_data_svg_atlas	A-0062	Figure 18.3 - Agent Loop as Harness. Plan, act, observe, gate, context, and review form a bounded system loop.	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0436	chart_data_svg_atlas	A-0075	Figure 23.2 - Trust Is A Stack. Evidence selection, evidence use, authority, evaluation, permission/action, and audit memory form layered controls.	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0437	chart_data_svg_atlas	A-0014	Generated Arena leaderboard methodology flow	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0438	chart_data_svg_atlas	A-0028	Generated GTC page 50 roadmap card	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0439	chart_data_svg_atlas	A-0081	Generated Chapter 21 reasoning-budget routing map	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0440	chart_data_svg_atlas	A-0092	Generated Chapter 19 coding benchmark ladder	645	653	board_title	Language Model Foundations	mapped
I-0302	FI-0441	chart_data_svg_atlas	A-0016	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0442	chart_data_svg_atlas	A-0094	Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral guarantees.	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0443	chart_data_svg_atlas	A-0011	Generated RLHF and alignment pipeline visual	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0444	chart_data_svg_atlas	A-0060	Figure 18.1 - RAG Evidence Conveyor. Retrieval, ranking, context packing, generation, citation, and audit gates with failure labels.	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0445	chart_data_svg_atlas	A-0063	Figure 18.4 - Prompt Injection Boundary. Untrusted retrieved content tries to cross from data into instruction before a tool action.	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0446	chart_data_svg_atlas	A-0109	Figure 24.2 - Five Conversion Gates. Prediction-to-interface, interface-to-product, model-to-platform, compute-to-infrastructure, and fluency-to-trust are shown as overlapping pressures.	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0447	chart_data_svg_atlas	A-0024	Generated GTC page 29 AI factory thesis card	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0448	chart_data_svg_atlas	A-0035	Generated Chapter 20 productivity claim blocker map	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0449	chart_data_svg_atlas	A-0086	Generated Chapter 9 research-to-product conversion timeline	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0450	chart_data_svg_atlas	A-0093	Generated Chapter 19 repository-as-prompt schematic	647	655	board_title	Assistant Product Grammar	mapped
I-0302	FI-0451	chart_data_svg_atlas	A-0289-T001	Figure 09.04 - 2023 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0452	chart_data_svg_atlas	A-0289-T005	Figure 13.02 - May 2026 Cutoff Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0453	chart_data_svg_atlas	A-0289-T002	Figure 13.03 - 2024 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0454	chart_data_svg_atlas	A-0289-T003	Figure 19.03 - 2025 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0455	chart_data_svg_atlas	A-0286-T004	Figure 19.05 - 2021 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0456	chart_data_svg_atlas	A-0289-T004	Figure 21.01 - 2026 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0457	chart_data_svg_atlas	A-0286-T005	Figure 21.04 - 2022 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0458	chart_data_svg_atlas	A-0286-T001	Figure 22.01 - 2018 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0459	chart_data_svg_atlas	A-0286-T002	Figure 22.03 - 2019 Model-Landscape Table	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0460	chart_data_svg_atlas	A-0013	Generated LMArena historical leaderboard chart	650	658	board_title	Model Race And Benchmark Memory	mapped
I-0302	FI-0461	chart_data_svg_atlas	A-0261-004	Interconnection Is A Queue, Not Atmosphere	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0462	chart_data_svg_atlas	A-0261-006	Nuclear Texture Needs Evidence, Not Steam	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0463	chart_data_svg_atlas	A-0065	Figure 17.2 - Web Corpus Filter Funnel. Common Crawl style data becomes a training-mixture candidate through filtering, deduplication, and documentation decisions.	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0464	chart_data_svg_atlas	A-0061	Figure 18.2 - Function-Call Boundary. The model proposes typed calls; application validation, permissions, execution, and logging decide what happens.	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0465	chart_data_svg_atlas	A-0260-003	Release notes are product archaeology	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0466	chart_data_svg_atlas	A-0110	Figure 24.3 - Unsettled By The Cutoff. Tempting end-of-book claims are paired with the same-scope evidence still required.	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0467	chart_data_svg_atlas	A-0025	Generated GTC page 45 inference compute roadmap card	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0468	chart_data_svg_atlas	A-0068	Generated Chapter 1 ChatGPT shock chronology	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0469	chart_data_svg_atlas	A-0087	Generated Chapter 9 TPU/Search/Workspace surface map	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0470	chart_data_svg_atlas	A-0112	Generated Chapter 10 open-weight control stack	652	660	board_title	Labs, Open Weights, And Plural Frontier	mapped
I-0302	FI-0471	chart_data_svg_atlas	A-0072	Figure 14.2 - GPU Memory and Interconnect: The Traffic Pattern. Host orchestration, HBM, GPU shards, and interconnect fabric make LLM systems a communication problem.	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0472	chart_data_svg_atlas	A-0073	Figure 14.3 - Training vs Inference: Two Capacity Problems. Training runs and inference services stress the same GPU stack in different ways.	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0473	chart_data_svg_atlas	A-0260-022	Inference compute is a roadmap argument	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0474	chart_data_svg_atlas	A-0026	Generated GTC page 46 Vera Rubin partner card	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0475	chart_data_svg_atlas	A-0074	Figure 23.1 - Failure Modes Are Different Claims. Hallucination/truth, sycophancy, adversarial, proxy, evidence, and measurement failures are separate evidence lanes.	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0476	chart_data_svg_atlas	A-0111	Figure 24.4 - Human Judgment Loop. User intent, model tokens, tools, evidence trace, audit, blockers, and human decision form the closing loop.	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0477	chart_data_svg_atlas	A-0027	Generated GTC page 49 system comparison card	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0478	chart_data_svg_atlas	A-0080	Generated Chapter 21 inference-contract matrix	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0479	chart_data_svg_atlas	A-0089	Generated Chapter 9 benchmark/adoption blocker grid	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0480	chart_data_svg_atlas	A-0113	Generated Chapter 10 adopter burden transfer diagram	654	662	board_title	Hardware, CUDA, And AI Factories	mapped
I-0302	FI-0481	chart_data_svg_atlas	A-0058	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0482	chart_data_svg_atlas	A-0015	Figure 16.1 - Power To Token Flow. Sourced Chapter 16 flow diagram tracing electricity demand, grid interconnection, facility cooling, accelerators, inference scheduling, and token output with caveat bands.	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0483	chart_data_svg_atlas	A-0020	Figure 16.2 - Data-Centre Load Scenarios. IEA, LBNL, and DOE rows show measured/current estimates separately from forecast and scenario ranges for global and U.S. data-centre electricity demand.	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0484	chart_data_svg_atlas	A-0023	Figure 16.5 - Clean Procurement Is Not Physical Supply. IEA supply-mix projection language and DOE-SEAB flexibility categories support a distinction between corporate contracts/certificates and the electricity physically serving a site at a given hour.	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0485	chart_data_svg_atlas	A-0022	Generated Chapter 16 cooling and rack-density note	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0486	chart_data_svg_atlas	A-0057	Generated Chapter 8 cloud-to-product flywheel	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0487	chart_data_svg_atlas	A-0078	Generated Chapter 21 train-time versus test-time compute axes	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0488	chart_data_svg_atlas	A-0088	Generated Chapter 9 Gemini long-context lane	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0489	chart_data_svg_atlas	A-0091	Generated Chapter 19 editor-to-repository workflow	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0490	chart_data_svg_atlas	A-0114	Generated Chapter 10 Llama screenshot-priority board	657	665	board_title	Power, Data, And Token Supply Chains	mapped
I-0302	FI-0491	chart_data_svg_atlas	A-0095	Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status.	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0492	chart_data_svg_atlas	A-0096	Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system.	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0493	chart_data_svg_atlas	A-0076	Figure 23.3 - Every Evaluation Casts A Shadow. TruthfulQA, Arena preference, SWE-bench, and LiveCodeBench each illuminate a scoped slice and leave blind spots.	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0494	chart_data_svg_atlas	A-0002	Generated visual grammar prototype	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0495	chart_data_svg_atlas	A-0010	Generated GPT lineage visual table	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0496	chart_data_svg_atlas	A-0032	Generated Chapter 20 coding-agent harness loop	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0497	chart_data_svg_atlas	A-0033	Generated Chapter 20 coding benchmark caveat matrix	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0498	chart_data_svg_atlas	A-0034	Generated Chapter 20 tool-call lifecycle	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0499	chart_data_svg_atlas	A-0079	Generated Chapter 21 verifier/search loop	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0500	chart_data_svg_atlas	A-0090	Generated Chapter 19 code-as-language ladder	659	667	board_title	Agents, Coding, And Tool Use	mapped
I-0302	FI-0501	chart_data_svg_atlas	A-0059	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0502	chart_data_svg_atlas	A-0286-T003	Figure 22.04 - 2020 Model-Landscape Table	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0503	chart_data_svg_atlas	A-0077	Figure 23.4 - From Answer To Auditable Claim. Question, retrieval, generation, audit, blocker, record, and publish steps separate fluent output from scoped evidence.	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0504	chart_data_svg_atlas	A-0108	Figure 24.1 - From Next Token To Computing Stack. Next-token prediction is surrounded by data, architecture, training, products, tools, infrastructure, economics, and trust.	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0505	chart_data_svg_atlas	A-0003	Generated visual grammar prototype	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0506	chart_data_svg_atlas	A-0030	Generated Llama family open-weight map	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0507	chart_data_svg_atlas	A-0082	Generated Chapter 22 token meter	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0508	chart_data_svg_atlas	A-0083	Generated Chapter 22 routing/caching/batching levers	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0509	chart_data_svg_atlas	A-0084	Generated Chapter 22 subscription/API/bundle map	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0510	chart_data_svg_atlas	A-0085	Generated Chapter 22 margin and ROI blocker grid	661	669	board_title	Economics, Trust, And Evaluation	mapped
I-0302	FI-0511	chart_data_svg_atlas	A-0260-001	Paid access became a product surface	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0512	chart_data_svg_atlas	A-0260-002	Enterprise ChatGPT added workplace controls	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0513	chart_data_svg_atlas	A-0260-003	Release notes are product archaeology	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0514	chart_data_svg_atlas	A-0097	Figure 12.4 - The Tempting Claude Claims Are Not The Sourced Ones. Vendor launch pages and docs can show product direction, but outcome claims need benchmark, pricing, adoption, productivity, and safety evidence at the same scope.	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0515	chart_data_svg_atlas	A-0260-017	Computer use was a product announcement	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0516	chart_data_svg_atlas	A-0260-018	Claude is a model-family product surface	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0517	chart_data_svg_atlas	A-0261-001	Lithography Texture Becomes Packaging Logic	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0518	chart_data_svg_atlas	A-0261-002	Cleanrooms Are Too Weak Without Rights	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0519	chart_data_svg_atlas	A-0029	Figure 15.x - GTC Page 51: DSX Platform Frame. Lightweight card labeling DSX as NVIDIA reference-design and AI factory platform framing.	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0520	chart_data_svg_atlas	A-0021	Figure 16.3 - The Interconnection Queue. EPRI and DOE-SEAB evidence can show facility-scale requests and one-to-three-year grid lead-time pressure, but not a complete project-level delay database.	663	671	board_title	Source Cards And Claim Boundaries	mapped
I-0302	FI-0521	chart_data_svg_atlas	A-0070	Figure 1.3 - Local Alarms: First Institutional Response Chronology. Stack Overflow, NYC schools, Seattle schools, and JPMorgan become named local-control examples.	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0522	chart_data_svg_atlas	A-0056	Figure 8.1 - Microsoft/OpenAI: The Cloud Bargain Timeline. Sourced chronology from 2019 compute partnership to Microsoft 365 Copilot with blocked outcome lane.	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0523	chart_data_svg_atlas	A-0071	Figure 14.1 - CUDA Stack: The Moat Under The Moat. Frameworks, libraries, CUDA programming model, runtime, accelerators, and cloud operations form one stack.	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0524	chart_data_svg_atlas	A-0067	Figure 17.4 - Memorization and Contamination Blocker Map. Duplication, benchmark contamination, memorization, extraction, and blocker families are separated.	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0525	chart_data_svg_atlas	A-0001	Generated visual grammar prototype	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0526	chart_data_svg_atlas	A-0012	Generated AI factory stack visual	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0527	chart_data_svg_atlas	A-0017	Generated Chapter 16 N16-1 note layout mock	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0528	chart_data_svg_atlas	A-0018	Generated Chapter 16 parent inline-cue render	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0529	chart_data_svg_atlas	A-0019	Generated price-quality exclusion map	666	674	board_title	Reader Memory Rails	mapped
I-0302	FI-0530	chart_data_svg_atlas	A-0031	Generated China open-model source-permission map	666	674	board_title	Reader Memory Rails	mapped
