pass_id	inventory_id	visual_family	visual_category	asset_id	pdf_page	title	has_source	has_private_use_status	has_blocked_claims	boundary_verdict	missing_boundary_terms	blocked_claims
I-0303	FI-0209	expanded_300_exhibit	pdf_deck_report_page	A-0285-025	514	GTC 2026 accelerator system surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0210	expanded_300_exhibit	pdf_deck_report_page	A-0285-026	515	GTC 2026 datacenter/facility surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0211	expanded_300_exhibit	pdf_deck_report_page	A-0285-027	516	GPT-4 System Card first-page surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0212	expanded_300_exhibit	pdf_deck_report_page	A-0285-028	517	GPT-4o System Card first-page surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0213	expanded_300_exhibit	pdf_deck_report_page	A-0285-029	518	GPT-4 Technical Report first-page surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0214	expanded_300_exhibit	pdf_deck_report_page	A-0285-030	519	Sparks of AGI paper first-page surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0215	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0283-003	520	I-0283 local model-card screenshot surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0216	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-001	520	Hugging Face GPT-2 model card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0217	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-002	521	OpenAI GPT-2 GitHub repo	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0218	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-003	522	Hugging Face BLOOM model card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0219	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-005	523	Hugging Face Mistral 7B model card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0220	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-006	524	Hugging Face Qwen2 model card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0221	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-007	526	Hugging Face DeepSeek-R1 model card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0222	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-010	528	OpenAI API model docs surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0223	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0289-003	529	Anthropic Claude model docs	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0224	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0289-005	530	Mistral model docs	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0225	expanded_300_exhibit	logo	A-0284-026	531	NVIDIA	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0226	expanded_300_exhibit	logo	A-0284-027	532	AMD	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0227	expanded_300_exhibit	logo	A-0284-028	533	Anthropic	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0228	expanded_300_exhibit	logo	A-0284-029	534	Meta	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0229	expanded_300_exhibit	logo	A-0284-030	535	Google	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0230	expanded_300_exhibit	logo	A-0284-031	536	Google Cloud	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0231	expanded_300_exhibit	logo	A-0284-032	537	Alibaba Cloud	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0232	expanded_300_exhibit	logo	A-0284-033	538	Hugging Face	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0233	expanded_300_exhibit	logo	A-0284-034	539	Mistral AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0234	expanded_300_exhibit	logo	A-0284-035	540	xAI/X	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0235	expanded_300_exhibit	logo	A-0284-036	541	Baidu	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0236	expanded_300_exhibit	logo	A-0284-037	542	Xiaomi	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0237	expanded_300_exhibit	logo	A-0284-038	543	Intel	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0238	expanded_300_exhibit	logo	A-0284-039	544	Arm	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0239	expanded_300_exhibit	logo	A-0284-040	545	GitHub	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0240	expanded_300_exhibit	logo	A-0284-041	546	Python	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0241	expanded_300_exhibit	logo	A-0284-042	547	PyTorch	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0242	expanded_300_exhibit	logo	A-0284-043	548	TensorFlow	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0243	expanded_300_exhibit	logo	A-0284-044	549	Docker	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0244	expanded_300_exhibit	logo	A-0284-045	550	Kubernetes	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0245	expanded_300_exhibit	logo	A-0284-046	551	Linux	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0246	expanded_300_exhibit	logo	A-0284-047	552	Databricks	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0247	expanded_300_exhibit	logo	A-0284-048	553	Cloudflare	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0248	expanded_300_exhibit	logo	A-0284-049	554	Apache	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0249	expanded_300_exhibit	logo	A-0284-050	555	Kaggle	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0250	expanded_300_exhibit	logo	A-0287-027	556	Ollama	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0251	expanded_300_exhibit	logo	A-0287-028	557	LangChain	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0252	expanded_300_exhibit	logo	A-0287-029	558	OpenTelemetry	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0253	expanded_300_exhibit	logo	A-0287-030	559	Ray	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0254	expanded_300_exhibit	logo	A-0287-031	560	Dask	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0255	expanded_300_exhibit	logo	A-0287-032	561	Jupyter	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0256	expanded_300_exhibit	logo	A-0287-033	562	Anaconda	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0257	expanded_300_exhibit	logo	A-0287-034	563	NumPy	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0258	expanded_300_exhibit	logo	A-0287-035	564	pandas	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0259	expanded_300_exhibit	logo	A-0287-036	565	SciPy	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0260	expanded_300_exhibit	logo	A-0287-037	566	scikit-learn	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0261	expanded_300_exhibit	logo	A-0287-038	568	FastAPI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0262	expanded_300_exhibit	logo	A-0287-039	570	Go	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0263	expanded_300_exhibit	logo	A-0287-040	571	Rust	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0264	expanded_300_exhibit	logo	A-0287-041	572	Node.js	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0265	expanded_300_exhibit	logo	A-0287-042	573	TypeScript	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0266	expanded_300_exhibit	logo	A-0287-043	574	JavaScript	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0267	expanded_300_exhibit	logo	A-0287-044	575	Vite	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0268	expanded_300_exhibit	logo	A-0287-045	576	Vercel	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0269	expanded_300_exhibit	logo	A-0287-046	577	Netlify	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0270	expanded_300_exhibit	logo	A-0287-047	578	PostgreSQL	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0271	expanded_300_exhibit	logo	A-0287-048	579	Redis	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0272	expanded_300_exhibit	logo	A-0287-049	580	MongoDB	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0273	expanded_300_exhibit	logo	A-0287-050	581	Elastic	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0274	expanded_300_exhibit	person_image	A-0284-053	582	Ilya Sutskever	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0275	expanded_300_exhibit	person_image	A-0284-054	583	Andrej Karpathy	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0276	expanded_300_exhibit	person_image	A-0284-055	584	Lisa Su	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0277	expanded_300_exhibit	person_image	A-0284-056	585	Greg Brockman	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0278	expanded_300_exhibit	person_image	A-0284-058	586	Daniela Amodei	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0279	expanded_300_exhibit	person_image	A-0284-059	587	Mark Zuckerberg	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0280	expanded_300_exhibit	person_image	A-0284-060	588	Demis Hassabis	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0281	expanded_300_exhibit	person_image	A-0284-061	589	Sundar Pichai	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0282	expanded_300_exhibit	person_image	A-0284-062	590	Satya Nadella	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0283	expanded_300_exhibit	person_image	A-0284-063	591	Yann LeCun	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0284	expanded_300_exhibit	person_image	A-0284-064	592	Geoffrey Hinton	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0285	expanded_300_exhibit	person_image	A-0284-065	593	Yoshua Bengio	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0286	expanded_300_exhibit	person_image	A-0287-051	594	Andrew Ng	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0287	expanded_300_exhibit	person_image	A-0287-052	595	Jeff Dean	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0288	expanded_300_exhibit	person_image	A-0287-053	596	Oriol Vinyals	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0289	expanded_300_exhibit	person_image	A-0287-054	597	Ashish Vaswani	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0290	expanded_300_exhibit	person_image	A-0287-055	598	Noam Shazeer	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0291	expanded_300_exhibit	person_image	A-0287-056	599	Mira Murati	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0292	expanded_300_exhibit	person_image	A-0287-057	600	Wojciech Zaremba	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0293	expanded_300_exhibit	person_image	A-0287-058	601	John Schulman	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0294	expanded_300_exhibit	person_image	A-0287-059	602	Aidan Gomez	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0295	expanded_300_exhibit	person_image	A-0287-060	603	Arthur Mensch	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0296	expanded_300_exhibit	person_image	A-0287-061	604	Clem Delangue	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0297	expanded_300_exhibit	person_image	A-0287-062	605	Thomas Wolf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0298	expanded_300_exhibit	person_image	A-0287-063	606	Percy Liang	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0299	expanded_300_exhibit	person_image	A-0287-064	607	Christopher Manning	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0300	expanded_300_exhibit	person_image	A-0287-065	608	Sebastian Bubeck	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0301	logo_people_strip	logo	A-0284-026	611	NVIDIA	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0302	logo_people_strip	logo	A-0284-027	611	AMD	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0303	logo_people_strip	logo	A-0284-038	611	Intel	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0304	logo_people_strip	logo	A-0284-039	611	Arm	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0305	logo_people_strip	logo	A-0284-044	611	Docker	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0306	logo_people_strip	logo	A-0284-045	611	Kubernetes	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0307	logo_people_strip	logo	A-0284-046	611	Linux	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0308	logo_people_strip	logo	A-0284-028	613	Anthropic	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0309	logo_people_strip	logo	A-0284-029	613	Meta	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0310	logo_people_strip	logo	A-0284-030	613	Google	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0311	logo_people_strip	logo	A-0284-034	613	Mistral AI	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0312	logo_people_strip	logo	A-0284-035	613	xAI/X	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0313	logo_people_strip	logo	A-0284-036	613	Baidu	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0314	logo_people_strip	logo	A-0284-032	613	Alibaba Cloud	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0315	logo_people_strip	logo	A-0284-037	613	Xiaomi	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0316	logo_people_strip	logo	A-0284-031	615	Google Cloud	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0317	logo_people_strip	logo	A-0284-033	615	Hugging Face	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0318	logo_people_strip	logo	A-0284-040	615	GitHub	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0319	logo_people_strip	logo	A-0287-026	615	OpenRouter	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0320	logo_people_strip	logo	A-0287-027	615	Ollama	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0321	logo_people_strip	logo	A-0284-047	615	Databricks	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0322	logo_people_strip	logo	A-0284-048	615	Cloudflare	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0323	logo_people_strip	logo	A-0287-045	615	Vercel	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0324	logo_people_strip	logo	A-0287-046	615	Netlify	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0325	logo_people_strip	logo	A-0284-041	617	Python	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0326	logo_people_strip	logo	A-0284-042	617	PyTorch	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0327	logo_people_strip	logo	A-0284-043	617	TensorFlow	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0328	logo_people_strip	logo	A-0287-032	617	Jupyter	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0329	logo_people_strip	logo	A-0287-033	617	Anaconda	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0330	logo_people_strip	logo	A-0287-034	617	NumPy	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0331	logo_people_strip	logo	A-0287-035	617	pandas	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0332	logo_people_strip	logo	A-0287-036	617	SciPy	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0333	logo_people_strip	logo	A-0287-037	617	scikit-learn	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0334	logo_people_strip	logo	A-0284-050	617	Kaggle	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0335	logo_people_strip	logo	A-0287-028	619	LangChain	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0303	FI-0336	logo_people_strip	logo	A-0287-038	619	FastAPI	yes	yes	yes	pass		Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
