"qa_id"	"chapter"	"asset_id"	"asset_type"	"selection_rights_status"	"manifest_status"	"manifest_file_path"	"source_ids"	"missing_source_ids"	"source_title"	"source_page_or_time"	"creator_or_org"	"accessed_date"	"rights_or_private_use_note"	"blocked_claim_note"	"caption_gate"	"provenance_gate"	"next_action"
"I0217-SRC-084"	"20"	"A-0131"	"screenshot_slot"	"private_capture_needed"	"acquisition_ready"	"assets/private_use_screenshots/i0180/A-0131_claude_code_product_surface.png"	"S-0048;S-0049;S-0050;S-0051"	""	"Claude Code product/docs source surface"	"S-0048;S-0049;S-0050;S-0051"	"Anthropic"	"2026-05-26"	"Private-use acquisition slot only; do not commit raster; future capture must record raster sha256, source HTML hash, URL, page title, viewport, timestamp, and rights/fair-use review."	"Private-use acquisition slot only; do not commit raster; future capture must record raster sha256, source HTML hash, URL, page title, viewport, timestamp, and rights/fair-use review."	"claim_language_review;rights_or_private_use_cue_required"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-085"	"21"	"A-0078"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter21-train-vs-test-time-compute.svg"	"S-0168;S-0169;S-0170;S-0171;S-0172;S-0173"	""	"Generated Chapter 21 train-time versus test-time compute axes"	"S-0168;S-0169;S-0170;S-0171;S-0172;S-0173"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 21 source and claim-audit rows; no external image assets; exact cost/latency, hidden reasoning budget, production routing, and solved-reasoning claims remain blocked."	"Original lightweight SVG generated from Chapter 21 source and claim-audit rows; no external image assets; exact cost/latency, hidden reasoning budget, production routing, and solved-reasoning claims remain blocked."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-086"	"21"	"A-0079"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter21-verifier-search-loop.svg"	"S-0135;S-0170;S-0171;S-0172;S-0173"	""	"Generated Chapter 21 verifier/search loop"	"S-0170;S-0171;S-0172;S-0173;S-0135"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 21 claim rows; no external image assets; not a production-agent autonomy or broad planning reliability claim."	"Original lightweight SVG generated from Chapter 21 claim rows; no external image assets; not a production-agent autonomy or broad planning reliability claim."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-087"	"21"	"A-0080"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter21-inference-contract-matrix.svg"	"S-0035;S-0036;S-0037"	""	"Generated Chapter 21 inference-contract matrix"	"C-0121;C-0130;S-0035;S-0036;S-0037"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 21 benchmark caveat rows; no external image assets; no live-rank, raw-model, safety, productivity, or all-domain superiority claims."	"Original lightweight SVG generated from Chapter 21 benchmark caveat rows; no external image assets; no live-rank, raw-model, safety, productivity, or all-domain superiority claims."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-088"	"21"	"A-0081"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter21-reasoning-budget-routing-map.svg"	"S-0029;S-0031;S-0119;S-0135;S-0168;S-0169"	""	"Generated Chapter 21 reasoning-budget routing map"	"S-0168;S-0169;S-0119;S-0029;S-0031;S-0135"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 21 source and claim rows; no external image assets; schematic lanes are not measured deployment behavior."	"Original lightweight SVG generated from Chapter 21 source and claim rows; no external image assets; schematic lanes are not measured deployment behavior."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-089"	"22"	"A-0082"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter22-token-meter.svg"	"S-0060;S-0061;S-0062;S-0072;S-0081;S-0082"	""	"Generated Chapter 22 token meter"	"S-0060;S-0061;S-0062;S-0072;S-0081;S-0082;data/provider_pricing_rows_i0026.tsv;data/openai_pricing_rows_i0021.tsv;data/mistral_pricing_rows_i0031.tsv"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 22 pricing rows; no external image assets; schematic not a margin or cost chart."	"Original lightweight SVG generated from Chapter 22 pricing rows; no external image assets; schematic not a margin or cost chart."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-090"	"22"	"A-0083"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter22-routing-caching-batching-levers.svg"	""	""	"Generated Chapter 22 routing/caching/batching levers"	"data/provider_pricing_rows_i0026.tsv;data/mistral_pricing_rows_i0031.tsv;C-0046"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 22 pricing and blocker rows; no external image assets; schematic levers only."	"Original lightweight SVG generated from Chapter 22 pricing and blocker rows; no external image assets; schematic levers only."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-091"	"22"	"A-0084"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter22-subscription-api-bundle-map.svg"	"S-0069;S-0078;S-0090;S-0103"	""	"Generated Chapter 22 subscription/API/bundle map"	"S-0078;S-0090;S-0069;S-0103;C-0136;C-0141"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 22 source and claim rows; no external image assets; not a revenue or adoption chart."	"Original lightweight SVG generated from Chapter 22 source and claim rows; no external image assets; not a revenue or adoption chart."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-092"	"22"	"A-0085"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter22-margin-roi-blocker-grid.svg"	""	""	"Generated Chapter 22 margin and ROI blocker grid"	"C-0046;C-0136;C-0141;data/price_quality_join_audit_i0036.tsv"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 22 blocker rows; no external image assets; no provider revenue, gross-margin, profitability, capex, utilization, customer ROI, workload-savings, or price-quality frontier claim."	"Original lightweight SVG generated from Chapter 22 blocker rows; no external image assets; no provider revenue, gross-margin, profitability, capex, utilization, customer ROI, workload-savings, or price-quality frontier claim."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-093"	"23"	"A-0074"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter23-failure-mode-map.svg"	"S-0005;S-0035;S-0036;S-0037;S-0038;S-0137;S-0164;S-0165;S-0166;S-0167"	""	"Generated Chapter 23 failure-mode map"	"S-0005;S-0164;S-0165;S-0166;S-0167;S-0137;S-0038;S-0035;S-0036;S-0037"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 23 claim-audit rows; no external image assets; exact rates, prevalence, solved-safety, and incident-generalization claims remain blocked."	"Original lightweight SVG generated from Chapter 23 claim-audit rows; no external image assets; exact rates, prevalence, solved-safety, and incident-generalization claims remain blocked."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-094"	"23"	"A-0075"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter23-trust-stack.svg"	"S-0038;S-0076;S-0077;S-0110;S-0137"	""	"Generated Chapter 23 trust stack"	"S-0038;S-0076;S-0077;S-0110;S-0137"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 23 source and claim rows; no external image assets; not proof of complete safety."	"Original lightweight SVG generated from Chapter 23 source and claim rows; no external image assets; not proof of complete safety."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-095"	"23"	"A-0076"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter23-eval-blind-spot-matrix.svg"	"S-0035;S-0036;S-0037;S-0164"	""	"Generated Chapter 23 evaluation blind-spot matrix"	"S-0164;S-0036;S-0035;S-0037"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 23 benchmark rows; no external image assets; no live leaderboard or global trust score."	"Original lightweight SVG generated from Chapter 23 benchmark rows; no external image assets; no live leaderboard or global trust score."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-096"	"23"	"A-0077"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter23-provenance-workflow.svg"	"S-0038;S-0076;S-0077;S-0110"	""	"Generated Chapter 23 provenance workflow"	"S-0038;S-0076;S-0077;S-0110"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 23 provenance rows; no external image assets; not a compliance guarantee or incident-free deployment claim."	"Original lightweight SVG generated from Chapter 23 provenance rows; no external image assets; not a compliance guarantee or incident-free deployment claim."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-097"	"24"	"A-0108"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter24-next-token-stack-map.svg"	""	""	"Generated Chapter 24 final next-token stack map"	"CH24SYN-001;CH24SYN-002;CH24SYN-005;CH24SYN-012"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 24 scaffold rows; no external image assets; no consciousness, AGI, solved trust, revenue, productivity, energy, autonomy, or equal-maturity claim."	"Original lightweight SVG generated from Chapter 24 scaffold rows; no external image assets; no consciousness, AGI, solved trust, revenue, productivity, energy, autonomy, or equal-maturity claim."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-098"	"24"	"A-0109"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter24-five-conversion-gates.svg"	""	""	"Generated Chapter 24 five conversion gates diagram"	"CH24SYN-002;CH24SYN-007;CH24SYN-013"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 24 scaffold rows; no external image assets; no completed-stage, inevitability, post-cutoff forecast, one-company victory, or clean linear chronology claim."	"Original lightweight SVG generated from Chapter 24 scaffold rows; no external image assets; no completed-stage, inevitability, post-cutoff forecast, one-company victory, or clean linear chronology claim."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-099"	"24"	"A-0110"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter24-unsettled-claims-board.svg"	""	""	"Generated Chapter 24 unsettled claims board"	"CH24SYN-008;CH24SYN-010;CH24SYN-014;CH24SYN-016"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 24 scaffold and claim-boundary rows; no external image assets; no best-model crown, ROI, revenue, broad productivity, energy-per-token, solved safety, autonomy, labor replacement, or inevitable-path claim."	"Original lightweight SVG generated from Chapter 24 scaffold and claim-boundary rows; no external image assets; no best-model crown, ROI, revenue, broad productivity, energy-per-token, solved safety, autonomy, labor replacement, or inevitable-path claim."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-100"	"24"	"A-0111"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter24-human-judgment-loop.svg"	""	""	"Generated Chapter 24 human judgment loop"	"CH24SYN-003;CH24SYN-008;CH24SYN-015;CH24SYN-017"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 24 scaffold rows and existing tool/trust chapter themes; no external image assets; no guaranteed correctness, safety, accountability, autonomy, solved trust, or replacement-of-judgment claim."	"Original lightweight SVG generated from Chapter 24 scaffold rows and existing tool/trust chapter themes; no external image assets; no guaranteed correctness, safety, accountability, autonomy, solved trust, or replacement-of-judgment claim."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
