pass_id	compressed_cluster_id	use_count	source_ids	claim_ids	cluster_note
I-0267	CL-02249	1	S-0008;S-0023;S-0024;S-0025;S-0111;S-0113		S-0008 - The Llama 4 herd: The beginning of a new era of natively multimodal AI innovation (Meta AI; product post; primary; accessed 2026-05-24; https://ai.meta.com/blog/llama-4-multimodal-intelligence/) | S-0023 - Llama 2: Open Foundation and Fine-Tuned Chat Models (Touvron et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2307.09288) | S-0024 - The Llama 3 Herd of Models (Meta AI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2407.21783) | S-0025 - Code Llama: Open Foundation Models for Code (Meta AI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2308.12950) | S-0111 - Introducing LLaMA: A foundational, 65-billion-parameter large language model (Meta AI; product post; primary local HTML asset; accessed 2026-05-25; https://ai.meta.com/blog/large-language-model-llama-meta-ai/) | S-0113 - Introducing Llama 3.1: Our most capable models to date (Meta AI; product post; primary local HTML asset; accessed 2026-05-25; https://ai.meta.com/blog/meta-llama-3-1/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01494	1	S-0010;S-0065;S-0066;S-0067		S-0010 - NVIDIA Vera Rubin Opens Agentic AI Frontier (NVIDIA; investor press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Vera-Rubin-Opens-Agentic-AI-Frontier/default.aspx) | S-0065 - NVIDIA Launches Vera CPU, Purpose-Built for Agentic AI (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-Vera-CPU-Purpose-Built-for-Agentic-AI/default.aspx) | S-0066 - NVIDIA Releases Vera Rubin DSX AI Factory Reference Design and Omniverse DSX Digital Twin Blueprint With Broad Industry Support (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Releases-Vera-Rubin-DSX-AI-Factory-Reference-Design-and-Omniverse-DSX-Digital-Twin-Blueprint-With-Broad-Industry-Support/default.aspx) | S-0067 - NVIDIA Launches BlueField-4 STX Storage Architecture With Broad Industry Adoption (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-BlueField-4-STX-Storage-Architecture-With-Broad-Industry-Adoption/default.aspx) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01103	1	S-0010;S-0065;S-0067		S-0010 - NVIDIA Vera Rubin Opens Agentic AI Frontier (NVIDIA; investor press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Vera-Rubin-Opens-Agentic-AI-Frontier/default.aspx) | S-0065 - NVIDIA Launches Vera CPU, Purpose-Built for Agentic AI (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-Vera-CPU-Purpose-Built-for-Agentic-AI/default.aspx) | S-0067 - NVIDIA Launches BlueField-4 STX Storage Architecture With Broad Industry Adoption (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-BlueField-4-STX-Storage-Architecture-With-Broad-Industry-Adoption/default.aspx) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00323	1	S-0012		S-0012 - Better Language Models and Their Implications (OpenAI; research post; primary; accessed 2026-05-24; https://openai.com/index/better-language-models/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00324	1	S-0013		S-0013 - Language Models are Unsupervised Multitask Learners (Radford et al.; paper; primary; accessed 2026-05-24; https://cdn.openai.com/better-language-models/language_models_are_unsupervised_multitask_learners.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01891	1	S-0014;S-0074;S-0075;S-0076;S-0077		S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01107	1	S-0014;S-0074;S-0076		S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01870	1	S-0016;S-0017;S-0115;S-0116;S-0121		S-0016 - PaLM: Scaling Language Modeling with Pathways (Chowdhery et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2204.02311) | S-0017 - Gemini: A Family of Highly Capable Multimodal Models (Google DeepMind; technical report; primary; accessed 2026-05-24; https://arxiv.org/abs/2312.11805) | S-0115 - PaLM: Scaling Language Modeling with Pathways (Chowdhery et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0115_palm-arxiv-abs.html) | S-0116 - Gemini: A Family of Highly Capable Multimodal Models (Google DeepMind; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0116_gemini-arxiv-abs.html) | S-0121 - Introducing Gemini: Google's most capable AI model (Google and Google DeepMind; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0121_google-gemini-ai-launch-blog.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01876	1	S-0019;S-0032;S-0033;S-0034;S-0048		S-0019 - Constitutional AI: Harmlessness from AI Feedback (Anthropic; paper; primary local HTML asset; accessed 2026-05-25; https://arxiv.org/abs/2212.08073) | S-0032 - Mistral 7B (Jiang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06825) | S-0033 - Mixtral of Experts (Mistral AI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2401.04088) | S-0034 - Grok-1 Model Card (xAI; model card; primary; accessed 2026-05-24; https://x.ai/news/grok-os) | S-0048 - Claude 3.7 Sonnet and Claude Code (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-3-7-sonnet) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00323	1	S-0021		S-0021 - Claude 3.5 Sonnet (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-3-5-sonnet) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01876	1	S-0022;S-0048;S-0049;S-0050;S-0051		S-0022 - Claude Code overview (Anthropic; documentation; primary; accessed 2026-05-24; https://docs.anthropic.com/en/docs/claude-code/overview) | S-0048 - Claude 3.7 Sonnet and Claude Code (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-3-7-sonnet) | S-0049 - Best practices for Claude Code (Anthropic; documentation; primary; accessed 2026-05-24; https://code.claude.com/docs/en/best-practices) | S-0050 - Claude Code security (Anthropic; documentation; primary; accessed 2026-05-24; https://docs.anthropic.com/en/docs/claude-code/security) | S-0051 - Claude Code common workflows (Anthropic; documentation; primary; accessed 2026-05-24; https://docs.anthropic.com/en/docs/claude-code/common-workflows) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00716	1	S-0022;S-0049		S-0022 - Claude Code overview (Anthropic; documentation; primary; accessed 2026-05-24; https://docs.anthropic.com/en/docs/claude-code/overview) | S-0049 - Best practices for Claude Code (Anthropic; documentation; primary; accessed 2026-05-24; https://code.claude.com/docs/en/best-practices) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02254	1	S-0023;S-0024;S-0026;S-0029;S-0121;S-0122		S-0023 - Llama 2: Open Foundation and Fine-Tuned Chat Models (Touvron et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2307.09288) | S-0024 - The Llama 3 Herd of Models (Meta AI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2407.21783) | S-0026 - Qwen2 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2407.10671) | S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0121 - Introducing Gemini: Google's most capable AI model (Google and Google DeepMind; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0121_google-gemini-ai-launch-blog.html) | S-0122 - Bard becomes Gemini: Try Ultra 1.0 and a new mobile app today (Google; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0122_bard-becomes-gemini-blog.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01102	1	S-0025;S-0037;S-0052		S-0025 - Code Llama: Open Foundation Models for Code (Meta AI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2308.12950) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01100	1	S-0025;S-0052;S-0053		S-0025 - Code Llama: Open Foundation Models for Code (Meta AI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2308.12950) | S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0053 - Competitive programming with AlphaCode (Google DeepMind; research post; primary; accessed 2026-05-24; https://deepmind.google/blog/competitive-programming-with-alphacode) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02260	1	S-0026;S-0027;S-0028;S-0029;S-0030;S-0031		S-0026 - Qwen2 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2407.10671) | S-0027 - Qwen3 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2505.09388) | S-0028 - DeepSeek-V3 Technical Report (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2412.19437) | S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0030 - GLM-4: Open Multilingual Multimodal Chat LMs (Zhipu AI / THUDM; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2406.12793) | S-0031 - Kimi k1.5: Scaling Reinforcement Learning with LLMs (Moonshot AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12599) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-03034	1	S-0026;S-0027;S-0028;S-0029;S-0030;S-0031;S-0145;S-0150		S-0026 - Qwen2 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2407.10671) | S-0027 - Qwen3 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2505.09388) | S-0028 - DeepSeek-V3 Technical Report (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2412.19437) | S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0030 - GLM-4: Open Multilingual Multimodal Chat LMs (Zhipu AI / THUDM; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2406.12793) | S-0031 - Kimi k1.5: Scaling Reinforcement Learning with LLMs (Moonshot AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12599) | S-0145 - Mistral 7B (Jiang et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0145_mistral-7b-arxiv-abs.html) | S-0150 - Introducing Command A (Cohere; product post local capture; primary vendor; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0150_cohere-command-a.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01878	1	S-0026;S-0027;S-0028;S-0029;S-0031		S-0026 - Qwen2 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2407.10671) | S-0027 - Qwen3 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2505.09388) | S-0028 - DeepSeek-V3 Technical Report (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2412.19437) | S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0031 - Kimi k1.5: Scaling Reinforcement Learning with LLMs (Moonshot AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12599) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01482	1	S-0026;S-0028;S-0030;S-0031		S-0026 - Qwen2 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2407.10671) | S-0028 - DeepSeek-V3 Technical Report (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2412.19437) | S-0030 - GLM-4: Open Multilingual Multimodal Chat LMs (Zhipu AI / THUDM; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2406.12793) | S-0031 - Kimi k1.5: Scaling Reinforcement Learning with LLMs (Moonshot AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12599) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-03046	1	S-0026;S-0029;S-0145;S-0146;S-0147;S-0150;S-0151;S-0152		S-0026 - Qwen2 Technical Report (Qwen Team; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2407.10671) | S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0145 - Mistral 7B (Jiang et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0145_mistral-7b-arxiv-abs.html) | S-0146 - Mixtral of Experts (Mistral AI; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0146_mixtral-of-experts-arxiv-abs.html) | S-0147 - Medium is the new large (Mistral AI; product post local capture; primary vendor; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0147_mistral-medium-3.html) | S-0150 - Introducing Command A (Cohere; product post local capture; primary vendor; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0150_cohere-command-a.html) | S-0151 - C4AI Launches Aya, an LLM Covering More Than 100 Languages (Cohere Labs; product/research post local capture; primary vendor/research; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0151_cohere-aya.html) | S-0152 - The Jamba 1.5 Open Model Family (AI21; product post local capture; primary vendor; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0152_ai21-jamba-1-5.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01880	1	S-0029;S-0031;S-0059;S-0061;S-0062		S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0031 - Kimi k1.5: Scaling Reinforcement Learning with LLMs (Moonshot AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12599) | S-0059 - GPT-4.1 model docs (OpenAI; model documentation; primary; accessed 2026-05-24; https://platform.openai.com/docs/models/gpt-4.1) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | S-0062 - Models and Pricing (xAI; documentation; primary; accessed 2026-05-24; https://docs.x.ai/docs/models) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01104	1	S-0029;S-0031;S-0119		S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0031 - Kimi k1.5: Scaling Reinforcement Learning with LLMs (Moonshot AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12599) | S-0119 - Gemini 2.5: Our newest Gemini model with thinking (Google DeepMind; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0119_gemini-model-thinking-updates-march-2025.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02674	1	S-0029;S-0168;S-0169;S-0170;S-0171;S-0172;S-0173		S-0029 - DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning (DeepSeek-AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12948) | S-0168 - Learning to Reason with LLMs / Introducing OpenAI o1 (OpenAI; research/product posts; primary vendor; accessed 2026-05-26; https://openai.com/index/learning-to-reason-with-llms/;https://openai.com/index/introducing-openai-o1-preview/) | S-0169 - Introducing OpenAI o3 and o4-mini (OpenAI; product post; primary vendor; accessed 2026-05-26; https://openai.com/index/introducing-o3-and-o4-mini/) | S-0170 - Chain-of-Thought Prompting Elicits Reasoning in Large Language Models (Wei et al.; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2201.11903) | S-0171 - Self-Consistency Improves Chain of Thought Reasoning in Language Models (Wang et al.; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2203.11171) | S-0172 - Let's Verify Step by Step (OpenAI / Lightman et al.; research post and arXiv paper; primary research; accessed 2026-05-26; https://openai.com/index/lets-verify-step-by-step/;https://arxiv.org/abs/2305.20050) | S-0173 - Tree of Thoughts: Deliberate Problem Solving with Large Language Models (Yao et al.; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2305.10601) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00324	1	S-0031		S-0031 - Kimi k1.5: Scaling Reinforcement Learning with LLMs (Moonshot AI; technical report; primary local HTML asset; accessed 2026-05-24; https://arxiv.org/abs/2501.12599) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01105	1	S-0035;S-0036;S-0037		S-0035 - SWE-bench: Can Language Models Resolve Real-World GitHub Issues? (Princeton NLP; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06770) | S-0036 - Chatbot Arena: An Open Platform for Evaluating LLMs by Human Preference (LMSYS; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.04132) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00717	1	S-0035;S-0037		S-0035 - SWE-bench: Can Language Models Resolve Real-World GitHub Issues? (Princeton NLP; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06770) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01885	1	S-0035;S-0037;S-0048;S-0049;S-0051		S-0035 - SWE-bench: Can Language Models Resolve Real-World GitHub Issues? (Princeton NLP; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06770) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | S-0048 - Claude 3.7 Sonnet and Claude Code (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-3-7-sonnet) | S-0049 - Best practices for Claude Code (Anthropic; documentation; primary; accessed 2026-05-24; https://code.claude.com/docs/en/best-practices) | S-0051 - Claude Code common workflows (Anthropic; documentation; primary; accessed 2026-05-24; https://docs.anthropic.com/en/docs/claude-code/common-workflows) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01890	1	S-0035;S-0037;S-0056;S-0057;S-0058		S-0035 - SWE-bench: Can Language Models Resolve Real-World GitHub Issues? (Princeton NLP; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06770) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | S-0056 - LMArena Leaderboard (LMArena; live leaderboard; primary; accessed 2026-05-24; https://lmarena.ai/leaderboard/) | S-0057 - LMArena Leaderboard Policy (LMArena; policy page; primary; accessed 2026-05-24; https://news.lmarena.ai/policy/) | S-0058 - OpenAI API Pricing (OpenAI; pricing page; primary; accessed 2026-05-24; https://openai.com/api/pricing/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01493	1	S-0035;S-0037;S-0057;S-0060		S-0035 - SWE-bench: Can Language Models Resolve Real-World GitHub Issues? (Princeton NLP; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06770) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | S-0057 - LMArena Leaderboard Policy (LMArena; policy page; primary; accessed 2026-05-24; https://news.lmarena.ai/policy/) | S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02654	1	S-0035;S-0037;S-0057;S-0060;S-0061;S-0062;S-0063		S-0035 - SWE-bench: Can Language Models Resolve Real-World GitHub Issues? (Princeton NLP; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06770) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | S-0057 - LMArena Leaderboard Policy (LMArena; policy page; primary; accessed 2026-05-24; https://news.lmarena.ai/policy/) | S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | S-0062 - Models and Pricing (xAI; documentation; primary; accessed 2026-05-24; https://docs.x.ai/docs/models) | S-0063 - Mistral Docs: Models (Mistral AI; documentation; primary; accessed 2026-05-24; https://docs.mistral.ai/models) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01103	1	S-0037;S-0052;S-0053		S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0053 - Competitive programming with AlphaCode (Google DeepMind; research post; primary; accessed 2026-05-24; https://deepmind.google/blog/competitive-programming-with-alphacode) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01107	1	S-0038;S-0044;S-0055		S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0044 - ChatGPT plugins (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/chatgpt-plugins) | S-0055 - Introducing the Model Context Protocol (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/model-context-protocol) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01882	1	S-0038;S-0052;S-0053;S-0055;S-0109		S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0053 - Competitive programming with AlphaCode (Google DeepMind; research post; primary; accessed 2026-05-24; https://deepmind.google/blog/competitive-programming-with-alphacode) | S-0055 - Introducing the Model Context Protocol (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/model-context-protocol) | S-0109 - Introducing computer use, a new Claude 3.5 Sonnet, and Claude 3.5 Haiku (Anthropic; product post; primary local HTML asset; accessed 2026-05-25; https://www.anthropic.com/news/3-5-models-and-computer-use) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01107	1	S-0038;S-0055;S-0134		S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0055 - Introducing the Model Context Protocol (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/model-context-protocol) | S-0134 - Function calling and other API updates (OpenAI; product/API post; primary candidate; accessed 2026-05-25; https://openai.com/blog/function-calling-and-other-api-updates) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01887	1	S-0038;S-0055;S-0135;S-0136;S-0137		S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0055 - Introducing the Model Context Protocol (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/model-context-protocol) | S-0135 - ReAct: Synergizing Reasoning and Acting in Language Models (Yao et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0135_react-arxiv-abs.html) | S-0136 - Toolformer: Language Models Can Teach Themselves to Use Tools (Schick et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0136_toolformer-arxiv-abs.html) | S-0137 - Prompt Injection Attacks Against GPT-3 (Crothers et al.; arXiv abs local capture; primary candidate; accessed 2026-05-25; assets/source_docs/tools_agents/S-0137_prompt-injection-arxiv-abs.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
