pass_id	note_id	chapter	chapter_title	source_ids	source_count	origin	anchor_excerpt	note_placeholder
I-0249	N10.012	10	Meta, Llama, and the Open-Weight Shock	S-0008	1	body_or_heading_cue	By Llama 4, Meta was no longer merely proving that open-weight language models could exist. It was trying to keep the open-weight ecosystem in the frontier conversation. Meta's Llama 4 announcement framed the release as 	N10.012: source IDs S-0008. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.013	10	Meta, Llama, and the Open-Weight Shock	S-0008	1	body_or_heading_cue	Llama 4 also intensifies the chapter's caution about release claims. A launch post can describe architecture, model names, availability, benchmark comparisons, and product integration. That does not make every comparison	N10.013: source IDs S-0008. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.014	10	Meta, Llama, and the Open-Weight Shock	S-0023;S-0024	2	body_or_heading_cue	Open weights pressure API providers. They give customers an alternative. They push inference vendors to optimize for a public target. They make hardware vendors show demos. They let universities and startups teach, test,	N10.014: source IDs S-0023, S-0024. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.015	10	Meta, Llama, and the Open-Weight Shock	S-0023;S-0024	2	body_or_heading_cue	The fourth temptation is to ignore safety because openness feels virtuous. Meta's Llama papers include safety, evaluation, and responsible-use framing. S-0023 S-0024 That does not settle the problem. Open weights make do	N10.015: source IDs S-0023, S-0024. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.016	10	Meta, Llama, and the Open-Weight Shock	S-0026;S-0027;S-0028;S-0029;S-0031	5	continuity_stitch_source_lane	> Source lane (I-0248): S-0026 S-0027 S-0028 S-0029 S-0031	N10.016: source IDs S-0026, S-0027, S-0028, S-0029, S-0031. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.001	11	The Chinese Frontier	S-0026;S-0028;S-0030;S-0031	4	body_or_heading_cue	China's model ecosystem became too technically important to treat as a footnote. The evidence does not support a single patriotic scoreboard, and this chapter should not build one. The supported story is more specific: A	N11.001: source IDs S-0026, S-0028, S-0030, S-0031. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.002	11	The Chinese Frontier	S-0027	1	body_or_heading_cue	Qwen matters because it gives the chapter a large-company China route that is not simply a copy of OpenAI's product path. Alibaba had cloud infrastructure, developer distribution, commerce data gravity, and a reason to m	N11.002: source IDs S-0027. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.003	11	The Chinese Frontier	S-0027	1	body_or_heading_cue	Qwen3 is especially useful because it shows how fast the frontier vocabulary converged. The report describes an integrated framework that can handle thinking and non-thinking modes, a thinking-budget mechanism, broad mul	N11.003: source IDs S-0027. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.004	11	The Chinese Frontier	S-0028	1	body_or_heading_cue	DeepSeek enters the chapter with a different energy. If Qwen is the cloud-platform route, DeepSeek is the efficiency-and-reasoning shock. DeepSeek-V3's technical report described a Mixture-of-Experts model with 671B tota	N11.004: source IDs S-0028. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.005	11	The Chinese Frontier	S-0029	1	body_or_heading_cue	DeepSeek-R1 then pushed the narrative into reasoning. The R1 paper describes reinforcement-learning-driven reasoning capability and open-sources DeepSeek-R1-Zero, DeepSeek-R1, and several distilled dense models based on 	N11.005: source IDs S-0029. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.006	11	The Chinese Frontier	S-0031	1	body_or_heading_cue	GLM-4 and Kimi k1.5 keep the chapter from becoming a Qwen-and-DeepSeek duet. The GLM-4 report, from Zhipu AI/THUDM, supports a multilingual and multimodal chat-model lane. Kimi k1.5, from Moonshot AI, supports a reasonin	N11.006: source IDs S-0031. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.007	11	The Chinese Frontier	S-0028	1	body_or_heading_cue	DeepSeek-V3's reported H800 training context and MoE design make efficiency visible as a design pressure. S-0028 Qwen3's thinking-budget framing makes inference-time compute visible as a product and systems pressure. Kim	N11.007: source IDs S-0028. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N11.008	11	The Chinese Frontier	S-0019;S-0032;S-0033;S-0034;S-0048	5	continuity_stitch_source_lane	> Source lane (I-0248): S-0032 S-0033 S-0034 S-0019 S-0048	N11.008: source IDs S-0019, S-0032, S-0033, S-0034, S-0048. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.001	12	Europe, xAI, and the Rest of the Frontier	S-0145	1	body_or_heading_cue	Mistral AI arrived with an unusually clean message: Europe did not have to choose between symbolic sovereignty and technical seriousness. The company's first famous model, Mistral 7B, was not the biggest model of its era	N12.001: source IDs S-0145. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.002	12	Europe, xAI, and the Rest of the Frontier	S-0146	1	body_or_heading_cue	"Mixtral sharpened the point. Mistral's ""Mixtral of Experts"" paper described a sparse mixture-of-experts model: many parameters in the total system, but only a subset active for a given token. S-0146 In business prose, th"	N12.002: source IDs S-0146. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.003	12	Europe, xAI, and the Rest of the Frontier	S-0147	1	body_or_heading_cue	Open weights gave Mistral cultural force, but the company could not live only as a gift to developers. Its strategic problem was the same one facing every ambitious model lab: open releases create attention, but inferenc	N12.003: source IDs S-0147. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.004	12	Europe, xAI, and the Rest of the Frontier	S-0147	1	body_or_heading_cue	The chapter must keep that as vendor positioning, not neutral proof. Mistral's own page says what Mistral wanted buyers to believe: frontier performance, lower cost, simpler deployment, hybrid or in-VPC options, and prof	N12.004: source IDs S-0147. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.005	12	Europe, xAI, and the Rest of the Frontier	S-0148	1	body_or_heading_cue	The official Grok-1 open release is the cleanest place to start. In March 2024, xAI said it was releasing the weights and architecture of Grok-1, a 314-billion-parameter mixture-of-experts base model trained from scratch	N12.005: source IDs S-0148. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.006	12	Europe, xAI, and the Rest of the Frontier	S-0149	1	body_or_heading_cue	The next posture was compute acceleration. By February 2025, xAI announced Grok 3 and tied it to the Colossus supercluster, saying it had been trained with ten times the compute of previous state-of-the-art models and pr	N12.006: source IDs S-0149. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.007	12	Europe, xAI, and the Rest of the Frontier	S-0150	1	body_or_heading_cue	Command A, announced in March 2025, was presented by Cohere as its most performant model to date, optimized for demanding enterprises, tool use, retrieval-augmented generation, agents, and multilingual use cases. S-0150 	N12.007: source IDs S-0150. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.008	12	Europe, xAI, and the Rest of the Frontier	S-0151	1	body_or_heading_cue	Cohere's Aya work adds another branch. The Aya model announcement described an open-source multilingual generative LLM covering 101 languages, along with a multilingual instruction dataset covering 114 languages. S-0151 	N12.008: source IDs S-0151. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.009	12	Europe, xAI, and the Rest of the Frontier	S-0152	1	body_or_heading_cue	AI21 belongs here because it refused to let the reader think there was only one architectural road after the Transformer. Jamba 1.5, announced in August 2024, was presented as an open model family using a hybrid SSM-Tran	N12.009: source IDs S-0152. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.010	12	Europe, xAI, and the Rest of the Frontier	S-0019	1	body_or_heading_cue	That identity began before the Claude product line became a familiar name. Constitutional AI gave Anthropic a signature: train the assistant not only through direct human comparison, but through written principles, model	N12.010: source IDs S-0019. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.011	12	Europe, xAI, and the Rest of the Frontier	S-0019	1	body_or_heading_cue	The Constitutional AI paper is useful because it makes the hidden product problem visible. A base language model can continue almost any pattern. An assistant has to choose among patterns. The paper's procedure used a se	N12.011: source IDs S-0019. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.012	12	Europe, xAI, and the Rest of the Frontier	S-0019	1	body_or_heading_cue	For a business reader, the important mechanism is feedback substitution. Human preference data is expensive, slow, inconsistent, and hard to scale. RLHF showed that human comparisons could move model behavior toward inst	N12.012: source IDs S-0019. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.013	12	Europe, xAI, and the Rest of the Frontier	S-0020	1	body_or_heading_cue	That product grammar also helps explain why Claude often occupied a distinctive place in user culture. The chapter should avoid unsupported claims about broad adoption, user sentiment, or enterprise preference. The evide	N12.013: source IDs S-0020. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.014	12	Europe, xAI, and the Rest of the Frontier	S-0020	1	body_or_heading_cue	Claude became a clearer market object with the Claude 3 family. In March 2024, Anthropic announced Claude 3 Haiku, Claude 3 Sonnet, and Claude 3 Opus as a tiered family arranged around capability, speed, and cost. S-0020	N12.014: source IDs S-0020. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.015	12	Europe, xAI, and the Rest of the Frontier	S-0110	1	body_or_heading_cue	The model card is especially useful because it connects product capability to risk practice. It describes the Claude 3 family, multimodal input, training methods including Constitutional AI, and safety evaluation context	N12.015: source IDs S-0110. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.016	12	Europe, xAI, and the Rest of the Frontier	S-0020	1	body_or_heading_cue	Claude 3 also exposed the tension at the heart of assistant design: fewer unnecessary refusals can be a capability improvement and a safety improvement at the same time, but only if the boundary between harmless and harm	N12.016: source IDs S-0020. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.017	12	Europe, xAI, and the Rest of the Frontier	S-0021	1	body_or_heading_cue	The Claude 3.5 Sonnet launch in June 2024 sharpened the product line. Anthropic presented Claude 3.5 Sonnet as the first release in the Claude 3.5 family, available through Claude.ai, the Anthropic API, Amazon Bedrock, a	N12.017: source IDs S-0021. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.018	12	Europe, xAI, and the Rest of the Frontier	S-0109	1	body_or_heading_cue	In October 2024, Anthropic announced an upgraded Claude 3.5 Sonnet, Claude 3.5 Haiku, and a public-beta computer-use capability. S-0109 Computer use is one of the hinge points between chat and agency. The assistant was n	N12.018: source IDs S-0109. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.019	12	Europe, xAI, and the Rest of the Frontier	S-0055	1	body_or_heading_cue	The computer-use announcement also clarifies why coding agents were not an isolated product gimmick. A model that can use a screen, a tool, a terminal, or a repository is part of a broader shift: language becomes the con	N12.019: source IDs S-0055. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.020	12	Europe, xAI, and the Rest of the Frontier	S-0048	1	body_or_heading_cue	In February 2025, Anthropic announced Claude 3.7 Sonnet and Claude Code. S-0048 The launch matters for two reasons. First, Anthropic described Claude 3.7 Sonnet as a hybrid reasoning model that could produce quick respon	N12.020: source IDs S-0048. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.021	12	Europe, xAI, and the Rest of the Frontier	S-0022	1	body_or_heading_cue	The agentic coding claim must stay disciplined. Anthropic's launch post included customer and internal-use language that can tempt a writer into productivity claims. This section does not say Claude Code generally reduce	N12.021: source IDs S-0022. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.022	12	Europe, xAI, and the Rest of the Frontier	S-0007	1	body_or_heading_cue	Claude 4, announced in May 2025, pushed the same arc further. Anthropic introduced Claude Opus 4 and Claude Sonnet 4, framing the generation around coding, advanced reasoning, and AI agents. S-0007 The post also describe	N12.022: source IDs S-0007. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.023	12	Europe, xAI, and the Rest of the Frontier	S-0050	1	body_or_heading_cue	"Claude 4 also shows how quickly ""assistant"" became too small a word. A chat assistant answers. An agentic assistant acts. The difference is not metaphysical. It is architectural and operational. The system needs a contex"	N12.023: source IDs S-0050. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.024	12	Europe, xAI, and the Rest of the Frontier	S-0048	1	body_or_heading_cue	Claude's story is also a distribution story. Anthropic's product posts repeatedly place Claude not only on Claude.ai, but through APIs and cloud platforms. Claude 3 materials described Claude API availability and cloud a	N12.024: source IDs S-0048. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.025	12	Europe, xAI, and the Rest of the Frontier	S-0060	1	body_or_heading_cue	That matters because frontier models were becoming infrastructure components. A model provider did not simply publish a chat window. It offered an endpoint, a price schedule, a context limit, a safety policy, a partner-c	N12.025: source IDs S-0060. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.026	12	Europe, xAI, and the Rest of the Frontier	S-0055	1	body_or_heading_cue	The Model Context Protocol belongs in this layer. Anthropic introduced MCP in November 2024 as an open standard for connecting assistants to data sources and tools. S-0055 In isolation, a protocol announcement can sound 	N12.026: source IDs S-0055. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.027	12	Europe, xAI, and the Rest of the Frontier	S-0022	1	body_or_heading_cue	The human-facing consequence is simple. A user does not experience Constitutional AI as a paper. They experience it as the assistant's posture: the way it helps, refuses, hedges, asks, reasons, remembers, uses tools, or 	N12.027: source IDs S-0022. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N12.028	12	Europe, xAI, and the Rest of the Frontier	S-0035;S-0036;S-0037	3	continuity_stitch_source_lane	> Source lane (I-0248): S-0035 S-0036 S-0037	N12.028: source IDs S-0035, S-0036, S-0037. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.001	13	Benchmarks, Arenas, and the Mirage of Rank	S-0035;S-0037;S-0057;S-0060	4	body_or_heading_cue	But model rankings are not mountains. They are weather maps. They change because new systems enter, old systems are renamed, providers expose different endpoints, prompts drift, voters change, benchmark harnesses update,	N13.001: source IDs S-0035, S-0037, S-0057, S-0060. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.002	13	Benchmarks, Arenas, and the Mirage of Rank	S-0036;S-0080	2	body_or_heading_cue	That is why this chapter does not begin with a ranked table. It begins with the machine that makes rank evidence. S-0036 S-0080	N13.002: source IDs S-0036, S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.003	13	Benchmarks, Arenas, and the Mirage of Rank	S-0036;S-0056;S-0057;S-0080	4	body_or_heading_cue	The figure is deliberately procedural. Human preference votes enter the left side, but they do not come out as universal truth. They pass through a configuration filter, a split, a category, a rating with uncertainty, a 	N13.003: source IDs S-0036, S-0056, S-0057, S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.004	13	Benchmarks, Arenas, and the Mirage of Rank	S-0080	1	body_or_heading_cue	The minimum safe unit is therefore not a model name. It is a full row label: S-0080	N13.004: source IDs S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.005	13	Benchmarks, Arenas, and the Mirage of Rank	S-0036;S-0080	2	body_or_heading_cue	This is also why the confidence interval matters. A leaderboard has a rank column because readers need order. But rank is a formatting convenience. The statistical meaning often lives in the band around the rating. When 	N13.005: source IDs S-0036, S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.006	13	Benchmarks, Arenas, and the Mirage of Rank	S-0080	1	body_or_heading_cue	The chart is useful because it shows the drama of the period without pretending to settle it. In the captured rows, Anthropic-labeled Claude Opus variants, Google Gemini rows, OpenAI GPT-labeled rows, Meta's `muse-spark`	N13.006: source IDs S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.007	13	Benchmarks, Arenas, and the Mirage of Rank	S-0035;S-0037;S-0057;S-0060;S-0061;S-0062;S-0063	7	body_or_heading_cue	This is why the chapter should speak in evidence lanes: S-0035 S-0037 S-0057 S-0060 S-0061 S-0062 S-0063	N13.007: source IDs S-0035, S-0037, S-0057, S-0060, S-0061, S-0062, S-0063. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.008	13	Benchmarks, Arenas, and the Mirage of Rank	S-0060;S-0061;S-0062;S-0063	4	body_or_heading_cue	The exclusion map is not a failed chart. It is a truthful chart about why the tempting chart is not ready. The audit table behind it, `data/price_quality_join_audit_i0036.tsv`, contains candidate rows and negative rows. 	N13.008: source IDs S-0060, S-0061, S-0062, S-0063. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.009	13	Benchmarks, Arenas, and the Mirage of Rank	S-0060;S-0061	2	body_or_heading_cue	First, price basis differs. A provider can have standard input, cached input, output, batch, fine-tuning, grounding, long-context, or tool-related charges. A chart that averages these into one number may be tidy and fals	N13.009: source IDs S-0060, S-0061. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.010	13	Benchmarks, Arenas, and the Mirage of Rank	S-0080	1	body_or_heading_cue	Second, exact model mapping can fail. A leaderboard row may say one version or family while a price row refers to another. That mismatch matters when providers use preview, thinking, high, beta, dated, or family labels. 	N13.010: source IDs S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.011	13	Benchmarks, Arenas, and the Mirage of Rank	S-0080	1	body_or_heading_cue	Third, timing can fail. The model-ranking rows in the LMArena slice are published 2026-05-19, but some provider price captures were made on or after 2026-05-25. A price captured after the cutoff cannot be written as a Ma	N13.011: source IDs S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.012	13	Benchmarks, Arenas, and the Mirage of Rank	S-0060;S-0061;S-0062;S-0063	4	body_or_heading_cue	Provider price sheets look crisp because dollars have decimals. That crispness is deceptive. The unit is usually one million tokens, but a token is not a word, and the useful cost of a model depends on the ratio of input	N13.012: source IDs S-0060, S-0061, S-0062, S-0063. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.013	13	Benchmarks, Arenas, and the Mirage of Rank	S-0035;S-0037	2	body_or_heading_cue	If leaderboards are fragile and prices are conditional, benchmark tables can seem like the hard way out. They are not. SWE-bench, LiveCodeBench, and other task-specific evaluations are indispensable because they make the	N13.013: source IDs S-0035, S-0037. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.014	13	Benchmarks, Arenas, and the Mirage of Rank	S-0060;S-0061;S-0062;S-0063;S-0080	5	body_or_heading_cue	A dated OpenAI row, a Claude family row, a Gemini prompt-length tier, a Grok beta row, or a Mistral cutoff-price caveat is not merely metadata. It tells the reader what kind of object the model was at the moment evidence	N13.014: source IDs S-0060, S-0061, S-0062, S-0063, S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.015	13	Benchmarks, Arenas, and the Mirage of Rank	S-0080	1	body_or_heading_cue	Dates have the same narrative function. A model-ranking dataset published on 2026-05-19, a provider price captured on 2026-05-24, and a local evidence snapshot taken on 2026-05-25 are three different dates. The first can	N13.015: source IDs S-0080. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N13.016	13	Benchmarks, Arenas, and the Mirage of Rank	S-0039;S-0065;S-0066	3	continuity_stitch_source_lane	> Source lane (I-0248): S-0039 S-0065 S-0066	N13.016: source IDs S-0039, S-0065, S-0066. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.001	14	NVIDIA and CUDA: The Moat Under the Moat	S-0138	1	body_or_heading_cue	The CUDA C++ Programming Guide describes CUDA as a general-purpose parallel computing platform and programming model that lets developers use NVIDIA GPUs for computation beyond graphics. S-0138 That sentence sounds dry b	N14.001: source IDs S-0138. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.002	14	NVIDIA and CUDA: The Moat Under the Moat	S-0138	1	body_or_heading_cue	CUDA did that work over years. It gave the GPU a developer-facing grammar: kernels, threads, blocks, grids, shared memory, device memory, streams, synchronization, libraries, profilers, and a runtime. S-0138 A researcher	N14.002: source IDs S-0138. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.003	14	NVIDIA and CUDA: The Moat Under the Moat	S-0141	1	body_or_heading_cue	cuDNN is a clean example. NVIDIA introduced cuDNN in 2014 as a GPU-accelerated library of primitives for deep neural networks. S-0141 In the convolutional-network era, that meant common deep-learning operations could be 	N14.003: source IDs S-0141. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.004	14	NVIDIA and CUDA: The Moat Under the Moat	S-0142	1	body_or_heading_cue	The same pattern later mattered for transformers and LLM inference. TensorRT and TensorRT-LLM represent the inference side of the stack: graph optimization, precision choices, kernel selection, batching, memory managemen	N14.004: source IDs S-0142. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.005	14	NVIDIA and CUDA: The Moat Under the Moat	S-0138;S-0141;S-0142	3	body_or_heading_cue	"This is why ""software moat"" is not a slogan. It is a supply chain of abstractions. The lowest layer knows about warp scheduling, memory coalescing, tensor cores, and device kernels. The middle layer knows about matrix mu"	N14.005: source IDs S-0138, S-0141, S-0142. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.006	14	NVIDIA and CUDA: The Moat Under the Moat	S-0039;S-0139	2	body_or_heading_cue	H100 became the emblem of the ChatGPT-era buildout. Official NVIDIA materials frame Hopper and H100 around accelerated computing and AI infrastructure, including Transformer Engine and fourth-generation Tensor Cores. S-0	N14.006: source IDs S-0039, S-0139. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.007	14	NVIDIA and CUDA: The Moat Under the Moat	S-0139	1	body_or_heading_cue	Tensor Cores are the symbolic center. They are specialized units for matrix operations, the inner loops of deep learning. Mixed precision is the bargain: use lower-precision formats where the model can tolerate them, pre	N14.007: source IDs S-0139. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.008	14	NVIDIA and CUDA: The Moat Under the Moat	S-0040;S-0140	2	body_or_heading_cue	Blackwell made NVIDIA's argument more explicit: the unit of competition was no longer just the chip. It was the system. NVIDIA's Blackwell architecture page frames B200, GB200, and rack-scale designs around generative AI	N14.008: source IDs S-0040, S-0140. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.009	14	NVIDIA and CUDA: The Moat Under the Moat	S-0143	1	body_or_heading_cue	That is where NVLink and NVSwitch enter the narrative. NVIDIA's own LLM-inference materials emphasize GPU-to-GPU communication for large models and describe GB200 NVL72 as a rack-scale system connected through fifth-gene	N14.009: source IDs S-0143. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.010	14	NVIDIA and CUDA: The Moat Under the Moat	S-0001;S-0010	2	body_or_heading_cue	By the cutoff of May 24, 2026, NVIDIA's roadmap language also ran ahead of shipped reality in places. GTC 2026 materials discuss Vera Rubin, future racks, and AI factory designs as announced or roadmap claims. S-0001 S-0	N14.010: source IDs S-0001, S-0010. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.011	14	NVIDIA and CUDA: The Moat Under the Moat	S-0001;S-0140	2	body_or_heading_cue	The dependency was not only technical. It became temporal. NVIDIA's roadmap cadence gave customers a calendar for ambition: train on this generation, optimize inference on that generation, plan a datacenter around the ne	N14.011: source IDs S-0001, S-0140. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N14.012	14	NVIDIA and CUDA: The Moat Under the Moat	S-0001;S-0010	2	continuity_stitch_source_lane	> Source lane (I-0248): S-0001 S-0010	N14.012: source IDs S-0001, S-0010. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N15.001	15	GTC 2026: The AI Factory Sells Itself	S-0001	1	body_or_heading_cue	One slide in the local keynote deck made the move directly. NVIDIA framed AI factories as the industrial infrastructure of the AI era: inference as the workload, tokens as the commodity, compute as revenue. The slide is 	N15.001: source IDs S-0001. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N15.002	15	GTC 2026: The AI Factory Sells Itself	S-0039;S-0040	2	body_or_heading_cue	Still, the argument matters. By 2026, the most important LLM systems had become too large to explain only as models. The model was the visible brain. The factory was the body: GPU racks, CPUs, memory, NVLink, Ethernet or	N15.002: source IDs S-0039, S-0040. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N15.003	15	GTC 2026: The AI Factory Sells Itself	S-0001	1	body_or_heading_cue	Visual sequence after I-0186: open with A-0024, the page 29 AI-factory thesis claim card. Use Figure 15.1, A-0012, `assets/visual_system/ai-factory-stack.svg`, as the explanatory bridge after the opening metaphor. Use A-	N15.003: source IDs S-0001. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N15.004	15	GTC 2026: The AI Factory Sells Itself	S-0001;S-0064	2	body_or_heading_cue	The GTC 2026 deck did not present one product in isolation. It arranged a worldview. First came the claim that AI had become a platform for enterprises and model builders. Then came the inference inflection: after the tr	N15.004: source IDs S-0001, S-0064. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N15.005	15	GTC 2026: The AI Factory Sells Itself	S-0001;S-0010;S-0039;S-0040;S-0064;S-0065;S-0066;S-0067	8	body_or_heading_cue	Use Figure 15.1, A-0012, `assets/visual_system/ai-factory-stack.svg`, after this section. The diagram is safe because it separates NVIDIA's public GTC framing from the mechanism layers a reader needs: model serving, acce	N15.005: source IDs S-0001, S-0010, S-0039, S-0040, S-0064, S-0065, S-0066, S-0067. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N15.006	15	GTC 2026: The AI Factory Sells Itself	S-0001	1	body_or_heading_cue	This is where GTC 2026 leaned into the inference inflection. NVIDIA's keynote pages around the AI factory thesis and related performance slides framed inference as the workload that would turn model capability into conti	N15.006: source IDs S-0001. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
