pass_id	page	zone	text_chars	image_count	drawing_count	residue_hits	front_back_process_hits	blank_like	sample_text
I-0312	321	body	1174	1	4	0	0	no	The Desire For A Crown F13.01 / A-0286-009 - Figure 13.01 - LMArena Leaderboard Surface LMArena leaderboard screenshot anchors arena-rank claims as a mutable benchmark surface; it does not prove universal model quality, live rank after capture, price-quality, safety, or adoption. Source: MCS-0286-00
I-0312	322	body	2251	0	4	0	0	no	needed a shortlist. Developers needed a default model for a coding agent. Journalists needed a way to describe the race. Investors needed a rank order they could put into a slide. Ordinary users needed to know which chat window deserved trust. But model rankings are not mountains. They are weather m
I-0312	323	body	1971	0	9	0	0	no	What An Arena Row Can Prove The Arena-style evidence used here begins with human judgments. A user sees model outputs, expresses a preference, and those preferences accumulate into ratings. That is useful evidence because the central experience of an LLM is conversational: people ask fuzzy questions
I-0312	324	body	1991	0	4	0	0	no	with hard steps. In the top slice used for A-0013, several rows sit near one another. A rank number can tempt the reader into precision the evidence does not possess. [S-0036] [S-0080] The book's house rule is stricter than most product marketing. A rank claim must carry its row universe. A price cl
I-0312	325	body	1729	0	4	0	0	no	all tasks. It is saying that the public surface of the race had become dense enough that rank, versioning, and methodology could not be treated as footnotes. Several labels in the slice are especially instructive. gemini-3.1-pro-preview carries a preview marker; the chart cannot convert that into st
I-0312	326	body	1083	1	4	0	0	no	Why The Best Model Sentence Fails F13.02 / A-0289-T005 - Figure 13.02 - May 2026 Cutoff Model- Landscape Table The May 2026 cutoff benchmark/model-landscape table gives the model- race chapter a frozen memory aid through the cutoff; it is not a live leaderboard, universal quality score, price-qualit
I-0312	327	body	2255	0	8	0	0	no	Those questions are not pedantic. They are the story of the LLM industry after ChatGPT. Frontier labs were no longer selling one thing. They were selling general chat, coding assistance, tool use, long-context analysis, enterprise administration, batch processing, cached input, multimodal endpoints,
I-0312	328	body	1961	0	4	0	0	no	The Price-Quality Temptation The obvious next chart is a price-quality frontier: put rating on one axis, price on the other, draw a curve, and let readers see which providers offered the most quality per dollar. It would be beautiful. It would also be easy to make wrong. Place A-0019, provenance led
I-0312	329	body	2394	0	2	0	0	no	Fourth, a model may be present in a ranking dataset without a normalized, comparable standard inference price row in the local ledger. Missing price is not zero price. It is missing evidence. Fifth, deprecated rows are not current frontier rows. They may explain lineage or transition, but putting th
I-0312	330	body	1067	1	6	0	0	no	The right prose formula is conditional: Under this provider's stated standard API price basis, captured on this date, this model family had these input/output/cached rates; joining that row to a historical preference-rank row requires exact model scope and cutoff-compatible evidence. That sentence i
I-0312	331	body	2303	0	2	0	0	no	If leaderboards are fragile and prices are conditional, benchmark tables can seem like the hard way out. They are not. SWE-bench, LiveCodeBench, and other task-specific evaluations are indispensable because they make the task explicit. They can tell a sharper story about coding agents, repair loops,
I-0312	332	body	2214	0	2	0	0	no	When those labels are too heavy for the main sentence, they belong in a figure caption, side note, or data table. Hiding them entirely makes the book sound smoother and become less true. Dates have the same narrative function. A model-ranking dataset published on 2026-05-19, a provider price capture
I-0312	333	body	1725	0	12	0	0	no	1. A-0014: methodology flow. Teach the evidence factory. 2. A-0013: historical rank slice. Show the crowded frontier, with uncertainty and date labels. 3. A- 0019: price-quality exclusion map. Show why the obvious next chart remains blocked. The prose around the figures should remain calm. The drama
I-0312	334	body	1037	0	5	0	0	no	Do not merge fine-tuning, batch, cached, long-context, and standard inference prices into one unlabeled dot. Do not treat post-cutoff price captures as cutoff-day facts without corroboration. These restrictions are not a retreat from judgment. They are what makes judgment possible. A prize-worthy bo
I-0312	335	body	886	1	6	0	0	no	Chapter 13 Visual Portfolio These visuals are placed with Chapter 13, Benchmarks, Arenas, and the Mirage of Rank, so the reader sees the evidence and memory aids beside the argument they serve. VX007 / A-0013 - LMArena historical leaderboard chart Figure 13.x - LMArena/Arena historical text_style_co
I-0312	336	body	656	1	6	0	0	no	VX008 / A-0014 - Arena leaderboard methodology flow Figure 13.y - How Arena Rows Become Rank Claims. Sourced flow diagram for human preference votes, config/category filters, rating uncertainty, publication date, snapshot ID, and chart permission gates. Categories: curated_chart_data_svg_visualizati
I-0312	337	body	784	1	6	0	0	no	VX011 / A-0019 - price-quality exclusion map Figure 13.3 - Price-Quality Exclusion Map. The current evidence allows an exclusion/permission map, not a price-quality frontier: rows can enter only when rank snapshot, exact model/version, cutoff-compatible price, pricing basis, and scope caveats align.
I-0312	338	body	686	1	6	0	0	no	VX047 / A-0168 - Jensen Huang cropped portrait Figure candidate - Jensen Huang cropped portrait. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance: https://commons.wikimed
I-0312	339	body	650	1	6	0	0	no	VX048 / A-0169 - TSMC Fab5 building Figure candidate - TSMC Fab5 building. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance: https://commons.wikimedia.org/wiki/Special:Fi
I-0312	340	body	666	1	6	0	0	no	VX050 / A-0171 - Electrical substation Figure candidate - Electrical substation. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance: https://commons.wikimedia.org/wiki/Spec
I-0312	341	body	644	1	6	0	0	no	VX051 / A-0177 - Silicon wafer Figure candidate - Silicon wafer. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance: https://commons.wikimedia.org/wiki/Special:FilePath/Sil
I-0312	342	body	530	1	6	0	0	no	VX070 / A-0284-021 - LMArena acquired source_image for private-edition visual layer: LMArena. Categories: real_photo_screenshot_source_image. Source/provenance: https://lmarena.ai/ Source note: source rights noted; Visual texture only; does not prove current product state, adoption, performance, rev
I-0312	343	body	612	1	6	0	0	no	VX091 / A-0259-007 - LMArena historical dataset JSON surface SSF-0259-007 - LMArena historical dataset JSON surface. Categories: paper_report_excerpt. Source/provenance: https://datasets- server.huggingface.co/rows?dataset=lmarena-ai%2Fleaderboard-dataset Source note: source surface; rights and attr
I-0312	344	body	628	1	6	0	0	no	VX122 / A-0286-010 - OpenAI API model docs surface source-surface card for OpenAI API model docs surface. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://platform.openai.com/docs/models Source note: source rights noted; screenshot hash 86c90bfe55e68ed14f8abb8a70ff1e
I-0312	345	body	508	1	6	0	0	no	VX149 / A-0284-050 - Kaggle acquired logo for private-edition visual layer: Kaggle. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current produ
I-0312	346	body	5966	0	60	0	0	no	PORTFOLIO PLATE - VISUAL BOARD Model Race And Benchmark Memory Yearly landscape tables and model-race memory aids that do not claim live rank. Caption: Model Race And Benchmark Memory. Yearly landscape tables and model- race memory aids that do not claim live rank. Evidence boundary: chart/data/SVG 
I-0312	347	body	6363	0	93	0	0	no	delivery, or universal model quality without sentence- level source support. delivery, or universal model quality without sentence- level source support. delivery, or universal model quality without sentence- level source support. delivery, or universal model quality without sentence- level source s
I-0312	348	body	0	0	3	0	0	yes	
I-0312	349	body	938	1	4	0	0	no	Chapter 14: NVIDIA and CUDA: The Moat Under the Moat 14. NVIDIA and CUDA: The Moat Under the Moat Under every benchmark row sits a machine stack, and NVIDIA's moat begins where silicon, software, and developer habit reinforce one another. The Invisible Platform Under The Miracle F14.01 / A-0071 - Fi
I-0312	350	body	2244	0	2	0	0	no	"By the time ChatGPT made the language-model race visible, NVIDIA's advantage looked almost obvious. The world's frontier labs needed GPUs. NVIDIA sold GPUs. The stock chart went vertical. The keynote stage filled with racks, roadmaps, and the phrase ""AI factory."" It was tempting to narrate the whole"
I-0312	351	body	1164	1	4	0	0	no	Continuity note: Chapter 14 owns the software-and-system moat: CUDA habits, libraries, kernels, accelerator memory, interconnect, and the conversion of model ambition into usable accelerator work. Chapter 15 owns NVIDIA's public AI-factory stagecraft and roadmap framing. Chapter 16 owns independent 
I-0312	352	body	2474	0	2	0	0	no	The GPU's original public identity was images. Games, graphics, shading, triangles, pixels. The deeper capability was parallel arithmetic. Graphics required many small calculations at once; neural networks required many small calculations at once; scientific computing required many small calculation
I-0312	353	body	1203	1	4	0	0	no	That traffic pattern is why NVIDIA's advantage became more than FLOPS. Raw arithmetic matters, but LLMs also punish memory and communication. Attention reads and writes large activation tensors. Inference stores key-value caches. Training distributes gradients. Long context increases pressure on mem
I-0312	354	body	2312	0	2	0	0	no	cuDNN is a clean example. NVIDIA introduced cuDNN in 2014 as a GPU- accelerated library of primitives for deep neural networks. [S-0141] In the convolutional-network era, that meant common deep-learning operations could be made faster and easier to use across frameworks. The point was not merely spe
I-0312	355	body	2309	0	2	0	0	no	buyers had every financial reason to seek alternatives. The stack reduced risk at the moment when model labs were spending historic sums to buy capability. The library layer also changed who could participate in performance work. In an earlier computing culture, only a small group of specialists cou
I-0312	356	body	2309	0	2	0	0	no	precision, large memory bandwidth, high-speed GPU-to-GPU communication, and security or partitioning features useful in cloud and enterprise settings. Tensor Cores are the symbolic center. They are specialized units for matrix operations, the inner loops of deep learning. Mixed precision is the barg
I-0312	357	body	1225	1	4	0	0	no	Blackwell, GB200, And The Rack Becomes The Computer F14.04 / A-0261-001 - Lithography Texture Becomes Packaging Logic Figure 14/16.x candidate - Lithography/ASML proxy physical texture. Source: CH14; provenance details are recorded in the project ledgers. Use note: source boundaries are recorded in 
I-0312	358	body	2422	0	2	0	0	no	GPUs. Communication becomes part of computation. The system needs fast links so that many accelerators can behave less like isolated chips and more like one coordinated machine. That is where NVLink and NVSwitch enter the narrative. NVIDIA's own LLM- inference materials emphasize GPU-to-GPU communic
I-0312	359	body	1313	1	4	0	0	no	long their contexts are, how much cache can be retained, how much traffic can be batched without ruining latency, how efficiently requests can be routed, and how often the system falls back to a slower path. The hardware is necessary, but the serving system determines whether the hardware becomes a 
I-0312	360	body	2292	0	2	0	0	no	Moats protect the builder and constrain the customer. For NVIDIA, CUDA meant the market did not evaluate each chip generation from zero. Developers brought code. Frameworks brought integrations. Clouds brought instances. Libraries brought optimizations. Every successful model trained or served on NV
I-0312	361	body	1926	0	2	0	0	no	The dependency was not only technical. It became temporal. NVIDIA's roadmap cadence gave customers a calendar for ambition: train on this generation, optimize inference on that generation, plan a datacenter around the next rack, rewrite kernels when a new precision format becomes attractive. A buyer
I-0312	362	body	1065	1	4	0	0	no	What The NVIDIA Chapter Must Not Do F14.06 / A-0287-002 - Figure 14.06 - NVIDIA GB200 NVL72 Hardware Surface NVIDIA GB200 NVL72 public-web screenshot adds rack-scale hardware texture to the systems discussion; it does not prove benchmark performance, availability, shipment volume, customer deploymen
I-0312	363	body	2358	0	2	0	0	no	ignore AMD, TPUs, custom silicon, or open software alternatives where they explain real pressure on NVIDIA's position. It should not confuse CUDA's strategic strength with a moral argument that lock-in is good. The better chapter is more precise. NVIDIA won a central position because it solved a bru
I-0312	364	body	904	0	3	0	0	no	uses them only as roadmap context with explicit labels. The desired Chapter 14 visual is still the CUDA stack: model framework, CUDA libraries, kernels, GPU memory/interconnect, cluster scheduler, and cloud capacity. Those blockers improve the chapter's ending because they define its honest job. Cha
I-0312	365	body	739	1	6	0	0	no	Chapter 14 Visual Portfolio These visuals are placed with Chapter 14, NVIDIA and CUDA: The Moat Under the Moat, so the reader sees the evidence and memory aids beside the argument they serve. VX052 / A-0284-001 - NVIDIA AI acquired source_image for private-edition visual layer: NVIDIA AI. Categories
I-0312	366	body	1124	2	9	0	0	no	VX054 / A-0284-003 - NVIDIA GTC acquired source_image for private-edition visual layer: NVIDIA GTC. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.nvidia.com/gtc/ Source note: source rights noted; Visual texture only; does not prove current product state, adoption, pe
I-0312	367	body	528	1	6	0	0	no	VX064 / A-0284-015 - ASML acquired source_image for private-edition visual layer: ASML. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.asml.com/en Source note: source rights noted; Visual texture only; does not prove current product state, adoption, performance, reven
I-0312	368	body	1125	2	9	0	0	no	VX069 / A-0284-020 - CUDA Toolkit acquired source_image for private-edition visual layer: CUDA Toolkit. Categories: real_photo_screenshot_source_image. Source/provenance: https://developer.nvidia.com/cuda-toolkit Source note: source rights noted; Visual texture only; does not prove current product s
I-0312	369	body	614	1	6	0	0	no	VX075 / A-0287-003 - NVIDIA CUDA Toolkit completion-layer source_image for private-edition visual acquisition: NVIDIA CUDA Toolkit. Categories: real_photo_screenshot_source_image. Source/provenance: https://developer.nvidia.com/cuda-toolkit Source note: source rights noted; Screenshot surface only; 
I-0312	370	body	607	1	6	0	0	no	VX076 / A-0287-004 - AMD ROCm completion-layer source_image for private-edition visual acquisition: AMD ROCm. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.amd.com/en/developer/resources/rocm-hub.html Source note: source rights noted; Screenshot surface only; does no
I-0312	371	body	635	1	6	0	0	no	VX077 / A-0287-005 - AMD Instinct MI300 completion-layer source_image for private-edition visual acquisition: AMD Instinct MI300. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.amd.com/en/products/accelerators/instinct/mi300.html Source note: source rights noted; Scre
I-0312	372	body	591	1	6	0	0	no	VX078 / A-0287-006 - CoreWeave Cloud completion-layer source_image for private-edition visual acquisition: CoreWeave Cloud. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.coreweave.com/ Source note: source rights noted; Screenshot surface only; does not prove current 
I-0312	373	body	607	1	6	0	0	no	VX079 / A-0287-007 - Lambda GPU Cloud completion-layer source_image for private-edition visual acquisition: Lambda GPU Cloud. Categories: real_photo_screenshot_source_image. Source/provenance: https://lambdalabs.com/service/gpu-cloud Source note: source rights noted; Screenshot surface only; does no
I-0312	374	body	635	1	6	0	0	no	VX081 / A-0287-010 - Digital Realty AI completion-layer source_image for private-edition visual acquisition: Digital Realty AI. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.digitalrealty.com/data-centers/artificial-intelligence Source note: source rights noted; Scre
I-0312	375	body	624	1	6	0	0	no	VX082 / A-0287-011 - ASML Lithography completion-layer source_image for private-edition visual acquisition: ASML Lithography. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.asml.com/en/technology/lithography-principles Source note: source rights noted; Screenshot surf
I-0312	376	body	626	1	6	0	0	no	VX083 / A-0287-012 - TSMC 3DFabric completion-layer source_image for private-edition visual acquisition: TSMC 3DFabric. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.tsmc.com/english/dedicatedFoundry/technology/3DFabric Source note: source rights noted; Screenshot su
I-0312	377	body	726	1	6	0	0	no	VX102 / A-0145 - GTC-2026-Keynote.pdf Figure 15/22.x candidate - NVIDIA frames inference throughput per megawatt, interactivity, service tiers, and model classes as AI-factory economics. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local render from GTC
I-0312	378	body	574	1	6	0	0	no	VX103 / A-0285-016 - GTC 2026 keynote title/opening surface source-surface card for GTC 2026 keynote title/opening surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash b7ad56fa1baddbc4768b9871f902aee05b1cf815251b42993860
I-0312	379	body	578	1	6	0	0	no	VX108 / A-0285-024 - GTC 2026 software stack surface source-surface card for GTC 2026 software stack surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash 592f272c5e25bc58ebced5eb143711f947dcbaa5ba685adc160296acb2626b58; 
I-0312	380	body	508	1	6	0	0	no	VX125 / A-0284-026 - NVIDIA acquired logo for private-edition visual layer: NVIDIA. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current produ
I-0312	381	body	502	1	6	0	0	no	VX126 / A-0284-027 - AMD acquired logo for private-edition visual layer: AMD. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product sta
I-0312	382	body	506	1	6	0	0	no	VX137 / A-0284-038 - Intel acquired logo for private-edition visual layer: Intel. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product
I-0312	383	body	502	1	6	0	0	no	VX138 / A-0284-039 - Arm acquired logo for private-edition visual layer: Arm. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product sta
I-0312	384	body	573	1	6	0	0	no	VX176 / A-0284-055 - Lisa Su acquired person_image for private-edition visual layer: Lisa Su. Categories: person_image. Source/provenance: https://www.amd.com/en/corporate/leadership/lisa-su.html Source note: source rights noted; Public-profile page screenshot only; does not support biography claims
I-0312	385	body	1832	0	44	0	0	no	PORTFOLIO PLATE - LOGO Compute And AI Factory Stack Hardware, CPU, accelerator, and orchestration logos turn infrastructure from abstraction into institutions. Caption: Compute And AI Factory Stack. Hardware, CPU, accelerator, and orchestration logos turn infrastructure from abstraction into institu
I-0312	386	body	354	0	12	0	0	no	Blocked claims: Visual identity/prof texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state. Blocked claims: Visual identity/profi texture only; does not prove biography, adoption, capability, market position, safety
I-0312	387	body	1868	5	25	0	0	no	PORTFOLIO PLATE - PERSON Hardware And Open Ecosystem Operators The final people strip links accelerators, frontier startups, and open-model infrastructure to named public actors. Caption: Hardware And Open Ecosystem Operators. The final people strip links accelerators, frontier startups, and open-mo
I-0312	388	body	0	0	4	0	0	no	
I-0312	389	body	829	1	4	0	0	no	Chapter 15: GTC 2026: The AI Factory Sells Itself 15. GTC 2026: The AI Factory Sells Itself GTC turns that stack into theater, selling the AI factory as a story the market could see before the infrastructure was finished. The Slide That Tried To Rename The Datacenter F15.01 / A-0287-001 - Figure 15.
I-0312	390	body	2430	0	2	0	0	no	The old datacenter was supposed to disappear into metaphor. Users said cloud, as if computation had become weather. Executives said platform, as if the machines were a surface rather than a room. Engineers said cluster, region, accelerator, network, rack. Almost nobody outside the industry wanted to
I-0312	391	body	1685	0	2	0	0	no	Earlier NVIDIA documents around H100 and Blackwell had already made the hardware stack legible as more than a chip story: memory bandwidth, interconnect, tensor cores, rack-scale systems, and software libraries were part of the product. [S-0039] [S-0040] GTC 2026 pushed the same logic into a larger 
I-0312	392	body	628	1	4	0	0	no	A Keynote As A Sales Funnel For A Worldview F15.02 / A-0284-051 - Figure 15.02 - Jensen Huang Public Profile Texture Public-profile image of Jensen Huang supplies leadership texture alongside NVIDIA's AI-factory framing; it does not prove roadmap delivery, product claims, market share, or biographic
I-0312	393	body	2429	0	2	0	0	no	The GTC 2026 deck did not present one product in isolation. It arranged a worldview. First came the claim that AI had become a platform for enterprises and model builders. Then came the inference inflection: after the training race, the act of serving models to users would become its own scaling pro
I-0312	394	body	2360	0	2	0	0	no	The old GPU story was that NVIDIA sold acceleration. The new GTC story was that NVIDIA sold a production doctrine. That doctrine had technical content: memory hierarchy, interconnect, rack-scale integration, software libraries, serving stacks, storage movement, and power/cooling design. It also had 
I-0312	395	body	1244	1	4	0	0	no	NVIDIA's advantage was that many of those differences still passed through the same broad stack: accelerators, memory, interconnect, software, networking, scheduling, and power. The company could argue that system design mattered more as inference grew. If the workload is continuous, then utilizatio
I-0312	396	body	2346	0	2	0	0	no	GTC keynotes are built partly out of products and partly out of time. The 2026 deck linked Blackwell, Rubin, Feynman, Vera, BlueField, Spectrum, ConnectX, NVLink, and rack-scale systems into a cadence. The page 50 roadmap slide is valuable because it captures what NVIDIA was telling the market befor
I-0312	397	body	1234	1	4	0	0	no	performance projection, reference design, or future roadmap? The slide may combine all of them in one visual rhythm. The book must pull them apart. Vera Rubin As A System Promise F15.04 / A-0285-018 - Figure 15.04 - GTC 2026 Hardware Roadmap Page GTC 2026 hardware-roadmap page render anchors the cut
I-0312	398	body	2198	0	2	0	0	no	cutoff. It cannot independently verify every partner claim, performance ratio, NVFP4/HBM4/NVLink6 claim, or launch status without corroboration. [S- 0001; S-0010; A-0006; C-0047] This is the chapter's opportunity to explain why rack-scale systems mattered to LLMs. A frontier model is not accelerated
I-0312	399	body	1843	0	2	0	0	no	visual of NVIDIA's thesis, it is excellent: the factory is a system, and system- level efficiency is the product. By itself, it is not independent evidence of throughput in deployed customer sites. [S-0001] Place A-0027, provenance ledger, before any prose that discusses the comparison. The card tel
I-0312	400	body	1392	1	4	0	0	no	DSX: The Factory Becomes A Reference Design F15.05 / A-0029 - Figure 15.x - GTC Page 51: DSX Platform Frame. Lightweight card labeling DSX as NVIDIA reference-design and AI factory platform framing. Figure 15.x - GTC Page 51: DSX Platform Frame. Lightweight card labeling DSX as NVIDIA reference-desi
I-0312	401	body	1374	0	2	0	0	no	"C-0047] DSX is narratively important because it shows the factory metaphor hardening into a product architecture. The pitch was not only ""buy faster chips."" It was ""build the factory this way."" That is a different level of ambition. It reaches into facility planning, simulation, cooling, power, soft"
I-0312	402	body	1398	1	4	0	0	no	From Tokens To Capital Equipment F15.06 / A-0285-017 - Figure 15.06 - GTC 2026 AI Factory Framing Page GTC 2026 AI-factory framing page render shows NVIDIA's source-actor language about inference, tokens, compute, and revenue; it does not prove deployed capacity, revenue, or a neutral industry defin
I-0312	403	body	1917	0	6	0	0	no	power engineers, grid authorities, cooling vendors, model-serving teams, and finance departments. The LLM became a product of institutions that could coordinate industrial complexity. The factory metaphor also changes the emotional weather of the story. A chatbot feels intimate. A coding agent feels
I-0312	404	body	1059	0	9	0	0	no	"The AI factory stack can be explained as a mechanism joining model serving, accelerators, networking, data movement, facilities, and token economics. [S-0001] [S-0039] [S-0040] Blocked language: Do not write future roadmap items as happened history. Do not treat ""Available 2H26"" as shipped before co"
I-0312	405	body	1295	1	4	0	0	no	The Moat Under The Factory F15.07 / A-0260-022 - Inference compute is a roadmap argument Figure 15.x candidate - NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric. Source: page 45; provenance details are recorded in the project ledgers. Use note: source boundaries are recor
I-0312	406	body	2366	0	2	0	0	no	software, and rack-scale packaging were already part of the LLM boom's machinery. [S-0039] [S-0040] GTC 2026 did not invent the idea that hardware was a system. It renamed the system for the inference economy. The old chip story asked which accelerator could run a model faster. The factory story ask
I-0312	407	body	2364	0	2	0	0	no	It also helps the reader understand DSX. A reference design is a moat multiplier. If the blueprint includes facilities, software, simulation, cooling, and power, then adoption can shape not only the buyer's code but the buyer's building. [S-0066; A-0029] That is the most ambitious version of platfor
I-0312	408	body	2301	0	3	0	0	no	That handoff is also the claim boundary. Chapter 15 can say NVIDIA tried to make the machine room legible as a factory. Chapter 16 must ask what happens when that factory seeks interconnection, cooling, local permission, and enough flexible capacity to turn nameplate infrastructure into useful token
I-0312	409	body	0	0	2	0	0	yes	
I-0312	410	body	849	1	6	0	0	no	Chapter 15 Visual Portfolio These visuals are placed with Chapter 15, GTC 2026: The AI Factory Sells Itself, so the reader sees the evidence and memory aids beside the argument they serve. VX006 / A-0012 - AI factory stack visual Figure 15.1 - AI Factory Stack. Sourced block diagram separating NVIDI
I-0312	411	body	651	1	6	0	0	no	VX013 / A-0024 - GTC page 29 AI factory thesis card Figure 15.x - GTC Page 29: AI Factory Thesis. Lightweight card labeling NVIDIA's AI factory thesis as announced/framing evidence from local keynote page 29. Categories: curated_chart_data_svg_visualization. Source/provenance: source table.tsv Sourc
I-0312	412	body	677	1	6	0	0	no	VX014 / A-0025 - GTC page 45 inference compute roadmap card Figure 15.x - GTC Page 45: Inference Compute Roadmap. Lightweight card labeling Groq 3 LPX and 2H26 availability language as NVIDIA roadmap/availability/performance evidence. Categories: curated_chart_data_svg_visualization. Source/provenan
I-0312	413	body	676	1	6	0	0	no	VX015 / A-0026 - GTC page 46 Vera Rubin partner card Figure 15.x - GTC Page 46: Vera Rubin NVL72. Lightweight card labeling launch-partner and rack-scale performance statements as NVIDIA announcement, partner, and performance claims. Categories: curated_chart_data_svg_visualization. Source/provenanc
I-0312	414	body	650	1	6	0	0	no	VX016 / A-0027 - GTC page 49 system comparison card Figure 15.x - GTC Page 49: System Comparison. Lightweight card labeling NVIDIA's one-gigawatt AI factory comparison as performance/system-framing evidence. Categories: curated_chart_data_svg_visualization. Source/provenance: source table.tsv Source
I-0312	415	body	618	1	6	0	0	no	VX017 / A-0028 - GTC page 50 roadmap card Figure 15.x - GTC Page 50: Roadmap Cadence. Lightweight card preserving NVIDIA's 2024/2026/2028 platform cadence as roadmap evidence. Categories: curated_chart_data_svg_visualization. Source/provenance: source table.tsv Source note: Original lightweight SVG 
I-0312	416	body	624	1	6	0	0	no	VX045 / A-0106 - GTC 2026 page 29 AI-factory source surface Figure 15.x candidate - NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric. Categories: real_photo_screenshot_source_image. Source/provenance: source table.tsv Source note: Existing ignored source-bound raster hash-
I-0312	417	body	648	1	6	0	0	no	VX046 / A-0107 - GTC 2026 page 51 DSX handoff source surface Figure 15/16.x candidate - NVIDIA's DSX platform slide as a bridge from GTC rhetoric to physical constraints. Categories: real_photo_screenshot_source_image. Source/provenance: source table.tsv Source note: Existing ignored source-bound ra
I-0312	418	body	670	1	6	0	0	no	VX096 / A-0004 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA frames the AI factory as industrial infrastructure: inference is the workload, tokens are the commodity, and compute is revenue. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local render from GT
I-0312	419	body	642	1	6	0	0	no	"VX097 / A-0005 - GTC-2026-Keynote.pdf Figure 15.x - GTC 2026 slide for NVIDIA Groq 3 LPX inference compute, including NVIDIA-stated specs and ""Available 2H26."" Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local render from GTC-2026-Keynote.pdf; PNG is i"
I-0312	420	body	651	1	6	0	0	no	VX098 / A-0006 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA announces Vera Rubin NVL72 launch partners with NVIDIA-stated perf-per-watt, NVFP4, HBM4, and NVLink6 claims. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local render from GTC-2026-Keynote.pdf;
I-0312	421	body	671	1	6	0	0	no	VX099 / A-0007 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA compares a one-gigawatt X86-plus-Hopper AI factory with a Vera Rubin system across GPUs, FLOPS, bandwidth, and tokens per second. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local render from G
I-0312	422	body	668	1	6	0	0	no	VX100 / A-0008 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA's 2024-2026-2028 roadmap links Blackwell, Rubin, Feynman, Vera, BlueField, Spectrum, ConnectX, NVLink, and rack-scale systems. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local render from GTC-
I-0312	423	body	678	1	6	0	0	no	VX101 / A-0009 - GTC-2026-Keynote.pdf Figure 15.x - NVIDIA presents DSX as an AI Factory Platform spanning chips, systems, facilities, software, reference designs, simulation, cooling, and power. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source-bound local render
I-0312	424	body	584	1	6	0	0	no	VX104 / A-0285-020 - GTC 2026 inference/economics framing source-surface card for GTC 2026 inference/economics framing. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash 34a90816dcdbe2f86d05a8a42902ce7c8fc80dc5d22b72d406c0986d
I-0312	425	body	585	1	6	0	0	no	VX105 / A-0285-021 - GTC 2026 networking/platform surface source-surface card for GTC 2026 networking/platform surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash c5ae89be4aac08ddf8e60eaa0f4a93c660b22d86a77c5d376f2fd72c
