pass_id	figure_index	classes	old_caption	new_caption	changed
I-0314	277	atlas-figure;svg_diagram	Chapter 21 train-time versus test-time compute axes. Reasoning Adds A New Compute Axis. Training compute, post-training, and test-time compute are shown as separate schematic axes.	Chapter 21 train-time versus test-time compute axes.	yes
I-0314	278	atlas-figure;svg_diagram	Chapter 21 verifier/search loop. Reasoning Is A Loop, Not A Magic Thought Bubble. Prompt, candidate paths, verifier, observation/tool result, loopback, and selected answer form a system procedure.	Chapter 21 verifier/search loop.	yes
I-0314	279	atlas-figure;svg_diagram	Chapter 21 inference-contract matrix. A Reasoning Score Needs An Inference Contract. Model/date, task set, tool access, samples/retries, verifier/scoring rule, and contamination scope become caption requirements.	Chapter 21 inference-contract matrix.	yes
I-0314	280	atlas-figure;svg_diagram	Chapter 21 reasoning-budget routing map. How Much Thinking Is This Worth? Fast path, think path, tool path, and human escalation/refusal are schematic routing lanes.	Chapter 21 reasoning-budget routing map.	yes
I-0314	281	benchmark_model_landscape_table;book-figure;embedded-visual	T001 - Figure 22.01 - 2018 Model-Landscape Table. The 2018 benchmark/model-landscape table anchors the meter-and-margin discussion in the first GPT-era context; it is.	T001 - Figure 22.01 - 2018 Model-Landscape Table. The 2018 benchmark/model-landscape table anchors the meter-and-margin discussion in the first GPT-era context; it is.	no
I-0314	282	book-figure;embedded-visual;real_world_logo	OpenRouter Logo As Routing-Ecosystem Handle. OpenRouter logo is used as a small reader-facing ecosystem handle for routing-market texture; it.	OpenRouter As Routing-Ecosystem Handle. OpenRouter is used as a small book ecosystem handle for routing-market texture; it.	yes
I-0314	283	benchmark_model_landscape_table;book-figure;embedded-visual	T002 - Figure 22.03 - 2019 Model-Landscape Table. The 2019 benchmark/model-landscape table gives the sales-route discussion a GPT-2-era context panel; it is.	T002 - Figure 22.03 - 2019 Model-Landscape Table. The 2019 benchmark/model-landscape table gives the sales-route discussion a GPT-2-era context panel; it is.	no
I-0314	284	benchmark_model_landscape_table;book-figure;embedded-visual	T003 - Figure 22.04 - 2020 Model-Landscape Table. The 2020 benchmark/model-landscape table supplies GPT-3-era context for blocked economics claims; it is.	T003 - Figure 22.04 - 2020 Model-Landscape Table.	yes
I-0314	285	atlas-figure;svg_diagram	Chapter 22 token meter. The Meter Is Visible Before The Margin Is Knowable. Input, cached-input, and output token lanes show the unit of sale.	Chapter 22 token meter.	yes
I-0314	286	atlas-figure;svg_diagram	Chapter 22 routing/caching/batching levers. Routing, Caching, Batching, Distillation. Visible economic levers can shape serving cost and user-visible pricing.	Chapter 22 routing/caching/batching levers.	yes
I-0314	287	atlas-figure;svg_diagram	Chapter 22 subscription/API/bundle map. Intelligence Is Sold Through More Than One Door. Subscription, API meter, and enterprise/cloud bundles are separate routes to market.	Chapter 22 subscription/API/bundle map.	yes
I-0314	288	atlas-figure;svg_diagram	Chapter 22 margin and ROI blocker grid. The Tempting Economics Claims Are Not The Sourced Ones. Visible evidence classes are mapped to blocked revenue, margin, utilization, ROI, and price-quality claims.	Chapter 22 margin and ROI blocker grid.	yes
I-0314	289	book-figure;embedded-visual;svg_diagram	Failure Modes Are Different Claims. Hallucination/truth, sycophancy, adversarial, proxy, evidence, and measurement failures are separate evidence lanes. source context are recorded in the endnotes.	Failure Modes Are Different Claims.	yes
I-0314	290	book-figure;embedded-visual;svg_diagram	Trust Is A Stack. Evidence selection, evidence use, authority, evaluation, permission/action, and audit memory form layered controls. source context are recorded in the endnotes.	Trust Is A Stack.	yes
I-0314	291	book-figure;embedded-visual;svg_diagram	Every Evaluation Casts A Shadow. TruthfulQA, Arena preference, SWE-bench, and LiveCodeBench each illuminate a scoped slice and leave blind spots. source context are recorded in the endnotes.	Every Evaluation Casts A Shadow.	yes
I-0314	292	book-figure;embedded-visual;svg_diagram	From Answer To Auditable Claim. Question, retrieval, generation, audit, blocker, record, and publish steps separate fluent output from scoped evidence. source context are recorded in the endnotes.	Question, retrieval, generation, audit, blocker, record, and publish steps separate fluent output from scoped evidence.	yes
I-0314	293	atlas-figure;pdf_report_page	Sparks of AGI paper first-page surface. source-surface card for Sparks of AGI paper first-page surface.	Sparks of AGI paper first-page surface, shown as a report page.	yes
I-0314	294	atlas-figure;person_image	Percy Liang. person_image. Source: https://cs.stanford.edu/~pliang/.	Percy Liang.	yes
I-0314	295	book-figure;embedded-visual;svg_diagram	From Next Token To Computing Stack. Next-token prediction is surrounded by data, architecture, training, products, tools, infrastructure, economics, and trust. source context are recorded in the endnotes.	From Next Token To Computing Stack.	yes
I-0314	296	book-figure;embedded-visual;svg_diagram	Five Conversion Gates. Prediction-to-interface, interface-to-product, model-to-platform, compute-to-infrastructure, and fluency-to-trust are shown as overlapping pressures. source context are recorded in the endnotes.	Five Conversion Gates.	yes
I-0314	297	book-figure;embedded-visual;svg_diagram	Unsettled By The Cutoff. Tempting end-of-book claims are paired with the same-scope evidence still required. source context are recorded in the endnotes.	Unsettled By The Cutoff.	yes
I-0314	298	book-figure;embedded-visual;svg_diagram	Human Judgment Loop. User intent, model tokens, tools, evidence trace, audit, blockers, and human decision form the closing loop. source context are recorded in the endnotes.	Human Judgment Loop.	yes
I-0314	299	atlas-figure;source_image	xAI. real_photo_screenshot_source_image. Source: https://x.ai/.	xAI, shown as a public web page.	yes
I-0314	300	atlas-figure;source_image	Crusoe Cloud. real_photo_screenshot_source_image. Source: https://crusoe.ai/cloud/.	Crusoe Cloud, shown as a public web page.	yes
