pass_id	source_id	note_ref_count	title	creator_or_org	source_type	primary_or_secondary	accessed_date	url_or_path	cutoff_relevance	used_in	bibliography_entry	caveat
I-0267	S-0122	1	Bard becomes Gemini: Try Ultra 1.0 and a new mobile app today	Google	product blog local capture	primary vendor	2026-05-25	assets/source_docs/google_deepmind/S-0122_bard-becomes-gemini-blog.html	pre-cutoff Bard-to-Gemini product source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0122 - Bard becomes Gemini: Try Ultra 1.0 and a new mobile app today (Google; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0122_bard-becomes-gemini-blog.html)	Use for product consolidation and Gemini Advanced/mobile app framing; do not infer revenue, subscriptions, or user satisfaction.
I-0267	S-0123	1	Get more done with Gemini: Try 1.5 Pro and more intelligent features	Google	product blog local capture	primary vendor	2026-05-25	assets/source_docs/google_deepmind/S-0123_gemini-may-2024-update.html	pre-cutoff Gemini 1.5 product source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0123 - Get more done with Gemini: Try 1.5 Pro and more intelligent features (Google; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0123_gemini-may-2024-update.html)	Use for one-million-token consumer product framing with attribution; availability and adoption claims need normalization.
I-0267	S-0124	2	Gemini 1.5 Pro updates, 1.5 Flash debut and Gemma updates	Google	developer blog local capture	primary vendor	2026-05-25	assets/source_docs/google_deepmind/S-0124_gemini-gemma-developer-updates-may-2024.html	pre-cutoff Gemini developer product source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0124 - Gemini 1.5 Pro updates, 1.5 Flash debut and Gemma updates (Google; developer blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0124_gemini-gemma-developer-updates-may-2024.html)	Use for Gemini 1.5 Pro/Flash developer access and two-million-token access-path framing; exact availability claims need date-specific normalization.
I-0267	S-0125	3	OpenAI forms exclusive computing partnership with Microsoft	Microsoft News	official announcement local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0125_ms-openai-2019-computing-partnership.html	pre-cutoff Microsoft/OpenAI computing partnership source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0125 - OpenAI forms exclusive computing partnership with Microsoft (Microsoft News; official announcement local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0125_ms-openai-2019-computing-partnership.html)	Use for 2019 exclusive computing partnership, Azure AI supercomputing, and preferred-partner framing; do not infer product success.
I-0267	S-0126	3	OpenAI, Microsoft build Azure AI supercomputer	Microsoft Source	official feature local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0126_ms-openai-2020-supercomputer.html	pre-cutoff Azure/OpenAI supercomputer source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0126 - OpenAI, Microsoft build Azure AI supercomputer (Microsoft Source; official feature local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0126_ms-openai-2020-supercomputer.html)	Use for Azure-hosted supercomputer and infrastructure relationship; keep ranking/performance language attributed.
I-0267	S-0127	2	Microsoft teams up with OpenAI to exclusively license GPT-3 language model	Microsoft	official blog local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0127_ms-gpt3-exclusive-license.html	pre-cutoff GPT-3 licensing source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0127 - Microsoft teams up with OpenAI to exclusively license GPT-3 language model (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0127_ms-gpt3-exclusive-license.html)	Use for GPT-3 license, API route remaining available, and Microsoft customer-solution framing; do not overstate ownership or future rights.
I-0267	S-0128	1	OpenAI licenses GPT-3 technology to Microsoft	OpenAI	official post capture failed	candidate primary	2026-05-25	https://openai.com/index/openai-licenses-gpt-3-technology-to-microsoft/	pre-cutoff source candidate but shell capture 403	none	S-0128 - OpenAI licenses GPT-3 technology to Microsoft (OpenAI; official post capture failed; candidate primary; accessed 2026-05-25; https://openai.com/index/openai-licenses-gpt-3-technology-to-microsoft/)	Do not cite for final prose until browser/archive capture succeeds; recorded as a source gap from I-0113.
I-0267	S-0129	1	General availability of Azure OpenAI Service expands access to large advanced AI models	Microsoft Azure	official blog local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0129_azure-openai-service-ga.html	pre-cutoff Azure OpenAI Service GA source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0129 - General availability of Azure OpenAI Service expands access to large advanced AI models (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0129_azure-openai-service-ga.html)	Use for enterprise/developer access-route framing; do not infer customer outcomes, revenue, or usage.
I-0267	S-0130	5	Microsoft and OpenAI extend partnership	Microsoft	official blog local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0130_ms-openai-2023-extend-partnership.html	pre-cutoff extended partnership source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0130 - Microsoft and OpenAI extend partnership (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0130_ms-openai-2023-extend-partnership.html)	Use for 2023 extension, investment, supercomputing, deployment, and platform framing with attribution.
I-0267	S-0131	3	Introducing Microsoft 365 Copilot: your copilot for work	Microsoft	official blog local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0131_microsoft-365-copilot-intro.html	pre-cutoff Microsoft 365 Copilot source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0131 - Introducing Microsoft 365 Copilot: your copilot for work (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0131_microsoft-365-copilot-intro.html)	Use for app-surface and Microsoft Graph/work-context framing; productivity and ROI claims remain blocked.
I-0267	S-0132	5	Introducing GitHub Copilot: your AI pair programmer	GitHub	official product post local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0132_github-copilot-ai-pair-programmer.html	pre-cutoff GitHub Copilot source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0132 - Introducing GitHub Copilot: your AI pair programmer (GitHub; official product post local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0132_github-copilot-ai-pair-programmer.html)	Use for technical preview, VS Code surface, OpenAI collaboration, and Codex powering claim; no productivity/adoption claims.
I-0267	S-0133	5	ChatGPT is now available in Azure OpenAI Service	Microsoft Azure	official blog local capture	primary vendor	2026-05-25	assets/source_docs/microsoft_openai/S-0133_chatgpt-azure-openai-service.html	pre-cutoff ChatGPT-on-Azure source, locally captured	manuscript/08-microsoft-openai-cloud-bargain.md	S-0133 - ChatGPT is now available in Azure OpenAI Service (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0133_chatgpt-azure-openai-service.html)	Use for ChatGPT availability in Azure OpenAI Service; no usage-volume or enterprise-uptake claims.
I-0267	S-0134	5	Function calling and other API updates	OpenAI	product/API post	primary candidate	2026-05-25	https://openai.com/blog/function-calling-and-other-api-updates	pre-cutoff June 13 2023 function-calling source; refreshed via web search in I-0115	manuscript/18-tools-retrieval-agent-turn.md	S-0134 - Function calling and other API updates (OpenAI; product/API post; primary candidate; accessed 2026-05-25; https://openai.com/blog/function-calling-and-other-api-updates)	Use for high-level function-calling chronology only until local capture or archive capture exists; no direct quotation, exact parameter wording, or schema-detail claims.
I-0267	S-0135	7	ReAct: Synergizing Reasoning and Acting in Language Models	Yao et al.	arXiv abs local capture	primary	2026-05-25	assets/source_docs/tools_agents/S-0135_react-arxiv-abs.html	pre-cutoff ReAct paper, locally captured	manuscript/18-tools-retrieval-agent-turn.md	S-0135 - ReAct: Synergizing Reasoning and Acting in Language Models (Yao et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0135_react-arxiv-abs.html)	Use for reasoning/action/observation loop framing; do not claim production-agent reliability or broad autonomous planning from paper framing alone.
I-0267	S-0136	4	Toolformer: Language Models Can Teach Themselves to Use Tools	Schick et al.	arXiv abs local capture	primary	2026-05-25	assets/source_docs/tools_agents/S-0136_toolformer-arxiv-abs.html	pre-cutoff Toolformer paper, locally captured	manuscript/18-tools-retrieval-agent-turn.md	S-0136 - Toolformer: Language Models Can Teach Themselves to Use Tools (Schick et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/tools_agents/S-0136_toolformer-arxiv-abs.html)	Use for tool-use research lineage; do not claim deployed assistants master arbitrary tools without product/evaluation evidence.
I-0267	S-0137	4	Prompt Injection Attacks Against GPT-3	Crothers et al.	arXiv abs local capture	primary candidate	2026-05-25	assets/source_docs/tools_agents/S-0137_prompt-injection-arxiv-abs.html	pre-cutoff prompt-injection source candidate, locally captured	manuscript/18-tools-retrieval-agent-turn.md	S-0137 - Prompt Injection Attacks Against GPT-3 (Crothers et al.; arXiv abs local capture; primary candidate; accessed 2026-05-25; assets/source_docs/tools_agents/S-0137_prompt-injection-arxiv-abs.html)	Use for risk framing and next-source targeting; detailed exploit taxonomy, prevalence, mitigation, or product-incident claims need stronger security rows.
I-0267	S-0138	8	CUDA C++ Programming Guide	NVIDIA	documentation local capture	primary vendor	2026-05-25	assets/source_docs/nvidia_cuda/S-0138_cuda_programming_guide.html	mutable NVIDIA docs captured after cutoff; includes CUDA programming-model/history material	manuscript/14-nvidia-cuda-moat.md	S-0138 - CUDA C++ Programming Guide (NVIDIA; documentation local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0138_cuda_programming_guide.html)	Use for CUDA programming model, platform framing, kernels/threads/memory hierarchy; cutoff-filter version-specific CUDA 13.0 material before final claims.
I-0267	S-0139	5	NVIDIA Hopper Architecture In-Depth	NVIDIA	technical blog local capture	primary vendor	2026-05-25	assets/source_docs/nvidia_cuda/S-0139_hopper_architecture_blog.html	pre-cutoff March 2022 Hopper/H100 source	manuscript/14-nvidia-cuda-moat.md	S-0139 - NVIDIA Hopper Architecture In-Depth (NVIDIA; technical blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0139_hopper_architecture_blog.html)	Use for Hopper/H100 qualitative mechanisms including Tensor Cores, Transformer Engine, mixed precision, and architecture framing; extract rows before exact specs or benchmark claims.
I-0267	S-0140	3	NVIDIA Blackwell Architecture	NVIDIA	architecture page local capture	primary vendor with mutable-page caveat	2026-05-25	assets/source_docs/nvidia_cuda/S-0140_blackwell_architecture.html	mutable NVIDIA product page captured after cutoff	manuscript/14-nvidia-cuda-moat.md	S-0140 - NVIDIA Blackwell Architecture (NVIDIA; architecture page local capture; primary vendor with mutable-page caveat; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0140_blackwell_architecture.html)	Use for Blackwell/B200/GB200 architecture framing with attribution; exact availability, performance, TCO, energy, or customer deployment claims need cutoff normalization.
I-0267	S-0141	4	Accelerate Machine Learning with the cuDNN Deep Neural Network Library	NVIDIA	technical blog local capture	primary vendor	2026-05-25	assets/source_docs/nvidia_cuda/S-0141_cudnn_deep_learning_blog.html	pre-cutoff 2014 cuDNN source	manuscript/14-nvidia-cuda-moat.md	S-0141 - Accelerate Machine Learning with the cuDNN Deep Neural Network Library (NVIDIA; technical blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0141_cudnn_deep_learning_blog.html)	Use for cuDNN as deep-learning primitive/library layer; do not use for modern transformer or LLM-specific performance claims without additional rows.
I-0267	S-0142	3	TensorRT-LLM	NVIDIA	developer page local capture	primary vendor with mutable-page caveat	2026-05-25	assets/source_docs/nvidia_cuda/S-0142_tensorrt_llm.html	mutable developer page captured after cutoff	manuscript/14-nvidia-cuda-moat.md	S-0142 - TensorRT-LLM (NVIDIA; developer page local capture; primary vendor with mutable-page caveat; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0142_tensorrt_llm.html)	Use for TensorRT-LLM as LLM inference software layer; no exact performance, TCO, energy, or customer deployment claims without cutoff-normalized extraction.
I-0267	S-0143	3	NVIDIA NVLink and NVIDIA NVSwitch Supercharge Large Language Model Inference	NVIDIA	technical blog local capture	primary vendor	2026-05-25	assets/source_docs/nvidia_cuda/S-0143_nvlink_nvswitch_llm_inference.html	pre-cutoff NVLink/NVSwitch LLM inference source	manuscript/14-nvidia-cuda-moat.md	S-0143 - NVIDIA NVLink and NVIDIA NVSwitch Supercharge Large Language Model Inference (NVIDIA; technical blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0143_nvlink_nvswitch_llm_inference.html)	Use for qualitative multi-GPU communication and rack-scale LLM inference mechanism; exact speedups, bandwidth, and GB200 claims need row extraction and attribution.
I-0267	S-0145	5	Mistral 7B	Jiang et al.	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/frontier_i0119/S-0145_mistral-7b-arxiv-abs.html	pre-cutoff Mistral 7B source, locally captured	manuscript/12-europe-xai-rest-frontier.md	S-0145 - Mistral 7B (Jiang et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0145_mistral-7b-arxiv-abs.html)	Use for Mistral small-model/efficiency/open-weight framing; exact benchmark comparisons require row extraction.
I-0267	S-0146	4	Mixtral of Experts	Mistral AI	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/frontier_i0119/S-0146_mixtral-of-experts-arxiv-abs.html	pre-cutoff Mixtral source, locally captured	manuscript/12-europe-xai-rest-frontier.md	S-0146 - Mixtral of Experts (Mistral AI; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0146_mixtral-of-experts-arxiv-abs.html)	Use for sparse mixture-of-experts mechanism and Mistral architecture lane; exact speed, memory, and benchmark claims need extraction.
I-0267	S-0147	5	Medium is the new large	Mistral AI	product post local capture	primary vendor	2026-05-26	assets/source_docs/frontier_i0119/S-0147_mistral-medium-3.html	pre-cutoff May 2025 Mistral Medium 3 source, locally captured	manuscript/12-europe-xai-rest-frontier.md	S-0147 - Medium is the new large (Mistral AI; product post local capture; primary vendor; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0147_mistral-medium-3.html)	Use for Mistral-attributed frontier-class multimodal, enterprise, deployment, cloud-channel, and cost-positioning claims; do not use for neutral price-performance or adoption proof.
I-0267	S-0148	2	Open Release of Grok-1	xAI	official web page shell capture failed	candidate primary	2026-05-26	https://x.ai/news/grok-os	pre-cutoff official xAI source candidate but shell capture 403	manuscript/12-europe-xai-rest-frontier.md	S-0148 - Open Release of Grok-1 (xAI; official web page shell capture failed; candidate primary; accessed 2026-05-26; https://x.ai/news/grok-os)	Browser-readable official page supports high-level Grok-1 open-release facts only; direct quotation and durable final sourcing need archive/browser capture.
I-0267	S-0149	2	Grok 3 Beta - The Age of Reasoning Agents	xAI	official web page shell capture failed	candidate primary	2026-05-26	https://x.ai/news/grok-3	pre-cutoff official xAI source candidate but shell capture 403	manuscript/12-europe-xai-rest-frontier.md	S-0149 - Grok 3 Beta - The Age of Reasoning Agents (xAI; official web page shell capture failed; candidate primary; accessed 2026-05-26; https://x.ai/news/grok-3)	Browser-readable official page supports xAI-attributed Grok 3, Colossus, and reasoning-positioning claims only; benchmark/rank/truth claims remain blocked.
I-0267	S-0150	5	Introducing Command A	Cohere	product post local capture	primary vendor	2026-05-26	assets/source_docs/frontier_i0119/S-0150_cohere-command-a.html	pre-cutoff Cohere Command A source, locally captured	manuscript/12-europe-xai-rest-frontier.md	S-0150 - Introducing Command A (Cohere; product post local capture; primary vendor; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0150_cohere-command-a.html)	Use for enterprise, RAG, tool-use, agents, multilingual, platform, and research-availability positioning; productivity, adoption, and market-share claims remain blocked.
I-0267	S-0151	4	C4AI Launches Aya, an LLM Covering More Than 100 Languages	Cohere Labs	product/research post local capture	primary vendor/research	2026-05-26	assets/source_docs/frontier_i0119/S-0151_cohere-aya.html	pre-cutoff Aya source, locally captured	manuscript/12-europe-xai-rest-frontier.md	S-0151 - C4AI Launches Aya, an LLM Covering More Than 100 Languages (Cohere Labs; product/research post local capture; primary vendor/research; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0151_cohere-aya.html)	Use for multilingual coverage and open-science framing; universal multilingual quality and impact claims remain blocked.
I-0267	S-0152	4	The Jamba 1.5 Open Model Family	AI21	product post local capture	primary vendor	2026-05-26	assets/source_docs/frontier_i0119/S-0152_ai21-jamba-1-5.html	pre-cutoff Jamba 1.5 source, locally captured	manuscript/12-europe-xai-rest-frontier.md	S-0152 - The Jamba 1.5 Open Model Family (AI21; product post local capture; primary vendor; accessed 2026-05-26; assets/source_docs/frontier_i0119/S-0152_ai21-jamba-1-5.html)	Use for hybrid SSM-Transformer architecture and long-context positioning; independent speed/quality/benchmark superiority claims remain blocked.
I-0267	S-0153	3	Neural Machine Translation of Rare Words with Subword Units	Sennrich, Haddow, and Birch	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0153_bpe-rare-words-arxiv-abs.html	pre-cutoff BPE/subword tokenization source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0153 - Neural Machine Translation of Rare Words with Subword Units (Sennrich, Haddow, and Birch; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0153_bpe-rare-words-arxiv-abs.html)	Use for subword segmentation and rare-word/open-vocabulary mechanism; exact modern tokenizer behavior and language-cost comparisons need extraction.
I-0267	S-0154	2	SentencePiece: A simple and language independent subword tokenizer and detokenizer	Kudo and Richardson	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0154_sentencepiece-arxiv-abs.html	pre-cutoff SentencePiece source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0154 - SentencePiece: A simple and language independent subword tokenizer and detokenizer (Kudo and Richardson; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0154_sentencepiece-arxiv-abs.html)	Use for raw-text/language-independent tokenizer framing; do not claim practical language neutrality or solved multilingual representation.
I-0267	S-0155	2	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	Raffel et al.	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0155_t5-c4-arxiv-abs.html	pre-cutoff T5/C4 source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0155 - Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (Raffel et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0155_t5-c4-arxiv-abs.html)	Use for C4 as cleaned Common Crawl-derived corpus framing; not proof that cleaned web data is legally, ethically, or epistemically clean.
I-0267	S-0156	4	Documenting Large Webtext Corpora: A Case Study on the Colossal Clean Crawled Corpus	Dodge et al.	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0156_documenting-c4-arxiv-abs.html	pre-cutoff C4 documentation/provenance source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0156 - Documenting Large Webtext Corpora: A Case Study on the Colossal Clean Crawled Corpus (Dodge et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0156_documenting-c4-arxiv-abs.html)	Use for filtering/provenance critique; exact demographic/content-effect claims need row extraction.
I-0267	S-0157	1	The Pile: An 800GB Dataset of Diverse Text for Language Modeling	EleutherAI	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0157_pile-arxiv-abs.html	pre-cutoff Pile dataset source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0157 - The Pile: An 800GB Dataset of Diverse Text for Language Modeling (EleutherAI; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0157_pile-arxiv-abs.html)	Use alongside S-0042 for documented open data-mixture framing; not representative of proprietary frontier-model corpora.
I-0267	S-0158	2	Dolma: an Open Corpus of Three Trillion Tokens for Language Model Pretraining	AI2 / OLMo team	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0158_dolma-arxiv-abs.html	pre-cutoff Dolma source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0158 - Dolma: an Open Corpus of Three Trillion Tokens for Language Model Pretraining (AI2 / OLMo team; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0158_dolma-arxiv-abs.html)	Use for modern open-corpus/transparency lane; exact composition and downstream-performance comparisons need extraction.
I-0267	S-0159	2	FineWeb	Hugging Face	dataset page local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0159_fineweb-hf.html	pre-cutoff FineWeb dataset page, locally captured	manuscript/17-data-tokens-library-problem.md	S-0159 - FineWeb (Hugging Face; dataset page local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0159_fineweb-hf.html)	Use for Common Crawl processing/curation discussion; exact quality, size, and benchmark-impact claims need extraction.
I-0267	S-0160	3	Deduplicating Training Data Makes Language Models Better	Lee et al.	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0160_deduplicating-training-data-arxiv-abs.html	pre-cutoff deduplication source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0160 - Deduplicating Training Data Makes Language Models Better (Lee et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0160_deduplicating-training-data-arxiv-abs.html)	Use for duplication as quality/memorization/evaluation issue; exact effect sizes need extraction.
I-0267	S-0161	3	Extracting Training Data from Large Language Models	Carlini et al.	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0161_extracting-training-data-arxiv-abs.html	pre-cutoff training-data extraction source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0161 - Extracting Training Data from Large Language Models (Carlini et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0161_extracting-training-data-arxiv-abs.html)	Use for memorization/extraction risk framing; model-specific leakage prevalence, legal conclusions, and product safety claims remain blocked.
I-0267	S-0162	3	Quantifying Memorization Across Neural Language Models	Carlini et al.	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0162_quantifying-memorization-arxiv-abs.html	pre-cutoff memorization source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0162 - Quantifying Memorization Across Neural Language Models (Carlini et al.; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0162_quantifying-memorization-arxiv-abs.html)	Use for memorization as measurable and condition-dependent; exact memorization-rate claims need extraction.
I-0267	S-0163	4	DataComp-LM: In search of the next generation of training sets for language models	DataComp-LM authors	arXiv abstract local capture	primary	2026-05-26	assets/source_docs/data_tokens_i0121/S-0163_datacomp-lm-arxiv-abs.html	pre-cutoff data-curation benchmark/source, locally captured	manuscript/17-data-tokens-library-problem.md	S-0163 - DataComp-LM: In search of the next generation of training sets for language models (DataComp-LM authors; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0163_datacomp-lm-arxiv-abs.html)	Use for data curation as systematic comparison/evaluation object; no universal best-filtering-recipe claim.
I-0267	S-0164	3	TruthfulQA: Measuring How Models Mimic Human Falsehoods	Lin, Hilton, and Evans	arXiv paper	primary research	2026-05-26	https://arxiv.org/abs/2109.07958	pre-cutoff truthfulness benchmark source	manuscript/23-failure-modes-truth-trust.md	S-0164 - TruthfulQA: Measuring How Models Mimic Human Falsehoods (Lin, Hilton, and Evans; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2109.07958)	Use for truthfulness/mimicked-falsehood benchmark framing; no universal live ranking or all-model scaling-law claim.
I-0267	S-0165	1	Discovering Language Model Behaviors with Model-Written Evaluations	Anthropic / Perez et al.	research post and arXiv paper	primary research	2026-05-26	https://www.anthropic.com/research/discovering-language-model-behaviors-with-model-written-evaluations;https://arxiv.org/abs/2212.09251	pre-cutoff sycophancy/eval source	manuscript/23-failure-modes-truth-trust.md	S-0165 - Discovering Language Model Behaviors with Model-Written Evaluations (Anthropic / Perez et al.; research post and arXiv paper; primary research; accessed 2026-05-26; https://www.anthropic.com/research/discovering-language-model-behaviors-with-model-written-evaluations;https://arxiv.org/abs/2212.09251)	Use for sycophancy as discovered eval behavior; no production prevalence or all-assistant personality claim.
I-0267	S-0166	1	Universal and Transferable Adversarial Attacks on Aligned Language Models	Zou et al.	arXiv paper	primary research	2026-05-26	https://arxiv.org/abs/2307.15043	pre-cutoff adversarial jailbreak source	manuscript/23-failure-modes-truth-trust.md	S-0166 - Universal and Transferable Adversarial Attacks on Aligned Language Models (Zou et al.; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2307.15043)	Use for adversarial suffix/jailbreak attack-surface framing; no current product exploitability or uniform vulnerability claim.
I-0267	S-0167	1	Sycophancy to Subterfuge: Investigating Reward-Tampering in Large Language Models	Denison et al. / Anthropic	arXiv paper and research post	primary research	2026-05-26	https://arxiv.org/abs/2406.10162;https://www.anthropic.com/research/reward-tampering	pre-cutoff reward-tampering/specification-gaming source	manuscript/23-failure-modes-truth-trust.md	S-0167 - Sycophancy to Subterfuge: Investigating Reward-Tampering in Large Language Models (Denison et al. / Anthropic; arXiv paper and research post; primary research; accessed 2026-05-26; https://arxiv.org/abs/2406.10162;https://www.anthropic.com/research/reward-tampering)	Use for proxy/specification-gaming caution; no deployed-product reward-tampering or hidden-behavior claim.
I-0267	S-0168	2	Learning to Reason with LLMs / Introducing OpenAI o1	OpenAI	research/product posts	primary vendor	2026-05-26	https://openai.com/index/learning-to-reason-with-llms/;https://openai.com/index/introducing-openai-o1-preview/	pre-cutoff official OpenAI o1 sources	manuscript/21-reasoning-test-time-compute.md	S-0168 - Learning to Reason with LLMs / Introducing OpenAI o1 (OpenAI; research/product posts; primary vendor; accessed 2026-05-26; https://openai.com/index/learning-to-reason-with-llms/;https://openai.com/index/introducing-openai-o1-preview/)	Use for vendor-attributed o1 thinking-before-answering product/research framing; no independent benchmark crown, hidden chain-of-thought, exact cost, or production-behavior claim.
I-0267	S-0169	2	Introducing OpenAI o3 and o4-mini	OpenAI	product post	primary vendor	2026-05-26	https://openai.com/index/introducing-o3-and-o4-mini/	pre-cutoff official OpenAI reasoning-model source	manuscript/21-reasoning-test-time-compute.md	S-0169 - Introducing OpenAI o3 and o4-mini (OpenAI; product post; primary vendor; accessed 2026-05-26; https://openai.com/index/introducing-o3-and-o4-mini/)	Use for vendor-attributed o3/o4-mini reasoning family and tool-use framing; no live rank, adoption, current availability beyond cutoff, or exact cost/latency claim.
I-0267	S-0170	2	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models	Wei et al.	arXiv paper	primary research	2026-05-26	https://arxiv.org/abs/2201.11903	pre-cutoff reasoning-method source	manuscript/21-reasoning-test-time-compute.md	S-0170 - Chain-of-Thought Prompting Elicits Reasoning in Large Language Models (Wei et al.; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2201.11903)	Use for intermediate-reasoning prompting mechanism; no faithful-explanation, human-like reasoning, or universal improvement claim.
I-0267	S-0171	2	Self-Consistency Improves Chain of Thought Reasoning in Language Models	Wang et al.	arXiv paper	primary research	2026-05-26	https://arxiv.org/abs/2203.11171	pre-cutoff inference-sampling source	manuscript/21-reasoning-test-time-compute.md	S-0171 - Self-Consistency Improves Chain of Thought Reasoning in Language Models (Wang et al.; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2203.11171)	Use for multiple-reasoning-path and answer-consensus mechanism; no truth guarantee or broad reliability claim.
