pass_id	inventory_id	visual_family	visual_category	asset_id	title	pdf_page_i0302	pdf_page_i0310	page_shift_i0310_vs_i0302	mapping_method_i0302	mapping_method_i0310	mapping_evidence_i0310	status
I-0310	FI-0295	expanded_300_exhibit	person_image	A-0287-060	Arthur Mensch	603	255	-348	figure_or_section_id	figure_or_section_id	VX195	mapped
I-0310	FI-0296	expanded_300_exhibit	person_image	A-0287-061	Clem Delangue	604	256	-348	figure_or_section_id	figure_or_section_id	VX196	mapped
I-0310	FI-0297	expanded_300_exhibit	person_image	A-0287-062	Thomas Wolf	605	257	-348	figure_or_section_id	figure_or_section_id	VX197	mapped
I-0310	FI-0298	expanded_300_exhibit	person_image	A-0287-063	Percy Liang	606	635	29	figure_or_section_id	figure_or_section_id	VX198	mapped
I-0310	FI-0299	expanded_300_exhibit	person_image	A-0287-064	Christopher Manning	607	39	-568	figure_or_section_id	figure_or_section_id	VX199	mapped
I-0310	FI-0300	expanded_300_exhibit	person_image	A-0287-065	Sebastian Bubeck	608	186	-422	figure_or_section_id	figure_or_section_id	VX200	mapped
I-0310	FI-0301	logo_people_strip	logo	A-0284-026	NVIDIA	611	379	-232	board_title	asset_id	A-0284-026	mapped
I-0310	FI-0302	logo_people_strip	logo	A-0284-027	AMD	611	380	-231	board_title	asset_id	A-0284-027	mapped
I-0310	FI-0303	logo_people_strip	logo	A-0284-038	Intel	611	381	-230	board_title	asset_id	A-0284-038	mapped
I-0310	FI-0304	logo_people_strip	logo	A-0284-039	Arm	611	382	-229	board_title	asset_id	A-0284-039	mapped
I-0310	FI-0305	logo_people_strip	logo	A-0284-044	Docker	611	563	-48	board_title	asset_id	A-0284-044	mapped
I-0310	FI-0306	logo_people_strip	logo	A-0284-045	Kubernetes	611	564	-47	board_title	asset_id	A-0284-045	mapped
I-0310	FI-0307	logo_people_strip	logo	A-0284-046	Linux	611	565	-46	board_title	asset_id	A-0284-046	mapped
I-0310	FI-0308	logo_people_strip	logo	A-0284-028	Anthropic	613	315	-298	board_title	asset_id	A-0284-028	mapped
I-0310	FI-0309	logo_people_strip	logo	A-0284-029	Meta	613	249	-364	board_title	asset_id	A-0284-029	mapped
I-0310	FI-0310	logo_people_strip	logo	A-0284-030	Google	613	216	-397	board_title	asset_id	A-0284-030	mapped
I-0310	FI-0311	logo_people_strip	logo	A-0284-034	Mistral AI	613	251	-362	board_title	asset_id	A-0284-034	mapped
I-0310	FI-0312	logo_people_strip	logo	A-0284-035	xAI/X	613	561	-52	board_title	asset_id	A-0284-035	mapped
I-0310	FI-0313	logo_people_strip	logo	A-0284-036	Baidu	613	277	-336	board_title	asset_id	A-0284-036	mapped
I-0310	FI-0314	logo_people_strip	logo	A-0284-032	Alibaba Cloud	613	276	-337	board_title	asset_id	A-0284-032	mapped
I-0310	FI-0315	logo_people_strip	logo	A-0284-037	Xiaomi	613	278	-335	board_title	asset_id	A-0284-037	mapped
I-0310	FI-0316	logo_people_strip	logo	A-0284-031	Google Cloud	615	217	-398	board_title	asset_id	A-0284-031	mapped
I-0310	FI-0317	logo_people_strip	logo	A-0284-033	Hugging Face	615	250	-365	board_title	asset_id	A-0284-033	mapped
I-0310	FI-0318	logo_people_strip	logo	A-0284-040	GitHub	615	562	-53	board_title	asset_id	A-0284-040	mapped
I-0310	FI-0319	logo_people_strip	logo	A-0287-026	OpenRouter	615	606	-9	board_title	asset_id	A-0287-026	mapped
I-0310	FI-0320	logo_people_strip	logo	A-0287-027	Ollama	615	252	-363	board_title	asset_id	A-0287-027	mapped
I-0310	FI-0321	logo_people_strip	logo	A-0284-047	Databricks	615	484	-131	board_title	asset_id	A-0284-047	mapped
I-0310	FI-0322	logo_people_strip	logo	A-0284-048	Cloudflare	615	566	-49	board_title	asset_id	A-0284-048	mapped
I-0310	FI-0323	logo_people_strip	logo	A-0287-045	Vercel	615	575	-40	board_title	asset_id	A-0287-045	mapped
I-0310	FI-0324	logo_people_strip	logo	A-0287-046	Netlify	615	576	-39	board_title	asset_id	A-0287-046	mapped
I-0310	FI-0325	logo_people_strip	logo	A-0284-041	Python	617	535	-82	board_title	asset_id	A-0284-041	mapped
I-0310	FI-0326	logo_people_strip	logo	A-0284-042	PyTorch	617	536	-81	board_title	asset_id	A-0284-042	mapped
I-0310	FI-0327	logo_people_strip	logo	A-0284-043	TensorFlow	617	537	-80	board_title	asset_id	A-0284-043	mapped
I-0310	FI-0328	logo_people_strip	logo	A-0287-032	Jupyter	617	33	-584	board_title	asset_id	A-0287-032	mapped
I-0310	FI-0329	logo_people_strip	logo	A-0287-033	Anaconda	617	485	-132	board_title	asset_id	A-0287-033	mapped
I-0310	FI-0330	logo_people_strip	logo	A-0287-034	NumPy	617	34	-583	board_title	asset_id	A-0287-034	mapped
I-0310	FI-0331	logo_people_strip	logo	A-0287-035	pandas	617	486	-131	board_title	asset_id	A-0287-035	mapped
I-0310	FI-0332	logo_people_strip	logo	A-0287-036	SciPy	617	35	-582	board_title	asset_id	A-0287-036	mapped
I-0310	FI-0333	logo_people_strip	logo	A-0287-037	scikit-learn	617	487	-130	board_title	asset_id	A-0287-037	mapped
I-0310	FI-0334	logo_people_strip	logo	A-0284-050	Kaggle	617	344	-273	board_title	asset_id	A-0284-050	mapped
I-0310	FI-0335	logo_people_strip	logo	A-0287-028	LangChain	619	507	-112	board_title	asset_id	A-0287-028	mapped
I-0310	FI-0336	logo_people_strip	logo	A-0287-038	FastAPI	619	568	-51	board_title	asset_id	A-0287-038	mapped
I-0310	FI-0337	logo_people_strip	logo	A-0287-039	Go	619	569	-50	board_title	asset_id	A-0287-039	mapped
I-0310	FI-0338	logo_people_strip	logo	A-0287-040	Rust	619	570	-49	board_title	asset_id	A-0287-040	mapped
I-0310	FI-0339	logo_people_strip	logo	A-0287-041	Node.js	619	571	-48	board_title	asset_id	A-0287-041	mapped
I-0310	FI-0340	logo_people_strip	logo	A-0287-042	TypeScript	619	572	-47	board_title	asset_id	A-0287-042	mapped
I-0310	FI-0341	logo_people_strip	logo	A-0287-043	JavaScript	619	573	-46	board_title	asset_id	A-0287-043	mapped
I-0310	FI-0342	logo_people_strip	logo	A-0287-044	Vite	619	574	-45	board_title	asset_id	A-0287-044	mapped
I-0310	FI-0343	logo_people_strip	logo	A-0287-029	OpenTelemetry	621	508	-113	board_title	asset_id	A-0287-029	mapped
I-0310	FI-0344	logo_people_strip	logo	A-0287-030	Ray	621	509	-112	board_title	asset_id	A-0287-030	mapped
I-0310	FI-0345	logo_people_strip	logo	A-0287-031	Dask	621	510	-111	board_title	asset_id	A-0287-031	mapped
I-0310	FI-0346	logo_people_strip	logo	A-0287-047	PostgreSQL	621	488	-133	board_title	asset_id	A-0287-047	mapped
I-0310	FI-0347	logo_people_strip	logo	A-0287-048	Redis	621	577	-44	board_title	asset_id	A-0287-048	mapped
I-0310	FI-0348	logo_people_strip	logo	A-0287-049	MongoDB	621	489	-132	board_title	asset_id	A-0287-049	mapped
I-0310	FI-0349	logo_people_strip	logo	A-0287-050	Elastic	621	578	-43	board_title	asset_id	A-0287-050	mapped
I-0310	FI-0350	logo_people_strip	logo	A-0284-049	Apache	621	567	-54	board_title	asset_id	A-0284-049	mapped
I-0310	FI-0351	logo_people_strip	person_image	A-0284-064	Geoffrey Hinton	623	36	-587	board_title	asset_id	A-0284-064	mapped
I-0310	FI-0352	logo_people_strip	person_image	A-0284-065	Yoshua Bengio	623	37	-586	board_title	asset_id	A-0284-065	mapped
I-0310	FI-0353	logo_people_strip	person_image	A-0284-063	Yann LeCun	623	254	-369	board_title	asset_id	A-0284-063	mapped
I-0310	FI-0354	logo_people_strip	person_image	A-0287-051	Andrew Ng	623	38	-585	board_title	asset_id	A-0287-051	mapped
I-0310	FI-0355	logo_people_strip	person_image	A-0287-064	Christopher Manning	623	39	-584	board_title	asset_id	A-0287-064	mapped
I-0310	FI-0356	logo_people_strip	person_image	A-0287-053	Oriol Vinyals	623	58	-565	board_title	asset_id	A-0287-053	mapped
I-0310	FI-0357	logo_people_strip	person_image	A-0287-054	Ashish Vaswani	625	59	-566	board_title	asset_id	A-0287-054	mapped
I-0310	FI-0358	logo_people_strip	person_image	A-0287-055	Noam Shazeer	625	60	-565	board_title	asset_id	A-0287-055	mapped
I-0310	FI-0359	logo_people_strip	person_image	A-0287-052	Jeff Dean	625	82	-543	board_title	asset_id	A-0287-052	mapped
I-0310	FI-0360	logo_people_strip	person_image	A-0287-059	Aidan Gomez	625	61	-564	board_title	asset_id	A-0287-059	mapped
I-0310	FI-0361	logo_people_strip	person_image	A-0287-065	Sebastian Bubeck	625	186	-439	board_title	asset_id	A-0287-065	mapped
I-0310	FI-0362	logo_people_strip	person_image	A-0287-063	Percy Liang	625	635	10	board_title	asset_id	A-0287-063	mapped
I-0310	FI-0363	logo_people_strip	person_image	A-0284-052	Sam Altman	627	142	-485	board_title	asset_id	A-0284-052	mapped
I-0310	FI-0364	logo_people_strip	person_image	A-0284-053	Ilya Sutskever	627	81	-546	board_title	asset_id	A-0284-053	mapped
I-0310	FI-0365	logo_people_strip	person_image	A-0284-056	Greg Brockman	627	161	-466	board_title	asset_id	A-0284-056	mapped
I-0310	FI-0366	logo_people_strip	person_image	A-0287-056	Mira Murati	627	162	-465	board_title	asset_id	A-0287-056	mapped
I-0310	FI-0367	logo_people_strip	person_image	A-0287-057	Wojciech Zaremba	627	163	-464	board_title	asset_id	A-0287-057	mapped
I-0310	FI-0368	logo_people_strip	person_image	A-0287-058	John Schulman	627	132	-495	board_title	asset_id	A-0287-058	mapped
I-0310	FI-0369	logo_people_strip	person_image	A-0284-054	Andrej Karpathy	627	160	-467	board_title	asset_id	A-0284-054	mapped
I-0310	FI-0370	logo_people_strip	person_image	A-0284-057	Dario Amodei	629	118	-511	board_title	asset_id	A-0284-057	mapped
I-0310	FI-0371	logo_people_strip	person_image	A-0284-058	Daniela Amodei	629	316	-313	board_title	asset_id	A-0284-058	mapped
I-0310	FI-0372	logo_people_strip	person_image	A-0284-060	Demis Hassabis	629	218	-411	board_title	asset_id	A-0284-060	mapped
I-0310	FI-0373	logo_people_strip	person_image	A-0284-061	Sundar Pichai	629	219	-410	board_title	asset_id	A-0284-061	mapped
I-0310	FI-0374	logo_people_strip	person_image	A-0284-059	Mark Zuckerberg	629	253	-376	board_title	asset_id	A-0284-059	mapped
I-0310	FI-0375	logo_people_strip	person_image	A-0284-062	Satya Nadella	629	19	-610	board_title	asset_id	A-0284-062	mapped
I-0310	FI-0376	logo_people_strip	person_image	A-0284-051	Jensen Huang	631	391	-240	board_title	asset_id	A-0284-051	mapped
I-0310	FI-0377	logo_people_strip	person_image	A-0284-055	Lisa Su	631	383	-248	board_title	asset_id	A-0284-055	mapped
I-0310	FI-0378	logo_people_strip	person_image	A-0287-060	Arthur Mensch	631	255	-376	board_title	asset_id	A-0287-060	mapped
I-0310	FI-0379	logo_people_strip	person_image	A-0287-061	Clem Delangue	631	256	-375	board_title	asset_id	A-0287-061	mapped
I-0310	FI-0380	logo_people_strip	person_image	A-0287-062	Thomas Wolf	631	257	-374	board_title	asset_id	A-0287-062	mapped
I-0310	FI-0381	source_surface_gallery	paper_report_excerpt	A-0285-001	Attention Is All You Need	633	21	-612	board_title	asset_id	A-0285-001	mapped
I-0310	FI-0382	source_surface_gallery	paper_report_excerpt	A-0285-002	Improving Language Understanding by Generative Pre-Training	633	88	-545	board_title	asset_id	A-0285-002	mapped
I-0310	FI-0383	source_surface_gallery	paper_report_excerpt	A-0285-003	Language Models are Unsupervised Multitask Learners	633	83	-550	board_title	prior_board_evidence	Transformer, GPT, And Scaling Origins	mapped
I-0310	FI-0384	source_surface_gallery	paper_report_excerpt	A-0285-004	Language Models are Few-Shot Learners	633	83	-550	board_title	prior_board_evidence	Transformer, GPT, And Scaling Origins	mapped
I-0310	FI-0385	source_surface_gallery	paper_report_excerpt	A-0285-005	Scaling Laws for Neural Language Models	633	68	-565	board_title	asset_id	A-0285-005	mapped
I-0310	FI-0386	source_surface_gallery	paper_report_excerpt	A-0285-006	Training language models to follow instructions	635	133	-502	board_title	prior_board_evidence	Alignment, Open Weights, And Model Families	mapped
I-0310	FI-0387	source_surface_gallery	paper_report_excerpt	A-0285-007	Constitutional AI	635	133	-502	board_title	prior_board_evidence	Alignment, Open Weights, And Model Families	mapped
I-0310	FI-0388	source_surface_gallery	paper_report_excerpt	A-0285-008	Llama 2: Open Foundation and Fine-Tuned Chat Models	635	233	-402	board_title	asset_id	A-0285-008	mapped
I-0310	FI-0389	source_surface_gallery	paper_report_excerpt	A-0285-009	Gemini: A Family of Highly Capable Multimodal Models	635	133	-502	board_title	prior_board_evidence	Alignment, Open Weights, And Model Families	mapped
I-0310	FI-0390	source_surface_gallery	paper_report_excerpt	A-0285-010	Qwen2 Technical Report	635	264	-371	board_title	asset_id	A-0285-010	mapped
I-0310	FI-0391	source_surface_gallery	paper_report_excerpt	A-0285-011	DeepSeek-V3 Technical Report	637	270	-367	board_title	asset_id	A-0285-011	mapped
I-0310	FI-0392	source_surface_gallery	paper_report_excerpt	A-0285-012	DeepSeek-R1: Incentivizing Reasoning Capability in LLMs	637	584	-53	board_title	asset_id	A-0285-012	mapped
I-0310	FI-0393	source_surface_gallery	paper_report_excerpt	A-0285-013	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	637	543	-94	board_title	asset_id	A-0285-013	mapped
I-0310	FI-0394	source_surface_gallery	paper_report_excerpt	A-0285-014	Toolformer: Language Models Can Teach Themselves to Use Tools	637	545	-92	board_title	asset_id	A-0285-014	mapped
I-0310	FI-0395	source_surface_gallery	paper_report_excerpt	A-0285-015	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks	637	601	-36	board_title	prior_board_evidence	Reasoning, Coding, Tool Use, And Retrieval	mapped
I-0310	FI-0396	source_surface_gallery	paper_report_excerpt	A-0288-001	BERT: Pre-training of Deep Bidirectional Transformers	639	45	-594	board_title	asset_id	A-0288-001	mapped
I-0310	FI-0397	source_surface_gallery	paper_report_excerpt	A-0288-002	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	639	85	-554	board_title	prior_board_evidence	Pretraining Lineage And Compute-Optimal Scale	mapped
I-0310	FI-0398	source_surface_gallery	paper_report_excerpt	A-0288-003	Training Compute-Optimal Large Language Models	639	85	-554	board_title	prior_board_evidence	Pretraining Lineage And Compute-Optimal Scale	mapped
I-0310	FI-0399	source_surface_gallery	paper_report_excerpt	A-0288-004	PaLM: Scaling Language Modeling with Pathways	639	190	-449	board_title	asset_id	A-0288-004	mapped
I-0310	FI-0400	source_surface_gallery	paper_report_excerpt	A-0288-005	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models	639	583	-56	board_title	asset_id	A-0288-005	mapped
I-0310	FI-0401	source_surface_gallery	paper_report_excerpt	A-0288-006	Code Llama: Open Foundation Models for Code	641	514	-127	board_title	asset_id	A-0288-006	mapped
I-0310	FI-0402	source_surface_gallery	paper_report_excerpt	A-0288-007	Mistral 7B	641	538	-103	board_title	prior_board_evidence	Open-Model, Code, And Benchmark Texture	mapped
I-0310	FI-0403	source_surface_gallery	paper_report_excerpt	A-0288-008	Mixtral of Experts	641	538	-103	board_title	prior_board_evidence	Open-Model, Code, And Benchmark Texture	mapped
I-0310	FI-0404	source_surface_gallery	paper_report_excerpt	A-0288-009	The Llama 3 Herd of Models	641	221	-420	board_title	asset_id	A-0288-009	mapped
I-0310	FI-0405	source_surface_gallery	paper_report_excerpt	A-0288-010	LiveCodeBench: Holistic and Contamination Free Evaluation	641	538	-103	board_title	prior_board_evidence	Open-Model, Code, And Benchmark Texture	mapped
I-0310	FI-0406	source_surface_gallery	pdf_presentation_page	A-0285-016	GTC 2026 keynote title/opening surface	643	377	-266	board_title	asset_id	A-0285-016	mapped
I-0310	FI-0407	source_surface_gallery	pdf_presentation_page	A-0285-017	GTC 2026 AI factory framing	643	401	-242	board_title	asset_id	A-0285-017	mapped
I-0310	FI-0408	source_surface_gallery	pdf_presentation_page	A-0285-018	GTC 2026 hardware roadmap surface	643	396	-247	board_title	asset_id	A-0285-018	mapped
I-0310	FI-0409	source_surface_gallery	pdf_presentation_page	A-0285-019	GTC 2026 rack-scale comparison surface	643	394	-249	board_title	asset_id	A-0285-019	mapped
I-0310	FI-0410	source_surface_gallery	pdf_presentation_page	A-0285-020	GTC 2026 inference/economics framing	643	422	-221	board_title	asset_id	A-0285-020	mapped
I-0310	FI-0411	source_surface_gallery	pdf_presentation_page	A-0285-021	GTC 2026 networking/platform surface	645	423	-222	board_title	asset_id	A-0285-021	mapped
I-0310	FI-0412	source_surface_gallery	pdf_presentation_page	A-0285-022	GTC 2026 DSX/factory design surface	645	424	-221	board_title	asset_id	A-0285-022	mapped
I-0310	FI-0413	source_surface_gallery	pdf_presentation_page	A-0285-023	GTC 2026 closing/ecosystem surface	645	425	-220	board_title	asset_id	A-0285-023	mapped
I-0310	FI-0414	source_surface_gallery	pdf_presentation_page	A-0285-024	GTC 2026 software stack surface	645	378	-267	board_title	asset_id	A-0285-024	mapped
I-0310	FI-0415	source_surface_gallery	pdf_presentation_page	A-0285-025	GTC 2026 accelerator system surface	645	426	-219	board_title	asset_id	A-0285-025	mapped
I-0310	FI-0416	source_surface_gallery	pdf_presentation_page	A-0285-026	GTC 2026 datacenter/facility surface	647	427	-220	board_title	asset_id	A-0285-026	mapped
I-0310	FI-0417	source_surface_gallery	pdf_report_page	A-0285-027	GPT-4 System Card first-page surface	647	129	-518	board_title	asset_id	A-0285-027	mapped
I-0310	FI-0418	source_surface_gallery	pdf_report_page	A-0285-028	GPT-4o System Card first-page surface	647	130	-517	board_title	asset_id	A-0285-028	mapped
I-0310	FI-0419	source_surface_gallery	pdf_report_page	A-0285-029	GPT-4 Technical Report first-page surface	647	131	-516	board_title	asset_id	A-0285-029	mapped
I-0310	FI-0420	source_surface_gallery	pdf_report_page	A-0285-030	Sparks of AGI paper first-page surface	647	634	-13	board_title	asset_id	A-0285-030	mapped
I-0310	FI-0421	source_surface_gallery	pdf_presentation_page	A-0288-011	GTC 2026 Blackwell/Rubin transition surface	649	462	-187	board_title	prior_board_evidence	GTC Infrastructure Constraint Surfaces	mapped
I-0310	FI-0422	source_surface_gallery	pdf_presentation_page	A-0288-012	GTC 2026 NVLink/network fabric surface	649	462	-187	board_title	prior_board_evidence	GTC Infrastructure Constraint Surfaces	mapped
I-0310	FI-0423	source_surface_gallery	pdf_presentation_page	A-0288-013	GTC 2026 ecosystem partner surface	649	462	-187	board_title	prior_board_evidence	GTC Infrastructure Constraint Surfaces	mapped
I-0310	FI-0424	source_surface_gallery	pdf_presentation_page	A-0288-014	GTC 2026 datacenter power/cooling surface	649	444	-205	board_title	asset_id	A-0288-014	mapped
I-0310	FI-0425	source_surface_gallery	pdf_presentation_page	A-0288-015	GTC 2026 closing roadmap surface	649	462	-187	board_title	prior_board_evidence	GTC Infrastructure Constraint Surfaces	mapped
I-0310	FI-0426	source_surface_gallery	pdf_technical_report_page	A-0288-016	Gemini 1.5 Technical Report	651	196	-455	board_title	asset_id	A-0288-016	mapped
I-0310	FI-0427	source_surface_gallery	pdf_technical_report_page	A-0288-017	Qwen3 Technical Report	651	267	-384	board_title	asset_id	A-0288-017	mapped
I-0310	FI-0428	source_surface_gallery	pdf_technical_report_page	A-0288-018	GLM-4 Technical Report	651	281	-370	board_title	prior_board_evidence	Frontier Technical Reports Beyond The US Core	mapped
I-0310	FI-0429	source_surface_gallery	pdf_technical_report_page	A-0288-019	Kimi k1.5 Technical Report	651	281	-370	board_title	prior_board_evidence	Frontier Technical Reports Beyond The US Core	mapped
I-0310	FI-0430	source_surface_gallery	pdf_technical_report_page	A-0288-020	Nemotron-4 340B Technical Report	651	281	-370	board_title	prior_board_evidence	Frontier Technical Reports Beyond The US Core	mapped
I-0310	FI-0431	chart_data_svg_atlas	svg_diagram	A-0069	Figure 1.2 - From Prompt to Answer, One Token at a Time. Human text becomes tokens, context, next-token predictions, and generated answer.	653	9	-644	board_title	asset_id	A-0069	mapped
I-0310	FI-0432	chart_data_svg_atlas	svg_repair_source_card	A-0261-005	Fast Power Is A Constraint Stack	653	64	-589	board_title	asset_id	A-0261-005	mapped
I-0310	FI-0433	chart_data_svg_atlas	svg_diagram	A-0064	Figure 17.1 - Tokenization Ladder. Human text becomes subword pieces, token IDs, context budget, and next-token prediction target.	653	64	-589	board_title	asset_id	A-0064	mapped
I-0310	FI-0434	chart_data_svg_atlas	svg_diagram	A-0066	Figure 17.3 - Data Mixture Control Board. Schematic corpus lanes show data mixtures as recipes with open-corpus rows and closed-corpus blockers.	653	64	-589	board_title	asset_id	A-0066	mapped
I-0310	FI-0435	chart_data_svg_atlas	svg_diagram	A-0062	Figure 18.3 - Agent Loop as Harness. Plan, act, observe, gate, context, and review form a bounded system loop.	653	64	-589	board_title	asset_id	A-0062	mapped
I-0310	FI-0436	chart_data_svg_atlas	svg_diagram	A-0075	Figure 23.2 - Trust Is A Stack. Evidence selection, evidence use, authority, evaluation, permission/action, and audit memory form layered controls.	653	622	-31	board_title	asset_id	A-0075	mapped
I-0310	FI-0437	chart_data_svg_atlas	svg_diagram	A-0014	Generated Arena leaderboard methodology flow	653	319	-334	board_title	asset_id	A-0014	mapped
I-0310	FI-0438	chart_data_svg_atlas	svg_claim_card	A-0028	Generated GTC page 50 roadmap card	653	390	-263	board_title	asset_id	A-0028	mapped
I-0310	FI-0439	chart_data_svg_atlas	svg_diagram	A-0081	Generated Chapter 21 reasoning-budget routing map	653	600	-53	board_title	asset_id	A-0081	mapped
I-0310	FI-0440	chart_data_svg_atlas	svg_diagram	A-0092	Generated Chapter 19 coding benchmark ladder	653	532	-121	board_title	asset_id	A-0092	mapped
I-0310	FI-0441	chart_data_svg_atlas	svg_diagram	A-0016	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	655	138	-517	board_title	asset_id	A-0016	mapped
I-0310	FI-0442	chart_data_svg_atlas	svg_diagram	A-0094	Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral guarantees.	655	288	-367	board_title	asset_id	A-0094	mapped
I-0310	FI-0443	chart_data_svg_atlas	svg_diagram	A-0011	Generated RLHF and alignment pipeline visual	655	125	-530	board_title	asset_id	A-0011	mapped
I-0310	FI-0444	chart_data_svg_atlas	svg_diagram	A-0060	Figure 18.1 - RAG Evidence Conveyor. Retrieval, ranking, context packing, generation, citation, and audit gates with failure labels.	655	166	-489	board_title	asset_id	A-0060	mapped
I-0310	FI-0445	chart_data_svg_atlas	svg_diagram	A-0063	Figure 18.4 - Prompt Injection Boundary. Untrusted retrieved content tries to cross from data into instruction before a tool action.	655	166	-489	board_title	asset_id	A-0063	mapped
I-0310	FI-0446	chart_data_svg_atlas	svg_diagram	A-0109	Figure 24.2 - Five Conversion Gates. Prediction-to-interface, interface-to-product, model-to-platform, compute-to-infrastructure, and fluency-to-trust are shown as overlapping pressures.	655	640	-15	board_title	asset_id	A-0109	mapped
I-0310	FI-0447	chart_data_svg_atlas	svg_claim_card	A-0024	Generated GTC page 29 AI factory thesis card	655	389	-266	board_title	asset_id	A-0024	mapped
I-0310	FI-0448	chart_data_svg_atlas	svg_diagram	A-0035	Generated Chapter 20 productivity claim blocker map	655	560	-95	board_title	asset_id	A-0035	mapped
I-0310	FI-0449	chart_data_svg_atlas	svg_diagram	A-0086	Generated Chapter 9 research-to-product conversion timeline	655	206	-449	board_title	asset_id	A-0086	mapped
I-0310	FI-0450	chart_data_svg_atlas	svg_diagram	A-0093	Generated Chapter 19 repository-as-prompt schematic	655	533	-122	board_title	asset_id	A-0093	mapped
I-0310	FI-0451	chart_data_svg_atlas	benchmark_model_landscape_table	A-0289-T001	Figure 09.04 - 2023 Model-Landscape Table	658	199	-459	board_title	asset_id	A-0289-T001	mapped
I-0310	FI-0452	chart_data_svg_atlas	benchmark_model_landscape_table	A-0289-T005	Figure 13.02 - May 2026 Cutoff Model-Landscape Table	658	325	-333	board_title	asset_id	A-0289-T005	mapped
I-0310	FI-0453	chart_data_svg_atlas	benchmark_model_landscape_table	A-0289-T002	Figure 13.03 - 2024 Model-Landscape Table	658	329	-329	board_title	asset_id	A-0289-T002	mapped
I-0310	FI-0454	chart_data_svg_atlas	benchmark_model_landscape_table	A-0289-T003	Figure 19.03 - 2025 Model-Landscape Table	658	520	-138	board_title	asset_id	A-0289-T003	mapped
I-0310	FI-0455	chart_data_svg_atlas	benchmark_model_landscape_table	A-0286-T004	Figure 19.05 - 2021 Model-Landscape Table	658	526	-132	board_title	asset_id	A-0286-T004	mapped
I-0310	FI-0456	chart_data_svg_atlas	benchmark_model_landscape_table	A-0289-T004	Figure 21.01 - 2026 Model-Landscape Table	658	582	-76	board_title	asset_id	A-0289-T004	mapped
I-0310	FI-0457	chart_data_svg_atlas	benchmark_model_landscape_table	A-0286-T005	Figure 21.04 - 2022 Model-Landscape Table	658	585	-73	board_title	asset_id	A-0286-T005	mapped
I-0310	FI-0458	chart_data_svg_atlas	benchmark_model_landscape_table	A-0286-T001	Figure 22.01 - 2018 Model-Landscape Table	658	603	-55	board_title	asset_id	A-0286-T001	mapped
I-0310	FI-0459	chart_data_svg_atlas	benchmark_model_landscape_table	A-0286-T002	Figure 22.03 - 2019 Model-Landscape Table	658	609	-49	board_title	asset_id	A-0286-T002	mapped
I-0310	FI-0460	chart_data_svg_atlas	svg_chart	A-0013	Generated LMArena historical leaderboard chart	658	319	-339	board_title	asset_id	A-0013	mapped
I-0310	FI-0461	chart_data_svg_atlas	svg_repair_source_card	A-0261-004	Interconnection Is A Queue, Not Atmosphere	660	283	-377	board_title	asset_id	A-0261-004	mapped
I-0310	FI-0462	chart_data_svg_atlas	svg_repair_source_card	A-0261-006	Nuclear Texture Needs Evidence, Not Steam	660	283	-377	board_title	asset_id	A-0261-006	mapped
I-0310	FI-0463	chart_data_svg_atlas	svg_diagram	A-0065	Figure 17.2 - Web Corpus Filter Funnel. Common Crawl style data becomes a training-mixture candidate through filtering, deduplication, and documentation decisions.	660	283	-377	board_title	asset_id	A-0065	mapped
I-0310	FI-0464	chart_data_svg_atlas	svg_diagram	A-0061	Figure 18.2 - Function-Call Boundary. The model proposes typed calls; application validation, permissions, execution, and logging decide what happens.	660	283	-377	board_title	asset_id	A-0061	mapped
I-0310	FI-0465	chart_data_svg_atlas	source_excerpt_card_svg	A-0260-003	Release notes are product archaeology	660	153	-507	board_title	asset_id	A-0260-003	mapped
I-0310	FI-0466	chart_data_svg_atlas	svg_diagram	A-0110	Figure 24.3 - Unsettled By The Cutoff. Tempting end-of-book claims are paired with the same-scope evidence still required.	660	641	-19	board_title	asset_id	A-0110	mapped
I-0310	FI-0467	chart_data_svg_atlas	svg_claim_card	A-0025	Generated GTC page 45 inference compute roadmap card	660	390	-270	board_title	asset_id	A-0025	mapped
I-0310	FI-0468	chart_data_svg_atlas	svg_diagram	A-0068	Generated Chapter 1 ChatGPT shock chronology	660	18	-642	board_title	asset_id	A-0068	mapped
I-0310	FI-0469	chart_data_svg_atlas	svg_diagram	A-0087	Generated Chapter 9 TPU/Search/Workspace surface map	660	207	-453	board_title	asset_id	A-0087	mapped
I-0310	FI-0470	chart_data_svg_atlas	svg_diagram	A-0112	Generated Chapter 10 open-weight control stack	660	238	-422	board_title	asset_id	A-0112	mapped
I-0310	FI-0471	chart_data_svg_atlas	svg_diagram	A-0072	Figure 14.2 - GPU Memory and Interconnect: The Traffic Pattern. Host orchestration, HBM, GPU shards, and interconnect fabric make LLM systems a communication problem.	662	350	-312	board_title	asset_id	A-0072	mapped
